SID BETTER WORSE BLEURT_DASH_extended COMET COMET_DASH_2R COMET_DASH_HTER COMET_DASH_MQM COMET_DASH_QE COMET_DASH_Rank CharacTER EED OpenKiwi_DASH_Bert OpenKiwi_DASH_XLMR TER YiSi_DASH_0 YiSi_DASH_1 YiSi_DASH_2 chrF chrF_PLUS__PLUS_ esim mBERT_DASH_L2 parbleu parchrf_PLUS__PLUS_ paresim_DASH_1 prism sentBLEU
huffingtonpost.com.19311::2 NiuTrans.1347 NICT_Kyoto.1223 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 1 1 1
huffingtonpost.com.19311::2 NiuTrans.1347 ENMT.1477 0 1 1 1 1 1 1 1 1 0 1 1 1 0 1 1 1 1 1 1 0 1 1 1
huffingtonpost.com.19311::2 NiuTrans.1347 OPPO.1201 0 0 0 0 1 1 1 0 1 0 1 1 1 1 1 0 1 1 0 0 0 1 0 1
huffingtonpost.com.19311::2 Online-B.1591 SJTU-NICT.370 0 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 0 1 1 1
huffingtonpost.com.19311::2 Online-B.1591 zlabs-nlp.95 0 0 0 0 0 0 1 0 0 0 0 0 1 1 1 0 0 0 0 0 0 1 1 1
huffingtonpost.com.19311::2 Online-B.1591 OPPO.1201 0 0 0 0 0 0 1 0 0 0 1 0 1 0 1 0 0 0 0 0 0 0 0 0
huffingtonpost.com.19311::2 Online-B.1591 ENMT.1477 0 0 0 0 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0
huffingtonpost.com.19311::2 NICT_Kyoto.1223 SJTU-NICT.370 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1
huffingtonpost.com.19311::2 Online-A.1575 SJTU-NICT.370 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1
huffingtonpost.com.19311::2 Online-A.1575 zlabs-nlp.95 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1
huffingtonpost.com.19311::2 Online-A.1575 ENMT.1477 0 1 1 1 1 1 0 1 1 0 1 1 1 1 1 1 1 1 1 1 0 1 1 1
huffingtonpost.com.19311::2 Online-G.1557 SJTU-NICT.370 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 1 1 1
huffingtonpost.com.19311::2 Online-G.1557 zlabs-nlp.95 0 0 0 0 0 1 1 0 0 0 1 0 1 1 1 1 0 1 0 0 0 1 1 1
huffingtonpost.com.19311::2 Online-G.1557 OPPO.1201 0 0 0 0 0 1 1 0 0 0 1 0 1 1 0 0 0 0 0 0 0 0 0 1
huffingtonpost.com.19311::2 Online-G.1557 ENMT.1477 0 0 0 0 1 1 0 1 0 0 0 0 1 0 0 1 0 1 0 0 0 0 1 1
huffingtonpost.com.19311::2 Tohoku-AIP-NTT.1453 zlabs-nlp.95 0 1 1 1 1 1 1 0 0 1 1 0 1 1 1 1 0 1 1 0 0 1 1 1
huffingtonpost.com.19311::2 Tohoku-AIP-NTT.1453 SJTU-NICT.370 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1
huffingtonpost.com.19311::2 Tohoku-AIP-NTT.1453 OPPO.1201 0 1 1 1 0 1 1 0 0 0 1 0 1 1 1 0 1 0 1 0 0 0 0 1
huffingtonpost.com.19311::2 Tohoku-AIP-NTT.1453 NICT_Kyoto.1223 0 1 1 1 0 0 1 1 0 1 1 0 0 0 1 1 0 0 1 0 0 1 1 0
huffingtonpost.com.19311::2 Tohoku-AIP-NTT.1453 ENMT.1477 0 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1 1 0 0 1 1
huffingtonpost.com.19311::7 NiuTrans.1347 SJTU-NICT.370 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1
huffingtonpost.com.19311::7 NiuTrans.1347 zlabs-nlp.95 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1
huffingtonpost.com.19311::7 NiuTrans.1347 NICT_Kyoto.1223 0 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 0 0 1 1 1
huffingtonpost.com.19311::7 NiuTrans.1347 ENMT.1477 0 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 0 1 0 1 1 1
huffingtonpost.com.19311::7 NiuTrans.1347 OPPO.1201 0 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 0 0 1 1 1
huffingtonpost.com.19311::7 NiuTrans.1347 Tohoku-AIP-NTT.1453 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1
huffingtonpost.com.19311::7 NiuTrans.1347 Online-A.1575 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1
huffingtonpost.com.19311::7 NiuTrans.1347 Online-G.1557 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1
huffingtonpost.com.19311::7 OPPO.1201 SJTU-NICT.370 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1
huffingtonpost.com.19311::7 OPPO.1201 ENMT.1477 0 0 0 0 1 0 1 1 1 1 1 1 1 1 1 0 1 0 0 1 0 1 1 1
huffingtonpost.com.19311::7 Online-B.1591 SJTU-NICT.370 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1
huffingtonpost.com.19311::7 Online-B.1591 zlabs-nlp.95 0 0 1 1 0 1 0 1 1 0 1 1 1 1 0 1 1 1 1 0 0 0 0 1
huffingtonpost.com.19311::7 Online-B.1591 Tohoku-AIP-NTT.1453 0 0 0 0 1 1 0 0 1 1 0 0 0 0 0 1 0 0 1 0 0 0 0 0
huffingtonpost.com.19311::7 Online-B.1591 OPPO.1201 0 0 0 0 1 1 0 1 0 0 1 0 0 0 0 1 0 1 1 0 0 0 0 0
huffingtonpost.com.19311::7 Online-B.1591 NICT_Kyoto.1223 0 1 1 1 1 1 1 1 1 0 1 1 1 0 0 1 1 1 1 0 0 0 0 0
huffingtonpost.com.19311::7 Online-B.1591 Online-A.1575 0 0 0 0 1 0 0 1 1 1 0 1 0 0 0 1 1 0 1 0 0 0 0 0
huffingtonpost.com.19311::7 Online-B.1591 ENMT.1477 0 0 0 0 1 0 1 1 1 0 1 1 1 1 0 0 1 0 0 1 0 0 1 1
huffingtonpost.com.19311::7 Online-B.1591 Online-G.1557 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1 0 0 1 1 0 0 0 0
huffingtonpost.com.19311::7 Online-A.1575 SJTU-NICT.370 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1
huffingtonpost.com.19311::7 Online-A.1575 ENMT.1477 0 0 0 0 1 1 1 0 1 0 1 1 1 1 1 0 0 1 0 1 0 0 1 1
huffingtonpost.com.19311::18 NiuTrans.1347 SJTU-NICT.370 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1
huffingtonpost.com.19311::18 NiuTrans.1347 zlabs-nlp.95 0 1 1 1 1 1 0 1 0 0 1 0 1 1 1 1 1 1 1 1 0 1 1 1
huffingtonpost.com.19311::18 NiuTrans.1347 ENMT.1477 0 1 1 1 0 0 0 0 0 0 1 0 1 0 0 0 0 0 1 1 0 0 0 0
huffingtonpost.com.19311::18 OPPO.1201 SJTU-NICT.370 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1
huffingtonpost.com.19311::18 Online-B.1591 SJTU-NICT.370 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1
huffingtonpost.com.19311::18 Online-B.1591 zlabs-nlp.95 0 1 1 1 1 1 0 0 0 0 1 0 1 0 0 1 0 1 0 1 0 0 0 0
huffingtonpost.com.19311::18 Online-B.1591 ENMT.1477 0 0 1 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0
huffingtonpost.com.19311::18 NICT_Kyoto.1223 SJTU-NICT.370 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
huffingtonpost.com.19311::18 Online-A.1575 SJTU-NICT.370 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1
huffingtonpost.com.19311::18 Online-G.1557 SJTU-NICT.370 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 0 1 1 1 1
huffingtonpost.com.19311::18 Tohoku-AIP-NTT.1453 zlabs-nlp.95 0 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1
huffingtonpost.com.19311::18 Tohoku-AIP-NTT.1453 SJTU-NICT.370 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1
huffingtonpost.com.19311::18 Tohoku-AIP-NTT.1453 ENMT.1477 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1
reuters.276702::5 SJTU-NICT.370 Online-G.1557 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 1 0 0 0 0
reuters.276702::5 zlabs-nlp.95 Online-G.1557 0 0 0 0 1 1 0 0 0 1 0 0 0 0 1 0 0 0 1 0 0 0 0 0
reuters.276702::5 Tohoku-AIP-NTT.1453 Online-G.1557 0 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 0 0 1 1 1
reuters.276702::5 NiuTrans.1347 Online-G.1557 0 0 0 0 1 1 1 1 1 1 0 1 1 1 1 0 1 0 0 1 0 1 1 1
reuters.276702::5 OPPO.1201 Online-G.1557 0 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 0 0 1 1 1
reuters.276702::5 Online-B.1591 Online-G.1557 0 1 1 1 1 1 1 1 0 1 0 1 1 1 1 1 1 0 1 1 0 1 0 1
reuters.276702::5 NICT_Kyoto.1223 Online-G.1557 0 0 1 1 1 1 1 1 0 1 0 1 0 1 1 0 1 1 1 1 0 1 1 1
reuters.276702::5 Online-A.1575 Online-G.1557 0 1 1 1 1 1 0 1 1 1 0 1 0 1 1 1 1 1 1 1 0 1 0 1
reuters.276702::5 ENMT.1477 Online-G.1557 0 0 0 0 1 1 1 0 0 1 0 0 1 1 1 0 1 0 1 1 0 1 1 1
reuters.276702::8 SJTU-NICT.370 zlabs-nlp.95 0 0 0 0 0 0 1 1 1 0 0 1 1 1 1 0 1 0 0 1 0 1 1 1
reuters.276702::8 Tohoku-AIP-NTT.1453 zlabs-nlp.95 0 0 0 0 1 1 1 1 1 1 0 1 1 1 1 1 1 0 0 1 1 1 1 1
reuters.276702::8 Tohoku-AIP-NTT.1453 NiuTrans.1347 0 0 0 0 1 0 0 0 0 0 1 0 1 1 0 0 0 0 0 0 0 0 1 0
reuters.276702::8 Tohoku-AIP-NTT.1453 ENMT.1477 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0
reuters.276702::8 Tohoku-AIP-NTT.1453 Online-G.1557 0 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 0 1 0 1 1 1 1
reuters.276702::8 NICT_Kyoto.1223 zlabs-nlp.95 0 0 0 0 1 1 1 1 1 1 0 1 0 1 1 1 1 0 0 1 0 1 1 1
reuters.276702::8 Online-A.1575 zlabs-nlp.95 0 0 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 0 1 1 1
allafrica.15274::6 NiuTrans.1347 SJTU-NICT.370 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1
allafrica.15274::6 NiuTrans.1347 Online-A.1575 0 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 0 1 0 1 1 1
allafrica.15274::6 NiuTrans.1347 Online-G.1557 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1
allafrica.15274::6 OPPO.1201 SJTU-NICT.370 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1
allafrica.15274::6 OPPO.1201 Online-G.1557 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1
allafrica.15274::6 ENMT.1477 SJTU-NICT.370 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1
allafrica.15274::6 ENMT.1477 Online-Z.1632 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
allafrica.15274::6 ENMT.1477 NICT_Kyoto.1223 0 1 1 1 1 1 0 0 1 1 1 1 1 1 0 1 1 1 1 0 0 1 0 1
allafrica.15274::6 ENMT.1477 Online-A.1575 0 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 0 0 0 1 1 1
allafrica.15274::6 ENMT.1477 Online-G.1557 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1
allafrica.15274::6 zlabs-nlp.95 SJTU-NICT.370 0 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 0 1 1 1
allafrica.15274::6 zlabs-nlp.95 Online-G.1557 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1
allafrica.15274::6 Tohoku-AIP-NTT.1453 SJTU-NICT.370 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1
allafrica.15274::6 Tohoku-AIP-NTT.1453 Online-G.1557 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1
allafrica.15274::3 Online-A.1575 SJTU-NICT.370 0 1 1 1 0 1 0 0 0 1 1 0 0 0 0 1 1 1 1 0 0 0 0 0
allafrica.15274::3 Online-A.1575 Online-Z.1632 1 1 1 1 1 1 0 0 0 1 1 1 1 1 0 1 1 1 1 1 1 0 1 1
allafrica.15274::3 Online-A.1575 NiuTrans.1347 0 1 1 1 0 1 1 0 0 1 1 1 0 1 0 1 0 1 1 0 0 0 0 1
allafrica.15274::3 Online-A.1575 Online-G.1557 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1
allafrica.15274::3 zlabs-nlp.95 SJTU-NICT.370 0 0 0 0 0 1 1 0 0 0 1 0 0 1 1 1 1 1 1 1 0 1 0 1
allafrica.15274::3 zlabs-nlp.95 NiuTrans.1347 0 0 1 1 1 1 1 1 1 0 1 1 0 1 1 1 1 1 1 1 0 1 0 1
allafrica.15274::3 zlabs-nlp.95 Online-Z.1632 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
allafrica.15274::3 zlabs-nlp.95 Online-G.1557 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1
allafrica.15274::3 OPPO.1201 Online-Z.1632 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
allafrica.15274::3 OPPO.1201 Online-G.1557 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1
allafrica.15274::3 ENMT.1477 Online-Z.1632 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
allafrica.15274::3 ENMT.1477 Online-G.1557 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1
scotsman.155321::8 NiuTrans.1347 SJTU-NICT.370 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1
scotsman.155321::8 NiuTrans.1347 Online-Z.1632 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1
scotsman.155321::8 NiuTrans.1347 Online-B.1591 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1
scotsman.155321::8 NICT_Kyoto.1223 SJTU-NICT.370 0 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1
scotsman.155321::8 NICT_Kyoto.1223 Online-Z.1632 1 1 1 1 1 1 0 1 0 1 1 0 1 1 1 1 1 1 0 1 0 1 1 1
scotsman.155321::8 NICT_Kyoto.1223 Online-B.1591 0 1 0 0 1 1 0 1 0 1 0 0 1 1 1 0 1 0 0 1 0 1 1 1
scotsman.155321::8 ENMT.1477 SJTU-NICT.370 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1
scotsman.155321::8 ENMT.1477 Online-Z.1632 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
scotsman.155321::8 ENMT.1477 Online-B.1591 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1
scotsman.155321::8 Online-G.1557 SJTU-NICT.370 0 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1
scotsman.155321::8 Online-G.1557 Online-Z.1632 1 1 1 1 0 0 1 1 0 1 1 0 0 0 0 1 1 1 1 1 1 0 0 0
scotsman.155321::8 Online-G.1557 Online-B.1591 0 1 1 1 0 0 1 1 0 1 1 0 0 0 0 1 1 0 0 1 0 0 0 0
scotsman.155321::8 Tohoku-AIP-NTT.1453 SJTU-NICT.370 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1
scotsman.155321::8 Tohoku-AIP-NTT.1453 Online-Z.1632 1 1 0 0 1 0 1 1 0 1 1 0 1 1 1 0 1 1 0 1 0 1 1 1
scotsman.155321::8 Tohoku-AIP-NTT.1453 Online-B.1591 0 0 0 0 1 0 1 1 0 1 0 0 1 1 1 0 1 0 0 0 0 1 1 1
scotsman.155321::24 SJTU-NICT.370 Online-Z.1632 1 0 1 1 1 1 1 0 0 0 1 1 0 1 0 0 0 1 1 1 1 0 0 0
scotsman.155321::24 ENMT.1477 SJTU-NICT.370 0 1 1 1 0 1 0 1 1 1 0 1 0 1 1 1 1 0 1 1 0 1 1 1
scotsman.155321::24 ENMT.1477 Online-Z.1632 1 1 1 1 1 1 1 0 1 1 1 1 0 1 1 0 1 1 1 1 1 0 1 1
scotsman.155321::24 ENMT.1477 Online-B.1591 0 1 1 1 0 0 0 0 1 1 0 1 0 1 0 0 0 0 0 0 0 0 1 1
scotsman.155321::24 NiuTrans.1347 Online-Z.1632 1 1 1 1 1 1 1 0 1 1 1 1 0 0 1 1 1 1 1 1 1 0 0 0
scotsman.155321::24 Online-B.1591 Online-Z.1632 1 1 1 1 1 1 1 1 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1
scotsman.155321::24 NICT_Kyoto.1223 Online-Z.1632 1 1 1 1 1 1 0 0 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1
scotsman.155321::24 Online-G.1557 Online-Z.1632 1 0 1 1 0 1 1 0 0 1 0 1 0 1 0 0 1 0 0 1 1 0 0 0
scotsman.155321::24 Tohoku-AIP-NTT.1453 SJTU-NICT.370 0 0 0 0 0 0 0 1 0 1 0 0 0 1 0 0 1 0 0 1 0 0 1 1
scotsman.155321::24 Tohoku-AIP-NTT.1453 Online-Z.1632 1 0 0 0 0 1 1 0 0 1 0 0 0 1 0 0 1 0 0 1 1 0 1 0
guardian.260694::10 NiuTrans.1347 SJTU-NICT.370 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1
guardian.260694::10 NiuTrans.1347 Online-Z.1632 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
guardian.260694::10 NiuTrans.1347 OPPO.1201 0 0 0 0 0 0 1 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 1 0
guardian.260694::10 NiuTrans.1347 Online-G.1557 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1
guardian.260694::10 SJTU-NICT.370 Online-G.1557 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1
guardian.260694::10 zlabs-nlp.95 SJTU-NICT.370 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1
guardian.260694::10 zlabs-nlp.95 Online-Z.1632 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
guardian.260694::10 zlabs-nlp.95 OPPO.1201 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 1 0
guardian.260694::10 zlabs-nlp.95 Online-G.1557 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1
guardian.260694::10 Online-Z.1632 Online-G.1557 0 0 0 0 0 1 1 1 1 1 1 1 1 1 0 0 1 1 1 0 0 0 1 1
guardian.260694::10 Tohoku-AIP-NTT.1453 Online-G.1557 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1
guardian.260694::10 OPPO.1201 Online-G.1557 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1
guardian.260694::10 Online-B.1591 Online-G.1557 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1
guardian.260694::10 NICT_Kyoto.1223 Online-G.1557 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1
guardian.260694::10 Online-A.1575 Online-G.1557 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1
guardian.260694::10 ENMT.1477 Online-G.1557 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1
scotsman.155284::2 NICT_Kyoto.1223 SJTU-NICT.370 0 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 0 0 1 1
scotsman.155284::2 NICT_Kyoto.1223 Tohoku-AIP-NTT.1453 1 1 1 1 0 1 0 1 1 1 1 1 0 1 0 1 0 1 1 0 1 0 0 0
scotsman.155284::2 NICT_Kyoto.1223 Online-B.1591 0 1 1 1 1 1 1 1 1 1 1 1 0 1 0 1 1 1 1 0 0 0 1 1
scotsman.155284::2 NICT_Kyoto.1223 ENMT.1477 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0 1
scotsman.155284::2 NICT_Kyoto.1223 Online-A.1575 0 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 0 0 1 1
scotsman.155284::2 NICT_Kyoto.1223 Online-G.1557 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1
