SID BETTER WORSE BLEURT_DASH_extended COMET COMET_DASH_2R COMET_DASH_HTER COMET_DASH_MQM COMET_DASH_QE COMET_DASH_Rank CharacTER EED MEE OpenKiwi_DASH_Bert OpenKiwi_DASH_XLMR TER YiSi_DASH_0 YiSi_DASH_1 YiSi_DASH_2 chrF chrF_PLUS__PLUS_ esim parbleu paresim_DASH_1 prism sentBLEU
nunatsiaq-20191009::21 Facebook_AI.1465 SRPOL.383 0 0 0 0 0 1 0 0 1 0 0 0 1 1 1 0 1 1 0 0 1 1 1
nunatsiaq-20191009::21 CUNI-Transfer.1009 NRC.715 0 0 0 0 1 0 1 0 1 0 0 0 0 0 0 0 1 0 0 0 1 0 0
nunatsiaq-20191009::21 Groningen.1392 NRC.715 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 1 0
nunatsiaq-20191009::21 Groningen.1392 SRPOL.383 0 0 0 0 0 1 0 1 1 0 0 1 1 1 1 0 0 0 0 1 1 1 1
nunatsiaq-20191009::21 MultiLingual_Engine_Ubiqus.525 NRC.715 0 0 0 0 1 0 1 0 1 0 0 0 1 1 0 0 1 0 1 0 1 1 0
nunatsiaq-20191009::21 MultiLingual_Engine_Ubiqus.525 SRPOL.383 0 0 0 0 0 1 0 1 1 0 0 1 1 1 1 0 0 0 0 1 1 1 1
nunatsiaq-20191009::24 Facebook_AI.1465 NRC.715 0 0 0 0 1 0 1 1 0 1 0 1 1 0 0 0 0 0 0 1 0 1 0
nunatsiaq-20191009::24 Facebook_AI.1465 SRPOL.383 0 0 1 0 0 0 1 1 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0
nunatsiaq-20191009::24 Facebook_AI.1465 Helsinki.992 0 0 0 0 1 1 1 0 1 1 0 0 1 0 0 0 0 0 1 0 0 0 0
nunatsiaq-20191009::24 Groningen.1392 SRPOL.383 0 1 1 1 0 0 1 1 0 1 1 1 0 1 0 0 1 1 1 0 0 0 1
nunatsiaq-20191009::13 NRC.715 Helsinki.992 0 0 1 1 1 1 1 1 0 0 1 1 1 0 0 1 1 1 0 0 0 0 0
nunatsiaq-20191009::13 Facebook_AI.1465 Groningen.1392 0 0 1 1 1 0 1 0 1 0 1 0 1 0 0 0 1 0 0 0 0 1 0
nunatsiaq-20191009::13 Facebook_AI.1465 SRPOL.383 0 1 1 1 0 1 1 0 0 1 0 0 1 0 0 1 0 1 1 0 0 1 0
nunatsiaq-20191009::13 Facebook_AI.1465 Helsinki.992 0 0 1 1 1 1 1 0 0 0 1 0 1 0 0 1 1 1 0 0 0 1 0
nunatsiaq-20191009::13 CUNI-Transfer.1009 Groningen.1392 0 1 1 1 1 0 1 0 0 1 0 0 0 0 0 0 1 0 1 1 0 1 0
nunatsiaq-20191009::13 CUNI-Transfer.1009 Helsinki.992 0 1 1 1 1 1 1 0 0 1 0 0 0 0 0 1 1 1 1 1 0 1 0
nunatsiaq-20191009::13 SRPOL.383 Helsinki.992 0 0 1 1 1 1 0 1 1 0 1 1 1 1 1 1 1 1 0 1 1 0 1
nunatsiaq-20191009::13 Groningen.1392 Helsinki.992 0 0 1 1 0 1 0 0 0 0 1 0 1 0 0 1 0 1 0 0 0 1 0
nunatsiaq-20191009::13 MultiLingual_Engine_Ubiqus.525 Groningen.1392 0 1 0 1 1 0 1 0 0 1 0 0 0 0 0 0 1 0 1 1 0 1 0
nunatsiaq-20191009::13 MultiLingual_Engine_Ubiqus.525 Helsinki.992 0 1 1 1 1 1 1 0 0 1 0 0 0 0 0 1 1 1 1 1 0 1 0
nunatsiaq-20191031::12 NRC.715 Groningen.1392 1 1 1 1 1 1 0 1 1 0 1 1 1 1 1 1 1 0 1 1 1 1 1
nunatsiaq-20191031::12 Facebook_AI.1465 Groningen.1392 1 1 1 1 1 1 0 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1
nunatsiaq-20191031::12 CUNI-Transfer.1009 Groningen.1392 1 1 1 1 1 1 0 1 1 1 1 1 1 0 0 1 1 1 1 0 0 1 0
nunatsiaq-20191031::12 SRPOL.383 Groningen.1392 1 1 1 1 1 1 0 1 1 1 1 1 1 0 0 1 1 1 1 0 0 1 0
nunatsiaq-20191031::12 Helsinki.992 Groningen.1392 1 1 1 1 1 1 0 1 1 1 1 1 1 0 0 1 1 1 1 0 0 1 0
nunatsiaq-20191031::12 NICT_Kyoto.1219 Groningen.1392 1 1 1 1 1 1 0 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1
nunatsiaq-20191018::1 NRC.715 MultiLingual_Engine_Ubiqus.525 1 1 1 1 1 1 0 1 1 1 1 1 0 1 1 1 1 1 1 0 1 0 1
nunatsiaq-20191018::1 SRPOL.383 MultiLingual_Engine_Ubiqus.525 1 1 1 1 1 1 0 1 1 1 1 1 0 1 1 1 1 1 1 0 1 0 1
nunatsiaq-20191018::1 CUNI-Transfer.1009 MultiLingual_Engine_Ubiqus.525 1 1 1 1 1 1 0 1 1 1 1 1 0 1 1 1 1 1 1 0 1 0 1
nunatsiaq-20191018::1 Groningen.1392 MultiLingual_Engine_Ubiqus.525 1 1 1 1 1 1 0 1 1 1 1 1 0 1 1 1 1 1 1 0 1 0 1
nunatsiaq-20191018::1 Helsinki.992 MultiLingual_Engine_Ubiqus.525 1 1 1 1 1 0 0 0 1 1 1 0 0 1 1 1 1 1 1 0 1 0 1
nunatsiaq-20191114::27 Helsinki.992 NRC.715 0 0 0 0 0 1 0 1 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0
nunatsiaq-20191114::27 Helsinki.992 Groningen.1392 0 0 0 0 1 0 0 1 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0
nunatsiaq-20191127::12 NRC.715 CUNI-Transfer.1009 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 0 1
nunatsiaq-20191127::12 NRC.715 SRPOL.383 1 1 1 1 0 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1
nunatsiaq-20191127::12 Facebook_AI.1465 CUNI-Transfer.1009 1 1 1 1 0 1 1 1 1 1 1 1 1 1 0 1 1 1 0 0 1 0 1
nunatsiaq-20191127::12 Facebook_AI.1465 SRPOL.383 1 1 1 1 0 1 0 1 1 1 1 1 1 0 0 1 0 1 1 0 1 1 1
nunatsiaq-20191127::12 Facebook_AI.1465 Helsinki.992 1 1 1 1 0 1 0 1 1 1 1 1 0 1 1 1 1 1 0 0 1 0 1
nunatsiaq-20191127::12 Helsinki.992 SRPOL.383 1 1 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 1 1 0 1 0
nunatsiaq-20191127::10 Facebook_AI.1465 NRC.715 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
nunatsiaq-20191127::10 Facebook_AI.1465 CUNI-Transfer.1009 0 0 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1
nunatsiaq-20191127::10 Facebook_AI.1465 SRPOL.383 1 1 1 1 0 1 0 0 1 1 0 0 0 1 1 1 1 1 0 0 1 0 1
nunatsiaq-20191127::10 Facebook_AI.1465 Helsinki.992 0 1 0 0 0 1 1 0 0 0 0 0 1 0 1 0 1 1 0 0 1 0 1
nunatsiaq-20191127::10 NRC.715 SRPOL.383 1 1 1 1 1 1 0 1 1 1 1 1 0 1 1 1 1 1 0 0 1 0 1
nunatsiaq-20191127::10 CUNI-Transfer.1009 SRPOL.383 1 1 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
nunatsiaq-20191127::2 CUNI-Transfer.1009 NRC.715 0 0 1 1 0 0 1 1 1 0 0 1 0 0 0 0 1 0 0 0 0 1 0
nunatsiaq-20191127::2 CUNI-Transfer.1009 Facebook_AI.1465 0 0 1 1 0 0 1 0 0 0 0 0 1 0 0 0 1 0 0 0 0 1 0
nunatsiaq-20191127::2 CUNI-Transfer.1009 SRPOL.383 1 1 1 1 0 1 0 0 1 0 0 0 0 1 1 1 1 1 1 1 1 0 1
nunatsiaq-20191127::2 Helsinki.992 NRC.715 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
nunatsiaq-20191127::2 Helsinki.992 SRPOL.383 0 0 0 0 1 1 0 0 0 0 0 0 0 1 0 0 1 1 0 0 1 0 1
nunatsiaq-20191127::2 Helsinki.992 Facebook_AI.1465 0 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
nunatsiaq-20191114-2::30 NRC.715 Groningen.1392 1 1 1 1 0 1 1 1 1 0 1 1 1 1 1 1 1 1 0 1 1 1 1
nunatsiaq-20191114-2::30 CUNI-Transfer.1009 Groningen.1392 1 0 0 0 1 1 1 0 1 0 0 0 1 1 1 0 0 0 0 1 1 1 1
nunatsiaq-20191114-2::30 CUNI-Transfer.1009 MultiLingual_Engine_Ubiqus.525 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0
nunatsiaq-20191114-2::42 NRC.715 CUNI-Transfer.1009 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
nunatsiaq-20191114-2::42 Groningen.1392 CUNI-Transfer.1009 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
nunatsiaq-20191114-2::42 SRPOL.383 CUNI-Transfer.1009 0 1 1 1 1 1 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1
nunatsiaq-20191114-2::42 MultiLingual_Engine_Ubiqus.525 CUNI-Transfer.1009 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
nunatsiaq-20191022::26 CUNI-Transfer.1009 NRC.715 0 0 0 0 0 1 1 1 1 0 1 1 1 1 1 0 0 0 0 1 1 0 1
nunatsiaq-20191022::26 CUNI-Transfer.1009 NICT_Kyoto.1219 0 0 1 1 0 1 1 1 1 0 1 1 1 1 1 1 1 1 0 1 1 0 1
nunatsiaq-20191022::26 Groningen.1392 NRC.715 0 0 1 1 1 1 0 0 0 0 1 0 1 1 1 1 0 0 0 0 1 0 1
nunatsiaq-20191022::26 SRPOL.383 NRC.715 0 0 0 0 1 1 1 0 0 0 1 0 1 1 1 0 0 0 0 0 1 0 1
nunatsiaq-20191022::26 SRPOL.383 NICT_Kyoto.1219 0 0 1 1 1 1 1 0 1 0 1 0 1 1 1 1 1 0 1 0 0 0 1
nunatsiaq-20191011::2 NRC.715 Helsinki.992 1 1 1 1 1 1 0 0 1 1 1 0 0 1 1 1 1 1 1 0 0 1 0
nunatsiaq-20191011::2 SRPOL.383 Helsinki.992 0 0 1 1 0 1 0 0 1 0 1 0 0 1 1 1 0 1 0 0 0 1 1
nunatsiaq-20191011::2 CUNI-Transfer.1009 Helsinki.992 0 0 0 0 1 1 1 0 1 0 0 0 0 1 1 1 0 1 0 0 1 1 1
nunatsiaq-20191011::2 Groningen.1392 Helsinki.992 0 0 1 1 1 1 0 0 1 0 1 0 0 1 1 1 0 1 0 0 0 1 0
nunatsiaq-20191011::2 MultiLingual_Engine_Ubiqus.525 Helsinki.992 0 0 1 1 1 1 0 0 1 0 1 0 0 1 1 1 0 1 0 0 1 0 1
nunatsiaq-20191011::2 NICT_Kyoto.1219 Helsinki.992 0 0 1 1 1 1 0 0 1 0 1 0 0 1 1 1 1 1 0 0 1 1 1
nunatsiaq-20191011::18 NICT_Kyoto.1219 NRC.715 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
nunatsiaq-20191011::18 NICT_Kyoto.1219 Groningen.1392 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0
nunatsiaq-20191011::18 NICT_Kyoto.1219 MultiLingual_Engine_Ubiqus.525 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0
nunatsiaq-20191011::18 SRPOL.383 NRC.715 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0
nunatsiaq-20191011::18 SRPOL.383 Groningen.1392 0 0 0 0 1 1 0 0 0 1 0 0 1 0 0 0 0 1 1 0 0 1 0
nunatsiaq-20191011::18 SRPOL.383 MultiLingual_Engine_Ubiqus.525 1 1 0 1 1 1 0 1 0 1 0 1 1 1 0 0 1 1 1 0 0 1 0
nunatsiaq-20191025::13 Groningen.1392 Facebook_AI.1465 0 1 0 0 0 1 1 0 0 0 1 0 1 0 0 0 1 0 1 0 0 1 0
nunatsiaq-20191025::13 Groningen.1392 SRPOL.383 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
nunatsiaq-20191025::13 Groningen.1392 MultiLingual_Engine_Ubiqus.525 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 0 0 0 0
nunatsiaq-20191025::13 NRC.715 SRPOL.383 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1
nunatsiaq-20191025::13 Facebook_AI.1465 SRPOL.383 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1
nunatsiaq-20191025::13 Helsinki.992 SRPOL.383 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
nunatsiaq-20191025::13 Helsinki.992 Facebook_AI.1465 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 1 0
nunatsiaq-20191025::13 Helsinki.992 MultiLingual_Engine_Ubiqus.525 1 0 1 1 1 0 1 1 0 1 0 1 1 1 1 1 1 1 0 0 0 1 1
nunatsiaq-20191025::13 MultiLingual_Engine_Ubiqus.525 SRPOL.383 0 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1
nunatsiaq-20191025::13 NICT_Kyoto.1219 SRPOL.383 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
nunatsiaq-20191025::13 NICT_Kyoto.1219 Facebook_AI.1465 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0
nunatsiaq-20191025::13 NICT_Kyoto.1219 MultiLingual_Engine_Ubiqus.525 1 0 0 0 0 0 0 1 0 1 0 1 0 0 1 0 0 0 1 0 1 0 1
nunatsiaq-20191025::3 NICT_Kyoto.1219 NRC.715 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 1 1
nunatsiaq-20191025::3 NICT_Kyoto.1219 SRPOL.383 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 1 0 0 0 1 1 1
nunatsiaq-20191025::3 NICT_Kyoto.1219 Facebook_AI.1465 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 1 1
nunatsiaq-20191025::3 NICT_Kyoto.1219 Groningen.1392 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 1 1
nunatsiaq-20191025::3 NICT_Kyoto.1219 Helsinki.992 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 0 0 1 1 1
nunatsiaq-20191025::3 NICT_Kyoto.1219 MultiLingual_Engine_Ubiqus.525 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 1 0 1 1 1
nunatsiaq-20191025::3 SRPOL.383 NRC.715 0 0 1 1 1 0 1 0 0 0 1 0 0 1 0 1 0 0 0 0 1 0 0
nunatsiaq-20191025::51 NRC.715 Groningen.1392 0 0 0 0 0 0 1 1 0 0 0 1 1 0 0 0 1 0 0 0 0 1 0
nunatsiaq-20191025::51 SRPOL.383 Groningen.1392 0 0 1 0 1 0 0 1 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0
nunatsiaq-20191025::51 MultiLingual_Engine_Ubiqus.525 Facebook_AI.1465 0 0 0 0 0 1 0 0 1 0 1 0 1 1 0 1 1 1 0 0 0 1 1
nunatsiaq-20191025::51 MultiLingual_Engine_Ubiqus.525 Groningen.1392 0 0 0 0 0 1 0 0 1 0 0 0 1 1 0 0 0 0 0 0 0 1 1
nunatsiaq-20191025::51 NICT_Kyoto.1219 Facebook_AI.1465 0 0 0 0 0 0 0 1 0 0 1 1 0 0 0 0 0 0 0 1 0 0 0
nunatsiaq-20191025::51 NICT_Kyoto.1219 Groningen.1392 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0
