SID BETTER WORSE BLEURT_DASH_extended COMET COMET_DASH_2R COMET_DASH_HTER COMET_DASH_MQM COMET_DASH_QE COMET_DASH_Rank CharacTER EED MEE OpenKiwi_DASH_Bert OpenKiwi_DASH_XLMR TER YiSi_DASH_0 YiSi_DASH_1 YiSi_DASH_2 chrF chrF_PLUS__PLUS_ esim mBERT_DASH_L2 parbleu parchrf_PLUS__PLUS_ paresim_DASH_1 prism sentBLEU
allafrica.15224::9 Online-Z.1636 DiDi_NLP.1455 1 1 0 0 0 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
allafrica.15224::9 ariel197197.1373 DiDi_NLP.1455 0 1 1 1 1 1 0 0 1 0 1 1 1 1 0 0 1 0 1 1 0 1 1 0 0
scotsman.155321::16 Online-Z.1636 PROMT_NMT.374 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 1 1
scotsman.155321::20 Online-Z.1636 zlabs-nlp.169 0 0 0 0 1 0 1 1 1 1 0 1 1 0 1 1 1 1 1 0 0 0 0 1 1
scotsman.155321::20 Online-Z.1636 DiDi_NLP.1455 0 0 0 0 1 0 1 1 1 1 0 1 1 1 1 1 0 1 0 0 0 0 1 1 1
scotsman.155321::20 Online-Z.1636 PROMT_NMT.374 0 0 0 0 1 0 1 1 1 0 0 1 1 0 1 1 1 1 1 0 0 0 0 1 1
scotsman.155321::20 zlabs-nlp.169 PROMT_NMT.374 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0
scotsman.155321::8 zlabs-nlp.169 PROMT_NMT.374 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
scotsman.155321::8 Online-Z.1636 DiDi_NLP.1455 1 1 1 1 0 0 1 1 1 0 1 1 1 0 1 1 1 1 1 1 0 1 1 1 1
scotsman.155321::8 Online-Z.1636 PROMT_NMT.374 1 1 0 0 1 0 0 1 1 0 1 1 1 0 1 1 1 0 1 0 0 0 1 0 1
allafrica.15186::8 zlabs-nlp.169 DiDi_NLP.1455 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0
allafrica.15186::8 Online-Z.1636 DiDi_NLP.1455 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
allafrica.15186::8 Online-B.1595 DiDi_NLP.1455 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0
allafrica.15186::8 Online-A.1577 DiDi_NLP.1455 1 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0
news.com.au.759106::14 zlabs-nlp.169 Online-Z.1636 0 1 0 1 1 1 1 0 0 0 1 1 0 1 1 1 1 1 1 0 0 1 1 1 1
news.com.au.759106::14 Online-B.1595 Online-Z.1636 1 1 1 1 1 1 1 0 0 1 1 1 0 0 1 0 1 1 1 0 1 1 0 1 1
news.com.au.759106::14 DiDi_NLP.1455 Online-Z.1636 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 1 0 0 0 0
news.com.au.759106::14 Online-G.1560 Online-Z.1636 0 0 0 0 1 1 1 0 0 1 0 1 0 1 1 1 1 1 1 0 1 0 1 1 1
news.com.au.759106::14 Online-G.1560 PROMT_NMT.374 0 0 0 0 1 1 0 0 1 0 0 0 1 1 1 1 1 1 1 0 0 0 1 1 1
news.com.au.759106::14 PROMT_NMT.374 Online-Z.1636 0 0 1 1 1 1 1 0 0 1 0 1 0 0 1 1 1 0 1 1 1 1 1 1 1
news.com.au.759106::14 ariel197197.1373 Online-Z.1636 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 1 0 1 1 0 1 0
news.com.au.759106::18 zlabs-nlp.169 Online-Z.1636 0 0 0 0 1 1 1 1 1 1 0 1 1 1 1 1 0 1 1 0 0 1 1 1 1
news.com.au.759106::18 Online-B.1595 Online-Z.1636 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
news.com.au.759106::18 DiDi_NLP.1455 Online-Z.1636 0 1 0 1 1 1 1 0 1 0 1 0 1 1 1 0 0 0 1 0 1 0 1 0 0
news.com.au.759106::18 Online-G.1560 Online-Z.1636 0 0 0 0 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 0 0 0 1 1 1
news.com.au.759106::18 PROMT_NMT.374 Online-Z.1636 0 0 0 0 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 0 0 0 1 1 1
news.com.au.759106::18 ariel197197.1373 Online-Z.1636 0 0 1 1 1 1 1 1 1 1 0 1 1 0 1 1 1 1 1 1 0 1 1 1 1
allafrica.15310::5 Online-B.1595 Online-Z.1636 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
allafrica.15310::5 Online-A.1577 Online-Z.1636 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
cnbc.com.33934::5 Online-B.1595 zlabs-nlp.169 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
cnbc.com.33934::5 Online-A.1577 zlabs-nlp.169 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
cnbc.com.33934::5 Online-A.1577 Online-Z.1636 1 1 1 1 1 1 1 1 1 0 1 1 0 1 1 1 1 1 1 1 1 0 0 1 1
cnbc.com.33934::5 Online-A.1577 OPPO.1489 0 0 0 0 0 0 0 1 1 0 0 1 1 1 0 0 0 0 0 1 0 0 1 0 0
cnbc.com.33934::5 DiDi_NLP.1455 zlabs-nlp.169 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
cnbc.com.33934::5 Online-G.1560 zlabs-nlp.169 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
cnbc.com.33934::5 Online-G.1560 Online-Z.1636 0 0 1 0 1 0 1 1 1 1 0 1 0 0 1 1 0 1 0 1 0 1 0 1 1
cnbc.com.33934::5 Online-G.1560 OPPO.1489 0 0 0 0 0 0 1 0 0 1 0 0 1 0 1 1 0 1 0 0 0 1 1 1 1
standard.co.uk.14568::2 zlabs-nlp.169 Online-Z.1636 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
standard.co.uk.14568::2 zlabs-nlp.169 ariel197197.1373 1 0 0 0 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 0 0 1 1 0 0
standard.co.uk.14568::2 Online-B.1595 Online-Z.1636 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
standard.co.uk.14568::2 Online-B.1595 PROMT_NMT.374 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1
standard.co.uk.14568::2 Online-B.1595 ariel197197.1373 1 1 1 1 1 1 1 1 0 1 1 1 0 1 1 1 1 0 0 1 1 1 1 1 1
standard.co.uk.14568::2 Online-A.1577 Online-Z.1636 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 1 0 1 0 1 0 0 0
standard.co.uk.14568::2 Online-A.1577 ariel197197.1373 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
standard.co.uk.14568::2 DiDi_NLP.1455 Online-Z.1636 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
standard.co.uk.14568::2 DiDi_NLP.1455 ariel197197.1373 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
standard.co.uk.14568::15 zlabs-nlp.169 Online-Z.1636 1 0 0 0 1 1 1 1 1 1 1 1 1 0 1 1 0 1 1 0 0 1 1 1 1
standard.co.uk.14568::15 Online-B.1595 Online-Z.1636 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
standard.co.uk.14568::15 Online-B.1595 ariel197197.1373 1 1 1 1 1 1 1 1 0 1 1 1 0 0 1 1 1 1 1 1 1 0 1 1 1
standard.co.uk.14568::15 DiDi_NLP.1455 Online-Z.1636 0 0 0 0 1 0 1 1 1 1 0 0 1 1 1 0 1 1 1 0 0 1 0 1 1
standard.co.uk.14568::15 PROMT_NMT.374 Online-Z.1636 1 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1 1
cnbc.com.33896::12 zlabs-nlp.169 Online-Z.1636 1 1 1 1 0 1 0 1 1 0 1 1 1 1 1 0 1 0 1 1 1 0 0 0 1
cnbc.com.33896::12 zlabs-nlp.169 Online-B.1595 1 1 1 1 1 1 0 1 1 0 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1
cnbc.com.33896::12 zlabs-nlp.169 ariel197197.1373 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 0 1 1 1 0 1 0 1 1 1
cnbc.com.33896::12 OPPO.1489 Online-Z.1636 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1
cnbc.com.33896::12 OPPO.1489 ariel197197.1373 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
cnbc.com.33896::12 Online-B.1595 ariel197197.1373 1 0 0 0 1 0 1 1 0 1 1 0 0 0 1 1 0 1 0 0 0 0 1 1 1
standard.co.uk.14514::10 Online-Z.1636 zlabs-nlp.169 1 1 1 1 0 1 1 1 0 1 1 1 0 0 0 1 1 1 1 1 1 1 1 1 1
standard.co.uk.14514::10 Online-Z.1636 PROMT_NMT.374 1 1 1 1 0 0 0 1 0 1 1 1 0 0 0 0 1 0 1 0 0 0 0 1 0
standard.co.uk.14514::10 Online-B.1595 zlabs-nlp.169 1 1 1 1 1 1 1 1 1 1 0 1 1 0 1 1 1 1 1 1 1 1 1 0 1
standard.co.uk.14514::10 Online-B.1595 PROMT_NMT.374 1 1 1 1 0 1 0 1 1 1 1 1 1 0 1 0 1 1 1 0 0 0 1 0 0
standard.co.uk.14514::10 ariel197197.1373 zlabs-nlp.169 0 1 1 1 1 1 1 1 1 1 0 1 1 0 0 1 1 1 1 1 1 1 0 1 1
standard.co.uk.14514::10 ariel197197.1373 PROMT_NMT.374 0 1 1 1 0 1 0 1 1 0 0 1 1 0 0 0 1 1 1 0 0 0 0 1 0
standard.co.uk.14514::10 DiDi_NLP.1455 zlabs-nlp.169 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 0 1
standard.co.uk.14514::10 DiDi_NLP.1455 PROMT_NMT.374 1 1 1 1 1 1 0 1 1 1 1 1 1 0 0 0 1 1 1 1 0 0 1 0 1
cnbc.com.33896::5 zlabs-nlp.169 Online-Z.1636 0 0 1 1 1 1 1 1 1 1 0 0 1 0 1 1 1 1 0 1 0 1 1 1 1
cnbc.com.33896::5 zlabs-nlp.169 ariel197197.1373 1 0 0 0 0 0 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0
cnbc.com.33896::5 OPPO.1489 Online-Z.1636 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
cnbc.com.33896::5 Online-B.1595 Online-Z.1636 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
cnbc.com.33896::11 zlabs-nlp.169 Online-Z.1636 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0
cnbc.com.33896::11 zlabs-nlp.169 ariel197197.1373 1 0 0 0 0 0 1 0 0 0 1 1 0 1 0 1 0 0 0 0 0 0 1 0 1
cnbc.com.33896::11 OPPO.1489 Online-Z.1636 0 1 1 1 0 0 0 0 0 1 1 1 0 1 0 0 1 0 1 1 1 0 0 0 1
cnbc.com.33896::11 OPPO.1489 ariel197197.1373 1 0 0 0 1 0 1 0 0 1 1 1 0 1 1 1 1 0 0 0 0 0 1 0 1
cnbc.com.33896::11 Online-B.1595 Online-Z.1636 0 1 1 1 1 1 0 0 0 1 1 0 0 0 1 1 0 0 1 1 1 0 0 0 0
cnbc.com.33896::11 Online-B.1595 ariel197197.1373 1 1 0 0 1 1 1 0 0 1 1 0 0 1 1 1 0 0 0 0 1 0 1 1 1
stv.tv.21635::3 ariel197197.1373 zlabs-nlp.169 1 1 1 1 0 1 0 0 1 0 1 1 1 1 0 0 1 0 0 1 1 0 0 0 0
stv.tv.21635::3 ariel197197.1373 Online-Z.1636 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 1 0 1 0 0 0 1 1 1 1
stv.tv.21635::3 ariel197197.1373 Online-B.1595 1 1 1 1 0 1 1 1 1 0 1 1 1 0 0 1 1 1 0 1 1 1 1 0 0
stv.tv.21635::3 ariel197197.1373 Online-G.1560 1 1 1 1 0 0 0 1 1 0 1 1 1 0 0 0 1 0 1 1 1 1 0 1 0
stv.tv.21635::3 Online-A.1577 Online-B.1595 0 0 0 0 0 0 1 0 0 0 0 1 0 1 0 0 0 0 0 1 0 1 0 0 0
stv.tv.21635::3 Online-A.1577 Online-G.1560 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 1 0 0 1 0 0 0
stv.tv.21635::10 zlabs-nlp.169 Online-B.1595 0 0 0 0 0 0 1 0 1 0 0 1 1 0 0 1 0 1 0 1 0 1 1 0 1
stv.tv.21635::10 Online-Z.1636 Online-B.1595 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 1 1 1 1 1 0 0 1 0 1
stv.tv.21635::10 Online-A.1577 Online-B.1595 0 0 0 0 0 0 1 1 0 1 0 0 0 0 1 1 0 1 0 1 0 1 1 0 1
stv.tv.21635::10 ariel197197.1373 Online-B.1595 0 0 0 0 1 0 1 1 1 0 1 0 1 1 1 1 0 1 0 1 0 1 1 0 1
stv.tv.21635::10 Online-G.1560 Online-B.1595 0 0 0 0 1 0 1 1 1 1 0 0 1 1 1 1 0 1 0 1 0 1 1 0 1
guardian.260694::12 Online-Z.1636 zlabs-nlp.169 1 1 0 0 0 0 1 0 0 0 1 0 0 1 0 0 0 0 0 0 1 0 1 0 0
guardian.260694::12 Online-B.1595 zlabs-nlp.169 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1
stv.tv.21635::6 Online-A.1577 Online-B.1595 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
stv.tv.21635::6 ariel197197.1373 Online-B.1595 1 1 1 1 0 1 0 1 1 0 1 1 1 0 1 0 1 1 1 1 1 1 0 0 0
stv.tv.21635::6 ariel197197.1373 Online-G.1560 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
huffingtonpost.com.19299::19 zlabs-nlp.169 Online-Z.1636 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
huffingtonpost.com.19299::19 OPPO.1489 Online-Z.1636 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
huffingtonpost.com.19299::19 Online-B.1595 Online-Z.1636 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1
huffingtonpost.com.19299::19 DiDi_NLP.1455 Online-Z.1636 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
huffingtonpost.com.19299::19 Online-G.1560 Online-Z.1636 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
huffingtonpost.com.19299::19 PROMT_NMT.374 Online-Z.1636 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
huffingtonpost.com.19299::22 zlabs-nlp.169 Online-Z.1636 0 1 0 1 1 1 1 1 1 0 1 1 1 1 0 0 1 1 1 1 1 0 0 0 0
huffingtonpost.com.19299::22 PROMT_NMT.374 zlabs-nlp.169 1 0 0 0 1 1 1 1 0 1 0 0 0 1 1 1 0 1 0 0 1 1 1 1 1
huffingtonpost.com.19299::22 PROMT_NMT.374 Online-Z.1636 0 1 0 0 1 1 1 1 1 1 1 0 1 1 1 1 0 1 0 0 1 1 1 1 1
huffingtonpost.com.19299::22 Online-B.1595 zlabs-nlp.169 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
huffingtonpost.com.19299::22 Online-B.1595 Online-Z.1636 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
huffingtonpost.com.19299::22 DiDi_NLP.1455 zlabs-nlp.169 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1
huffingtonpost.com.19299::22 DiDi_NLP.1455 Online-Z.1636 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
huffingtonpost.com.19299::22 Online-G.1560 zlabs-nlp.169 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
huffingtonpost.com.19299::22 Online-G.1560 Online-Z.1636 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
huffingtonpost.com.19299::22 Online-G.1560 OPPO.1489 0 1 1 1 0 0 1 0 1 0 1 0 1 0 1 0 0 1 1 1 1 1 1 1 1
huffingtonpost.com.19299::22 OPPO.1489 Online-Z.1636 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
huffingtonpost.com.19299::23 Online-G.1560 Online-Z.1636 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
huffingtonpost.com.19299::23 Online-G.1560 OPPO.1489 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
huffingtonpost.com.19299::23 Online-G.1560 DiDi_NLP.1455 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1
rt.com.113905::6 zlabs-nlp.169 OPPO.1489 1 1 1 1 0 0 0 0 0 0 1 1 0 0 0 0 1 0 0 1 0 1 0 0 0
rt.com.113905::6 PROMT_NMT.374 OPPO.1489 1 1 1 1 0 0 0 0 1 0 1 1 1 0 0 0 1 0 1 1 1 1 0 0 0
rt.com.113905::6 Online-A.1577 OPPO.1489 1 1 1 1 0 0 0 0 1 0 1 1 1 0 0 0 1 0 1 1 1 1 0 0 0
rt.com.113905::6 ariel197197.1373 OPPO.1489 0 1 1 1 0 0 1 0 0 0 0 1 0 0 0 0 1 0 1 1 1 1 0 0 0
aj-english.8627::16 Online-B.1595 Online-A.1577 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
aj-english.8627::16 DiDi_NLP.1455 Online-A.1577 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
aj-english.8627::16 DiDi_NLP.1455 ariel197197.1373 1 0 0 0 1 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
seattle_times.7019::5 zlabs-nlp.169 Online-A.1577 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
seattle_times.7019::5 zlabs-nlp.169 ariel197197.1373 1 1 1 1 1 1 1 1 1 0 1 1 1 0 1 1 1 1 1 1 1 1 1 1 0
seattle_times.7019::5 zlabs-nlp.169 DiDi_NLP.1455 0 0 1 1 1 1 1 1 1 0 0 1 1 0 0 1 1 1 1 1 1 0 1 1 0
seattle_times.7019::5 Online-Z.1636 Online-A.1577 0 0 0 0 0 0 1 1 1 0 0 0 1 0 1 0 0 0 0 0 0 1 1 1 1
seattle_times.7019::5 Online-Z.1636 DiDi_NLP.1455 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
seattle_times.7019::5 Online-Z.1636 ariel197197.1373 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0
seattle_times.7019::5 OPPO.1489 DiDi_NLP.1455 1 1 1 1 0 1 1 0 0 1 1 1 0 0 1 1 0 0 1 1 1 0 1 0 1
seattle_times.7019::5 OPPO.1489 Online-A.1577 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
seattle_times.7019::5 OPPO.1489 ariel197197.1373 1 1 1 1 1 1 1 0 0 0 1 1 0 0 1 1 1 0 1 1 1 1 1 0 1
seattle_times.7019::5 Online-B.1595 DiDi_NLP.1455 0 1 1 1 0 1 1 1 0 1 0 1 0 0 0 1 0 1 1 1 1 0 1 1 0
seattle_times.7019::5 Online-B.1595 ariel197197.1373 1 1 1 1 1 0 1 0 1 1 1 1 1 0 1 1 1 1 0 1 1 1 1 1 1
seattle_times.7019::5 Online-A.1577 DiDi_NLP.1455 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
seattle_times.7019::5 ariel197197.1373 DiDi_NLP.1455 0 0 0 0 0 1 1 1 0 1 0 0 0 1 0 0 0 0 1 1 0 0 0 0 0
seattle_times.7019::5 Online-G.1560 ariel197197.1373 1 0 0 0 1 0 1 0 0 0 1 1 0 0 1 1 0 1 0 0 0 1 1 1 1
seattle_times.7019::5 Online-G.1560 Online-A.1577 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1
seattle_times.7019::5 Online-G.1560 DiDi_NLP.1455 0 0 0 0 0 0 1 0 0 0 0 1 0 0 1 1 0 1 1 1 0 0 1 1 1
rte.en.ie.5281::26 zlabs-nlp.169 Online-Z.1636 1 1 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0
rte.en.ie.5281::26 zlabs-nlp.169 Online-A.1577 0 0 0 0 0 1 0 1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
rte.en.ie.5281::26 zlabs-nlp.169 ariel197197.1373 1 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
