SID BETTER WORSE BLEURT_DASH_extended COMET COMET_DASH_2R COMET_DASH_HTER COMET_DASH_MQM COMET_DASH_QE COMET_DASH_Rank CharacTER EED MEE OpenKiwi_DASH_Bert OpenKiwi_DASH_XLMR TER YiSi_DASH_0 YiSi_DASH_1 YiSi_DASH_2 chrF chrF_PLUS__PLUS_ esim mBERT_DASH_L2 parbleu paresim_DASH_1 prism sentBLEU
kcal.268::4 OPPO.1510 zlabs-nlp.1181 0 1 1 1 0 1 1 1 0 1 1 0 0 0 1 1 1 1 1 1 0 1 0 1
kcal.268::4 OPPO.1510 Groningen.1261 0 1 1 1 0 1 1 1 0 0 1 0 0 1 1 1 1 1 1 1 0 1 0 1
kcal.268::4 Microsoft_STC_India.282 zlabs-nlp.1181 0 0 1 1 0 1 1 1 1 0 0 1 1 0 1 0 1 1 1 1 0 0 0 0
kcal.268::4 Microsoft_STC_India.282 Groningen.1261 0 0 1 1 0 1 1 1 1 0 0 1 1 1 1 1 1 1 1 0 0 1 0 1
kcal.268::8 OPPO.1510 Online-Z.1637 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0 1
kcal.268::8 OPPO.1510 Groningen.1261 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0 1
kcal.268::8 Microsoft_STC_India.282 Online-Z.1637 1 1 1 1 1 1 0 0 1 1 1 1 1 1 0 1 1 0 1 1 0 1 0 0
kcal.268::8 Microsoft_STC_India.282 Groningen.1261 1 1 1 1 1 1 0 0 1 1 1 1 1 1 0 0 1 0 1 1 0 0 0 1
kcal.268::8 Online-B.1596 Online-Z.1637 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1
kcal.268::8 Online-B.1596 Groningen.1261 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1
kcal.268::8 UEDIN.488 Online-Z.1637 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1
kcal.268::8 UEDIN.488 Groningen.1261 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0 1
kcal.268::16 OPPO.1510 zlabs-nlp.1181 0 0 1 0 1 1 1 1 1 0 0 1 1 1 0 0 1 1 1 0 0 0 1 0
kcal.268::16 OPPO.1510 Online-Z.1637 1 1 1 0 1 1 0 1 0 0 0 0 0 1 0 0 0 0 1 1 0 0 0 0
kcal.268::16 OPPO.1510 Groningen.1261 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 0 1 1 1 1
kcal.268::16 UEDIN.488 zlabs-nlp.1181 1 0 0 0 1 1 1 1 1 0 0 1 1 1 0 1 1 1 0 0 1 1 1 1
kcal.268::16 UEDIN.488 Online-Z.1637 1 1 0 0 1 1 0 1 1 0 1 1 1 1 1 1 1 0 0 0 0 1 0 1
kcal.268::16 UEDIN.488 Groningen.1261 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1
kcal.268::16 Microsoft_STC_India.282 zlabs-nlp.1181 1 0 1 1 1 1 1 0 1 0 0 1 1 1 0 1 1 1 1 0 1 0 1 1
kcal.268::16 Microsoft_STC_India.282 Online-Z.1637 1 1 1 1 1 1 0 0 0 0 1 1 0 1 0 1 1 0 1 1 1 1 0 1
kcal.268::16 Microsoft_STC_India.282 Groningen.1261 1 1 1 1 1 1 1 0 1 0 1 1 1 1 1 1 1 1 1 0 1 1 1 1
kcal.268::16 Online-A.1578 Online-Z.1637 1 1 1 1 1 1 0 1 1 0 1 0 1 1 1 1 1 1 1 1 0 1 0 1
kcal.268::16 Online-A.1578 Groningen.1261 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 0 1 1 1 1
kcal.268::16 Online-B.1596 Online-Z.1637 1 1 1 1 1 1 0 1 1 0 1 0 1 1 1 1 1 0 1 1 0 1 0 1
kcal.268::16 Online-B.1596 Groningen.1261 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1
kcal.268::16 Facebook_AI.1393 Groningen.1261 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1
kcal.268::17 OPPO.1510 zlabs-nlp.1181 1 1 1 1 1 0 0 1 1 0 1 1 1 0 0 0 0 0 1 1 0 0 1 1
kcal.268::17 OPPO.1510 Groningen.1261 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 0 1 0 1 0 1 1 1
kcal.268::17 OPPO.1510 UEDIN.488 0 0 1 1 1 1 1 0 1 1 0 1 1 1 1 1 1 0 1 0 0 1 1 1
kcal.268::17 Online-A.1578 zlabs-nlp.1181 1 1 1 1 0 1 0 1 1 1 1 1 1 0 1 1 1 1 1 1 0 1 0 1
kcal.268::17 Online-A.1578 UEDIN.488 1 1 1 1 1 1 0 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 0 1
kcal.268::17 Online-A.1578 Groningen.1261 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1
kcal.268::17 Online-Z.1637 Groningen.1261 1 1 1 1 0 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 0 1 1 0
kcal.268::17 Facebook_AI.1393 Groningen.1261 0 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
kcal.268::17 Microsoft_STC_India.282 UEDIN.488 0 0 1 1 1 1 0 1 1 1 0 1 1 1 1 1 1 1 1 0 1 1 1 1
kcal.268::17 Microsoft_STC_India.282 Groningen.1261 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1
kcal.268::17 Online-B.1596 UEDIN.488 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
kcal.268::17 Online-B.1596 Groningen.1261 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1
kcal.268::20 OPPO.1510 Online-Z.1637 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0 1 1 1
kcal.268::20 OPPO.1510 Groningen.1261 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1 1 0
kcal.268::20 Microsoft_STC_India.282 Online-Z.1637 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1
kcal.268::20 UEDIN.488 Online-Z.1637 0 1 1 1 0 1 1 1 1 1 0 0 1 1 1 1 1 1 0 1 0 1 1 1
kcal.268::20 UEDIN.488 Groningen.1261 0 0 0 0 1 0 1 0 1 0 0 0 1 0 1 1 0 1 0 0 0 1 1 0
kcal.268::1 Facebook_AI.1393 zlabs-nlp.1181 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1
kcal.268::1 Facebook_AI.1393 Online-Z.1637 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0 1 1 1
kcal.268::1 Facebook_AI.1393 Groningen.1261 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1
kcal.268::1 Facebook_AI.1393 OPPO.1510 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1
kcal.268::1 Facebook_AI.1393 UEDIN.488 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
kcal.268::1 Facebook_AI.1393 Microsoft_STC_India.282 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1
kcal.268::1 Facebook_AI.1393 Online-B.1596 1 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1
kcal.268::1 zlabs-nlp.1181 UEDIN.488 0 0 0 0 1 1 0 0 1 1 0 1 1 1 0 1 1 0 0 1 1 1 0 1
kcal.268::1 Online-A.1578 zlabs-nlp.1181 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1
kcal.268::1 Online-A.1578 Online-Z.1637 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0 1 0 1 1 1 1 1
kcal.268::1 Online-A.1578 UEDIN.488 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
kcal.268::1 Online-A.1578 Groningen.1261 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
kcal.268::1 Online-A.1578 OPPO.1510 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
kcal.268::1 Online-A.1578 Microsoft_STC_India.282 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
kcal.268::1 Online-A.1578 Online-B.1596 1 0 1 0 0 0 1 1 1 1 0 1 1 1 1 1 1 1 0 0 1 1 1 1
kcal.268::1 Online-Z.1637 UEDIN.488 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1
kcal.268::1 Groningen.1261 UEDIN.488 1 1 1 1 1 1 0 1 1 1 1 0 1 1 1 1 1 0 1 1 1 1 0 1
kcal.268::1 Online-B.1596 UEDIN.488 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
kcal.268::5 OPPO.1510 zlabs-nlp.1181 1 1 1 1 0 1 1 0 0 1 1 1 0 1 1 0 1 0 1 1 1 1 0 0
kcal.268::5 OPPO.1510 Online-Z.1637 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
kcal.268::5 OPPO.1510 UEDIN.488 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1
kcal.268::5 Online-A.1578 zlabs-nlp.1181 0 1 1 1 0 1 1 0 0 1 1 1 0 1 0 0 1 0 1 1 0 0 0 0
kcal.268::5 Online-A.1578 Online-Z.1637 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1
kcal.268::5 Online-A.1578 UEDIN.488 0 1 1 1 1 1 1 1 1 0 1 0 1 1 1 0 1 1 1 1 0 1 1 1
kcal.268::5 Online-B.1596 zlabs-nlp.1181 1 0 0 0 0 0 1 0 0 0 0 1 0 1 1 1 0 0 0 0 0 1 0 0
kcal.268::5 Online-B.1596 Online-Z.1637 1 1 0 0 0 1 1 1 1 1 1 1 1 1 1 1 0 1 0 1 0 1 1 1
kcal.268::5 Online-B.1596 UEDIN.488 1 1 0 0 0 1 1 0 1 0 1 0 1 1 1 1 0 1 0 1 0 1 1 1
kcal.268::5 Online-B.1596 Groningen.1261 1 0 0 0 0 1 1 0 1 0 0 1 1 1 1 1 0 1 0 0 1 1 1 1
kcal.268::5 Microsoft_STC_India.282 UEDIN.488 0 1 1 1 1 1 0 1 1 0 1 0 1 1 1 1 1 1 1 1 0 1 1 1
kcal.268::15 Facebook_AI.1393 zlabs-nlp.1181 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
kcal.268::15 OPPO.1510 zlabs-nlp.1181 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
kcal.268::15 OPPO.1510 Groningen.1261 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
kcal.268::15 UEDIN.488 zlabs-nlp.1181 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
kcal.268::15 Microsoft_STC_India.282 zlabs-nlp.1181 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
kcal.268::15 Microsoft_STC_India.282 Groningen.1261 1 1 1 1 0 1 0 1 1 1 1 1 1 1 0 0 1 1 1 0 1 0 0 1
kcal.268::15 Online-A.1578 zlabs-nlp.1181 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
rte.en.ie.5307::5 Online-B.1596 Groningen.1261 0 0 0 0 0 0 1 0 0 0 1 0 0 1 1 0 0 1 0 0 0 1 0 1
rte.en.ie.5307::12 GTCOM.1389 zlabs-nlp.1181 0 0 1 1 1 1 0 0 1 1 0 1 1 1 0 0 1 0 1 1 0 0 0 0
rte.en.ie.5307::12 UEDIN.488 zlabs-nlp.1181 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
rte.en.ie.5307::12 Huoshan_Translate.839 zlabs-nlp.1181 0 0 1 1 1 1 1 0 1 1 0 1 1 1 0 0 1 0 1 0 0 0 0 0
rte.en.ie.5307::12 Online-B.1596 zlabs-nlp.1181 0 0 1 1 1 1 0 0 1 0 0 1 1 1 0 0 1 0 1 1 0 0 0 0
rte.en.ie.5307::12 Online-B.1596 UEDIN.488 0 1 1 1 0 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 1
rte.en.ie.5307::12 Online-B.1596 GTCOM.1389 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 1 1
rte.en.ie.5307::12 Online-B.1596 Groningen.1261 0 0 1 1 1 1 0 1 1 1 0 1 1 0 1 0 1 0 1 0 1 0 0 1
rte.en.ie.5307::12 Online-B.1596 Online-A.1578 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1
rte.en.ie.5307::14 zlabs-nlp.1181 Groningen.1261 0 0 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1
rte.en.ie.5307::14 UEDIN.488 Groningen.1261 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0 1 1
rte.en.ie.5307::14 Online-A.1578 Groningen.1261 0 0 1 1 0 1 0 1 1 1 1 1 1 1 1 0 1 1 1 0 0 0 1 1
rte.en.ie.5307::14 Online-B.1596 GTCOM.1389 0 0 1 1 0 1 1 1 1 0 0 1 1 1 1 1 1 0 1 0 0 1 0 1
rte.en.ie.5307::14 Online-B.1596 Groningen.1261 0 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0 1 1
rte.en.ie.5307::14 Online-B.1596 Huoshan_Translate.839 0 1 1 1 0 1 0 0 0 1 0 0 0 0 0 1 1 1 1 1 0 1 1 0
rte.en.ie.5307::17 GTCOM.1389 zlabs-nlp.1181 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1
rte.en.ie.5307::17 GTCOM.1389 Groningen.1261 0 0 0 0 0 1 1 0 1 1 0 1 1 1 1 1 1 0 0 0 0 1 1 1
rte.en.ie.5307::17 GTCOM.1389 Online-A.1578 1 1 1 1 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1
rte.en.ie.5307::17 UEDIN.488 zlabs-nlp.1181 1 1 1 1 1 1 1 1 1 1 1 0 1 0 0 0 1 0 1 1 0 0 0 1
rte.en.ie.5307::17 UEDIN.488 Groningen.1261 0 0 0 0 0 1 1 1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 1 0
rte.en.ie.5307::17 UEDIN.488 Online-A.1578 1 1 1 1 0 1 1 1 1 1 1 0 1 1 1 0 1 0 1 1 1 0 1 1
rte.en.ie.5307::17 Online-B.1596 zlabs-nlp.1181 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1
rte.en.ie.5307::17 Online-B.1596 Groningen.1261 0 0 0 0 0 1 1 0 1 1 0 1 1 1 1 1 1 0 0 0 0 1 1 1
rte.en.ie.5307::17 Online-B.1596 Huoshan_Translate.839 1 1 1 1 0 1 1 0 1 0 1 1 1 1 1 1 1 0 1 1 0 1 1 1
rte.en.ie.5307::17 Online-B.1596 Online-A.1578 1 1 1 1 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1
rte.en.ie.5307::20 zlabs-nlp.1181 GTCOM.1389 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
rte.en.ie.5307::20 zlabs-nlp.1181 Groningen.1261 0 0 0 0 0 0 1 0 0 1 0 0 0 1 1 0 0 0 0 0 1 0 0 1
rte.en.ie.5307::20 zlabs-nlp.1181 Huoshan_Translate.839 1 1 1 1 0 1 0 1 1 1 1 1 1 1 0 0 1 1 1 1 1 0 0 1
rte.en.ie.5307::20 Online-A.1578 GTCOM.1389 0 0 0 0 0 1 1 1 0 0 0 1 0 0 1 1 0 1 0 0 0 1 1 1
rte.en.ie.5307::20 Online-A.1578 Groningen.1261 0 0 0 0 1 1 0 1 1 0 0 0 1 1 1 1 0 1 0 0 0 1 0 1
rte.en.ie.5307::20 Online-A.1578 Huoshan_Translate.839 1 1 1 1 1 1 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1
rte.en.ie.5307::20 Online-B.1596 GTCOM.1389 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
rte.en.ie.5307::20 Online-B.1596 Huoshan_Translate.839 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1
seattle_times.7019::4 Online-A.1578 zlabs-nlp.1181 1 1 0 0 0 1 1 1 1 0 1 1 1 0 1 1 0 1 0 1 1 1 1 1
reuters.276539::1 zlabs-nlp.1181 UEDIN.488 0 1 1 1 0 1 0 0 1 0 1 0 1 1 0 0 1 0 1 1 0 0 1 1
reuters.276539::3 zlabs-nlp.1181 Huoshan_Translate.839 0 0 1 1 1 1 1 0 1 1 0 1 1 1 1 1 0 1 1 0 1 1 1 1
reuters.276539::3 Online-Z.1637 Huoshan_Translate.839 0 1 0 1 1 1 0 0 0 1 1 1 0 1 1 1 0 0 0 0 0 0 0 1
reuters.276539::3 UEDIN.488 Huoshan_Translate.839 0 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 0 0 1 1 1
reuters.276539::3 Facebook_AI.1393 Huoshan_Translate.839 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0 1
reuters.276539::3 Microsoft_STC_India.282 Huoshan_Translate.839 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1
reuters.276539::3 Online-A.1578 Huoshan_Translate.839 0 0 0 0 1 1 1 0 1 1 0 1 1 1 1 1 0 0 1 0 0 1 0 1
reuters.276539::4 zlabs-nlp.1181 Online-Z.1637 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1
en.ndtv.com.13155::1 zlabs-nlp.1181 Groningen.1261 0 0 0 0 0 0 1 0 1 1 0 0 1 1 0 1 0 0 0 0 0 1 0 1
en.ndtv.com.13155::1 zlabs-nlp.1181 Microsoft_STC_India.282 0 1 1 1 0 0 0 0 1 1 1 0 1 1 0 1 0 0 0 1 0 1 0 1
en.ndtv.com.13155::1 Online-Z.1637 Groningen.1261 0 0 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 0 1 1 1 1
en.ndtv.com.13155::1 Online-Z.1637 Microsoft_STC_India.282 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1
en.ndtv.com.13155::1 GTCOM.1389 Groningen.1261 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
en.ndtv.com.13155::1 GTCOM.1389 Microsoft_STC_India.282 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1
en.ndtv.com.13155::1 OPPO.1510 Groningen.1261 0 0 0 0 0 1 0 1 1 1 0 0 1 1 1 1 0 1 0 0 1 1 0 1
en.ndtv.com.13155::1 OPPO.1510 Microsoft_STC_India.282 1 1 1 1 0 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1
en.ndtv.com.13155::1 Huoshan_Translate.839 Groningen.1261 0 0 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 0 1 1 0 1
en.ndtv.com.13155::1 Huoshan_Translate.839 Microsoft_STC_India.282 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0 1
en.ndtv.com.13155::2 zlabs-nlp.1181 Groningen.1261 0 0 1 1 1 1 0 1 1 1 0 1 1 1 1 1 0 1 0 0 0 1 0 1
en.ndtv.com.13155::2 zlabs-nlp.1181 Microsoft_STC_India.282 0 1 0 0 0 1 1 0 0 1 0 1 0 1 1 1 0 1 1 1 1 1 1 1
en.ndtv.com.13155::2 Online-Z.1637 Groningen.1261 0 0 1 1 0 1 0 0 1 1 0 1 1 1 1 1 0 0 1 0 0 1 1 1
en.ndtv.com.13155::2 Online-Z.1637 Microsoft_STC_India.282 1 1 1 1 0 1 1 0 0 1 1 0 0 1 1 1 1 1 1 1 1 1 1 1
en.ndtv.com.13155::2 GTCOM.1389 Groningen.1261 0 0 1 1 1 1 0 1 1 1 0 1 1 1 1 1 1 1 1 0 1 1 1 1
en.ndtv.com.13155::2 GTCOM.1389 Microsoft_STC_India.282 1 1 1 1 1 1 1 1 1 1 0 0 1 1 0 1 1 1 1 1 1 1 1 1
en.ndtv.com.13155::2 OPPO.1510 Groningen.1261 0 1 1 1 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
en.ndtv.com.13155::2 OPPO.1510 Microsoft_STC_India.282 1 1 1 1 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
en.ndtv.com.13155::2 Huoshan_Translate.839 Groningen.1261 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0 1
en.ndtv.com.13155::2 Huoshan_Translate.839 Microsoft_STC_India.282 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
