SID BETTER WORSE BLEURT_DASH_extended COMET COMET_DASH_2R COMET_DASH_HTER COMET_DASH_MQM COMET_DASH_QE COMET_DASH_Rank CharacTER EED MEE OpenKiwi_DASH_Bert OpenKiwi_DASH_XLMR TER YiSi_DASH_0 YiSi_DASH_1 YiSi_DASH_2 chrF chrF_PLUS__PLUS_ esim parbleu paresim_DASH_1 prism sentBLEU
nunatsiaq-20191010::17 Groningen.1392 NRC.715 0 0 1 1 1 1 0 0 0 0 1 0 1 0 0 1 1 1 0 0 0 1 0
nunatsiaq-20191010::17 Groningen.1392 UEDIN.1281 1 1 1 1 1 1 0 0 1 1 1 0 1 1 1 1 1 1 1 0 0 1 1
nunatsiaq-20191010::17 Groningen.1392 OPPO.722 1 1 1 1 1 1 0 0 1 1 1 0 1 1 1 1 1 1 1 0 1 0 1
nunatsiaq-20191010::17 MultiLingual_Engine_Ubiqus.525 NRC.715 0 0 0 0 1 1 0 0 0 0 0 0 1 0 0 1 0 1 0 1 0 1 0
nunatsiaq-20191010::17 MultiLingual_Engine_Ubiqus.525 UEDIN.1281 1 1 1 1 1 0 0 0 1 1 1 0 0 1 1 1 0 1 1 0 1 1 1
nunatsiaq-20191010::17 MultiLingual_Engine_Ubiqus.525 OPPO.722 1 1 1 1 1 1 0 0 1 1 1 0 0 1 1 1 1 1 1 1 1 1 1
nunatsiaq-20191010::24 Facebook_AI.1465 NRC.715 1 1 1 1 1 0 1 0 0 1 0 0 1 1 0 1 1 0 1 0 0 1 1
nunatsiaq-20191010::24 Facebook_AI.1465 UEDIN.1281 0 1 1 1 0 0 0 0 0 1 1 0 0 0 0 1 1 1 1 0 0 1 0
nunatsiaq-20191010::24 CUNI-Transfer.1009 NRC.715 1 1 0 0 1 0 1 0 1 1 1 0 0 1 1 1 0 1 1 0 1 1 1
nunatsiaq-20191010::24 CUNI-Transfer.1009 UEDIN.1281 0 0 1 1 1 1 0 1 1 0 1 1 0 1 1 1 0 1 0 0 1 0 1
nunatsiaq-20191010::24 Groningen.1392 NRC.715 0 0 1 0 1 0 0 0 0 0 1 0 1 1 0 1 1 1 0 0 0 1 1
nunatsiaq-20191010::24 Groningen.1392 UEDIN.1281 0 0 1 1 0 1 0 0 0 0 1 0 0 0 0 1 1 1 0 0 0 1 0
nunatsiaq-20191010::24 MultiLingual_Engine_Ubiqus.525 NRC.715 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
nunatsiaq-20191010::24 MultiLingual_Engine_Ubiqus.525 UEDIN.1281 0 0 1 1 0 1 0 1 0 0 1 1 0 0 0 0 0 1 0 1 0 0 0
nunatsiaq-20191010::24 MultiLingual_Engine_Ubiqus.525 CUNI-Transfer.1009 0 0 0 0 0 1 0 1 0 0 0 1 1 0 0 0 1 0 0 1 0 0 0
nunatsiaq-20191010::24 OPPO.722 UEDIN.1281 0 0 0 0 0 1 0 1 0 0 1 1 0 0 0 1 0 1 0 1 0 0 0
nunatsiaq-20191010::24 OPPO.722 NRC.715 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
nunatsiaq-20191010::42 Facebook_AI.1465 NRC.715 1 0 0 0 1 0 0 0 0 0 1 0 0 1 0 1 1 1 0 0 1 0 0
nunatsiaq-20191010::42 Facebook_AI.1465 UEDIN.1281 0 1 1 1 1 0 1 1 1 0 1 1 0 1 1 1 1 1 0 0 1 1 1
nunatsiaq-20191010::42 Facebook_AI.1465 OPPO.722 0 1 1 1 1 0 1 1 1 0 1 1 0 1 1 1 1 1 1 0 1 1 1
nunatsiaq-20191010::42 CUNI-Transfer.1009 NRC.715 1 1 0 0 1 1 0 0 0 1 1 0 1 1 0 1 0 0 1 0 0 0 0
nunatsiaq-20191010::42 CUNI-Transfer.1009 UEDIN.1281 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 0 1 1 1
nunatsiaq-20191010::42 CUNI-Transfer.1009 OPPO.722 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 0 1 1 1
nunatsiaq-20191010::42 Groningen.1392 NRC.715 1 0 0 0 1 1 0 0 0 0 0 0 0 1 0 1 0 0 0 0 1 0 0
nunatsiaq-20191010::42 Groningen.1392 UEDIN.1281 0 0 1 1 0 0 1 1 1 0 1 1 0 1 1 0 0 1 0 0 1 1 1
nunatsiaq-20191010::42 Groningen.1392 OPPO.722 0 1 1 1 0 0 1 1 1 0 0 1 0 1 1 0 1 1 0 0 1 1 1
nunatsiaq-20191010::42 MultiLingual_Engine_Ubiqus.525 NRC.715 1 0 0 0 1 1 1 0 0 1 1 0 1 0 0 1 0 0 0 0 0 0 0
nunatsiaq-20191010::42 MultiLingual_Engine_Ubiqus.525 UEDIN.1281 1 1 1 1 1 0 1 1 1 1 1 1 0 1 1 0 0 1 0 0 1 1 1
nunatsiaq-20191010::42 MultiLingual_Engine_Ubiqus.525 OPPO.722 1 1 1 1 1 0 1 1 1 1 1 1 0 1 1 0 1 1 1 0 1 0 1
nunatsiaq-20191010::42 OPPO.722 UEDIN.1281 0 0 0 0 0 1 0 0 1 0 1 0 1 1 1 1 0 0 0 0 0 1 0
nunatsiaq-20190924::17 Facebook_AI.1465 NRC.715 0 0 0 0 1 0 0 0 0 0 0 0 1 1 0 0 1 0 0 0 0 0 1
nunatsiaq-20190924::17 Facebook_AI.1465 NICT_Kyoto.1219 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 0 0 1 0 1
nunatsiaq-20190924::17 CUNI-Transfer.1009 NRC.715 0 1 0 0 1 0 0 0 0 1 0 0 1 0 0 0 0 0 1 1 0 1 0
nunatsiaq-20190924::17 CUNI-Transfer.1009 Facebook_AI.1465 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 1 0 1 0
nunatsiaq-20190924::17 CUNI-Transfer.1009 UQAM_TanLe.521 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1
nunatsiaq-20190924::17 CUNI-Transfer.1009 UEDIN.1281 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
nunatsiaq-20190924::17 CUNI-Transfer.1009 Groningen.1392 1 1 0 0 1 1 0 1 1 1 0 1 1 1 1 0 0 0 1 0 1 1 1
nunatsiaq-20190924::17 CUNI-Transfer.1009 OPPO.722 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1
nunatsiaq-20190924::17 CUNI-Transfer.1009 NICT_Kyoto.1219 1 1 0 0 1 0 0 0 1 1 0 0 0 0 1 0 0 0 1 0 0 1 0
nunatsiaq-20190924::17 Groningen.1392 NRC.715 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0
nunatsiaq-20190924::17 Groningen.1392 NICT_Kyoto.1219 0 0 1 1 0 0 1 0 0 0 1 0 0 0 0 1 1 1 0 1 0 0 0
nunatsiaq-20190924::17 Helsinki.992 NRC.715 0 1 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 1 1 0 1 0
nunatsiaq-20190924::17 Helsinki.992 UQAM_TanLe.521 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1
nunatsiaq-20190924::17 Helsinki.992 UEDIN.1281 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
nunatsiaq-20190924::17 Helsinki.992 Facebook_AI.1465 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 1 0 1 0
nunatsiaq-20190924::17 Helsinki.992 Groningen.1392 1 1 0 0 1 1 0 1 1 1 0 1 0 1 1 0 0 0 1 0 1 1 1
nunatsiaq-20190924::17 Helsinki.992 OPPO.722 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1
nunatsiaq-20190924::17 Helsinki.992 NICT_Kyoto.1219 1 1 0 0 0 1 0 1 0 1 0 1 0 1 1 0 0 0 0 0 1 0 0
nunatsiaq-20190924::17 MultiLingual_Engine_Ubiqus.525 NRC.715 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 1 0 1 0
nunatsiaq-20190924::17 MultiLingual_Engine_Ubiqus.525 UQAM_TanLe.521 0 1 1 1 1 1 0 1 1 0 1 1 1 1 1 1 1 1 1 0 1 1 1
nunatsiaq-20190924::17 MultiLingual_Engine_Ubiqus.525 UEDIN.1281 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
nunatsiaq-20190924::17 MultiLingual_Engine_Ubiqus.525 OPPO.722 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1
nunatsiaq-20190924::17 MultiLingual_Engine_Ubiqus.525 Facebook_AI.1465 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0
nunatsiaq-20190924::17 MultiLingual_Engine_Ubiqus.525 Groningen.1392 0 1 0 0 1 1 0 1 1 1 0 1 0 1 1 0 0 0 1 0 1 1 1
nunatsiaq-20190924::17 MultiLingual_Engine_Ubiqus.525 NICT_Kyoto.1219 0 0 0 0 0 1 1 0 1 0 0 0 0 1 1 0 1 1 1 0 1 1 0
nunatsiaq-20190924::17 UQAM_TanLe.521 NRC.715 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0
nunatsiaq-20190924::17 UQAM_TanLe.521 NICT_Kyoto.1219 0 0 0 0 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0
nunatsiaq-20190924::17 UEDIN.1281 NRC.715 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
nunatsiaq-20190924::17 UEDIN.1281 NICT_Kyoto.1219 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
nunatsiaq-20190924::17 SRPOL.383 NRC.715 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 1 0 1 0
nunatsiaq-20190924::17 SRPOL.383 Facebook_AI.1465 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0
nunatsiaq-20190924::17 SRPOL.383 NICT_Kyoto.1219 0 0 1 1 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0
nunatsiaq-20190924::17 OPPO.722 NRC.715 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0
nunatsiaq-20190924::17 OPPO.722 NICT_Kyoto.1219 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
nunatsiaq-20190924::35 UQAM_TanLe.521 UEDIN.1281 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0
nunatsiaq-20190924::35 UQAM_TanLe.521 SRPOL.383 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1
nunatsiaq-20190924::35 UQAM_TanLe.521 OPPO.722 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
nunatsiaq-20190924::35 NRC.715 UEDIN.1281 0 0 0 0 0 0 0 1 1 0 0 1 1 0 0 0 0 0 0 0 0 1 0
nunatsiaq-20190924::35 NRC.715 SRPOL.383 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1
nunatsiaq-20190924::35 NRC.715 OPPO.722 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
nunatsiaq-20190924::35 Facebook_AI.1465 UEDIN.1281 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0
nunatsiaq-20190924::35 Facebook_AI.1465 SRPOL.383 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1
nunatsiaq-20190924::35 Facebook_AI.1465 OPPO.722 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
nunatsiaq-20190924::35 CUNI-Transfer.1009 UEDIN.1281 0 0 0 0 1 0 0 1 1 0 0 1 1 0 0 0 0 0 0 0 0 0 0
nunatsiaq-20190924::35 CUNI-Transfer.1009 SRPOL.383 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1
nunatsiaq-20190924::35 CUNI-Transfer.1009 OPPO.722 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
nunatsiaq-20190924::35 Groningen.1392 UEDIN.1281 0 0 0 0 0 0 1 1 1 0 0 1 1 0 0 0 0 0 0 0 0 0 0
nunatsiaq-20190924::35 Groningen.1392 SRPOL.383 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1
nunatsiaq-20190924::35 Groningen.1392 OPPO.722 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
nunatsiaq-20190924::35 UEDIN.1281 SRPOL.383 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1
nunatsiaq-20190924::35 UEDIN.1281 OPPO.722 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
nunatsiaq-20190924::35 Helsinki.992 UEDIN.1281 0 0 0 0 0 0 1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0
nunatsiaq-20190924::35 Helsinki.992 SRPOL.383 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1
nunatsiaq-20190924::35 Helsinki.992 OPPO.722 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
nunatsiaq-20190924::35 MultiLingual_Engine_Ubiqus.525 UEDIN.1281 0 0 0 0 0 0 0 1 1 0 0 1 1 0 0 0 0 0 0 0 0 0 0
nunatsiaq-20190924::35 MultiLingual_Engine_Ubiqus.525 SRPOL.383 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1
nunatsiaq-20190924::35 MultiLingual_Engine_Ubiqus.525 OPPO.722 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
nunatsiaq-20190924::35 NICT_Kyoto.1219 UEDIN.1281 0 0 0 0 0 0 1 1 0 0 0 1 1 0 0 0 0 0 0 0 0 1 0
nunatsiaq-20190924::35 NICT_Kyoto.1219 SRPOL.383 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1
nunatsiaq-20190924::35 NICT_Kyoto.1219 OPPO.722 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
nunatsiaq-20190924::34 CUNI-Transfer.1009 NRC.715 0 1 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0
nunatsiaq-20190924::34 CUNI-Transfer.1009 NICT_Kyoto.1219 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0
nunatsiaq-20190924::34 Groningen.1392 NRC.715 0 0 0 0 1 1 0 0 0 0 1 0 1 0 0 1 0 1 0 0 0 0 0
nunatsiaq-20190924::34 Groningen.1392 UEDIN.1281 1 1 1 1 0 1 0 0 0 1 0 0 1 0 0 0 1 0 0 0 0 0 0
nunatsiaq-20190924::34 Groningen.1392 NICT_Kyoto.1219 1 1 1 1 0 1 0 1 1 1 1 1 1 1 1 1 0 1 0 0 1 1 1
nunatsiaq-20190924::34 Helsinki.992 NRC.715 0 0 1 1 1 0 0 1 0 0 1 1 0 0 0 1 0 1 0 0 0 0 0
nunatsiaq-20190924::34 Helsinki.992 UEDIN.1281 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 1 1 1 0 0 0 0 0
nunatsiaq-20190924::34 Helsinki.992 NICT_Kyoto.1219 1 1 1 1 1 1 0 1 1 1 1 1 0 1 1 1 0 1 0 0 1 1 1
nunatsiaq-20190924::34 MultiLingual_Engine_Ubiqus.525 NRC.715 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0
nunatsiaq-20190924::34 MultiLingual_Engine_Ubiqus.525 UEDIN.1281 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 0
nunatsiaq-20190924::34 MultiLingual_Engine_Ubiqus.525 NICT_Kyoto.1219 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
nunatsiaq-20190924::34 NRC.715 NICT_Kyoto.1219 1 1 1 1 0 1 0 1 1 1 1 1 1 1 1 0 0 0 0 0 1 1 1
nunatsiaq-20190924::34 UQAM_TanLe.521 NICT_Kyoto.1219 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0
nunatsiaq-20190924::34 SRPOL.383 UEDIN.1281 1 1 1 1 1 1 1 0 0 1 0 0 1 0 0 0 1 0 0 0 0 0 0
nunatsiaq-20190924::34 SRPOL.383 NRC.715 0 0 1 1 1 1 1 1 0 0 1 1 1 0 0 1 0 1 0 0 0 0 0
nunatsiaq-20190924::34 SRPOL.383 NICT_Kyoto.1219 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 0 1 0 0 1 1 1
nunatsiaq-20190924::34 UEDIN.1281 NICT_Kyoto.1219 0 0 1 1 1 1 0 1 1 0 1 1 1 1 1 1 0 1 0 0 1 1 1
nunatsiaq-20190924::34 OPPO.722 NICT_Kyoto.1219 0 0 0 0 0 0 0 1 1 0 1 1 0 1 1 0 0 0 0 0 1 1 1
nunatsiaq-20190924::34 Facebook_AI.1465 NICT_Kyoto.1219 1 1 1 1 0 1 0 1 1 1 1 1 1 1 1 1 0 1 0 0 1 1 1
nunatsiaq-20191009::8 Facebook_AI.1465 NRC.715 1 1 1 1 1 1 1 0 1 1 1 0 1 1 0 1 1 1 1 1 1 1 0
nunatsiaq-20191009::8 Facebook_AI.1465 CUNI-Transfer.1009 0 0 0 0 0 1 1 0 1 0 1 0 1 1 1 0 1 0 0 0 1 1 1
nunatsiaq-20191009::8 Facebook_AI.1465 UQAM_TanLe.521 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1
nunatsiaq-20191009::8 Facebook_AI.1465 OPPO.722 1 1 1 1 1 1 0 0 1 1 1 0 0 1 1 1 1 1 1 0 1 1 1
nunatsiaq-20191009::8 Facebook_AI.1465 MultiLingual_Engine_Ubiqus.525 0 0 1 0 1 0 0 0 0 0 1 0 0 0 0 0 1 1 0 0 0 0 1
nunatsiaq-20191009::8 NRC.715 UQAM_TanLe.521 1 1 1 1 1 1 0 1 1 1 1 1 0 1 1 1 1 1 1 1 1 0 1
nunatsiaq-20191009::8 NRC.715 OPPO.722 1 1 1 1 1 1 0 1 1 1 0 1 0 1 1 0 1 1 1 0 1 1 1
nunatsiaq-20191009::8 CUNI-Transfer.1009 UQAM_TanLe.521 1 1 1 1 1 1 0 1 1 1 1 1 0 1 1 1 1 1 1 1 1 0 1
nunatsiaq-20191009::8 Groningen.1392 UQAM_TanLe.521 1 1 1 1 1 1 1 1 1 1 0 1 0 1 1 1 1 1 1 1 1 0 1
nunatsiaq-20191009::8 Groningen.1392 OPPO.722 1 1 1 1 1 0 0 1 1 1 0 1 0 1 1 1 1 1 1 0 1 1 1
nunatsiaq-20191009::8 SRPOL.383 UQAM_TanLe.521 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 0 1
nunatsiaq-20191009::8 SRPOL.383 OPPO.722 1 1 1 1 1 1 0 1 1 1 1 1 0 1 1 1 1 1 1 0 1 1 1
nunatsiaq-20191009::8 Helsinki.992 UQAM_TanLe.521 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1
nunatsiaq-20191009::8 Helsinki.992 OPPO.722 1 1 1 1 1 1 0 1 1 1 1 1 0 1 1 1 1 1 1 0 1 1 1
nunatsiaq-20191009::8 MultiLingual_Engine_Ubiqus.525 UQAM_TanLe.521 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1
nunatsiaq-20191009::8 MultiLingual_Engine_Ubiqus.525 OPPO.722 1 1 1 1 1 1 0 1 1 1 1 1 0 1 1 1 1 1 1 0 1 1 1
nunatsiaq-20191009::15 NRC.715 UQAM_TanLe.521 0 1 1 1 0 0 0 0 0 1 1 0 0 1 0 0 0 0 0 0 0 1 0
nunatsiaq-20191009::15 Facebook_AI.1465 UQAM_TanLe.521 0 1 0 1 1 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 1 0
