SID BETTER WORSE BLEURT_DASH_extended COMET COMET_DASH_2R COMET_DASH_HTER COMET_DASH_MQM COMET_DASH_QE COMET_DASH_Rank CharacTER EED MEE OpenKiwi_DASH_Bert OpenKiwi_DASH_XLMR TER YiSi_DASH_0 YiSi_DASH_1 YiSi_DASH_2 chrF chrF_PLUS__PLUS_ esim mBERT_DASH_L2 parbleu parchrf_PLUS__PLUS_ paresim_DASH_1 prism sentBLEU
gateway-zh.135::6 eTranslation.1048 zlabs-nlp.1151 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1
gateway-zh.135::2 Online-A.1573 Online-B.1589 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0
gateway-zh.135::2 Online-A.1573 zlabs-nlp.1151 1 1 1 1 1 1 1 0 1 0 1 1 1 1 1 0 1 1 1 1 1 0 0 1 1
gateway-zh.135::2 CUNI-Transformer.1080 Online-B.1589 0 0 0 0 0 0 1 0 1 1 0 0 1 1 1 1 0 1 0 0 0 1 1 1 1
gateway-zh.135::2 CUNI-Transformer.1080 zlabs-nlp.1151 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1
gateway-zh.135::2 OPPO.1121 Online-B.1589 0 0 0 0 0 0 1 0 1 1 0 0 1 1 1 1 0 1 0 0 0 1 1 1 1
gateway-zh.135::2 OPPO.1121 zlabs-nlp.1151 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1
gateway-zh.135::2 Online-G.1555 Online-B.1589 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
gateway-zh.135::2 Online-G.1555 zlabs-nlp.1151 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1
gateway-zh.135::2 SRPOL.522 Online-B.1589 0 0 0 0 0 0 1 0 1 1 0 0 1 1 1 1 0 1 0 0 0 1 1 1 1
gateway-zh.135::2 SRPOL.522 zlabs-nlp.1151 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1
gateway-zh.135::2 UEDIN-CUNI.1482 Online-B.1589 0 0 0 0 1 1 1 0 1 1 0 0 1 1 1 1 0 1 0 1 0 1 1 1 1
gateway-zh.135::2 UEDIN-CUNI.1482 zlabs-nlp.1151 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1
gateway-zh.135::2 Online-B.1589 zlabs-nlp.1151 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1
gateway-zh.135::2 eTranslation.1048 zlabs-nlp.1151 1 1 1 1 1 1 1 0 0 1 1 0 0 1 1 1 1 1 1 1 1 0 1 1 1
gateway-zh.135::2 eTranslation.1048 Online-B.1589 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0
rt.com.113876::11 CUNI-Transformer.1080 Online-B.1589 0 0 1 1 1 1 1 1 1 1 0 0 1 1 1 1 0 1 0 0 0 1 1 1 1
rt.com.113876::11 CUNI-Transformer.1080 UEDIN-CUNI.1482 0 0 0 0 1 0 0 1 1 0 1 0 1 0 1 0 0 1 0 0 0 0 1 0 0
rt.com.113876::11 CUNI-Transformer.1080 CUNI-T2T-2018.1071 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 0 0 1
rt.com.113876::11 CUNI-Transformer.1080 zlabs-nlp.1151 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1
rt.com.113876::11 CUNI-Transformer.1080 OPPO.1121 1 1 1 1 1 1 0 1 0 0 1 1 0 0 1 0 1 1 1 1 1 0 0 0 1
rt.com.113876::11 CUNI-DocTransformer.1450 Online-B.1589 0 0 0 0 1 1 1 1 1 1 0 0 1 1 1 1 0 1 0 0 0 1 1 1 1
rt.com.113876::11 CUNI-DocTransformer.1450 Online-Z.1630 0 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 0 1 1 1 1 1 1
rt.com.113876::11 CUNI-DocTransformer.1450 SRPOL.522 0 0 1 1 1 1 0 1 1 1 0 1 0 0 0 1 1 0 1 1 0 0 1 0 0
rt.com.113876::11 CUNI-DocTransformer.1450 UEDIN-CUNI.1482 0 0 0 0 1 0 0 1 1 1 0 0 1 1 0 1 0 1 0 0 0 0 1 0 1
rt.com.113876::11 CUNI-DocTransformer.1450 CUNI-T2T-2018.1071 0 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 1 0 1
rt.com.113876::11 CUNI-DocTransformer.1450 zlabs-nlp.1151 0 1 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1
rt.com.113876::11 CUNI-DocTransformer.1450 OPPO.1121 0 1 1 1 1 1 0 1 0 0 0 1 0 0 0 0 1 0 1 1 1 0 0 0 1
rt.com.113876::11 Online-G.1555 Online-B.1589 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0
rt.com.113876::11 Online-G.1555 OPPO.1121 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
rt.com.113876::11 Online-G.1555 zlabs-nlp.1151 0 0 0 0 0 0 1 1 1 0 0 0 0 1 1 1 0 1 0 0 0 1 1 1 1
rt.com.113876::11 Online-Z.1630 zlabs-nlp.1151 0 0 0 0 0 1 1 1 0 1 0 0 0 1 1 1 1 1 1 0 0 1 1 1 1
rt.com.113876::11 SRPOL.522 zlabs-nlp.1151 0 1 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 0 1 1 1 1 1 1
upi.205735::1 Online-B.1589 Online-G.1555 1 1 1 1 1 1 0 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1
upi.205735::1 Online-A.1573 Online-G.1555 1 1 1 1 1 1 0 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1
upi.205735::1 Online-A.1573 CUNI-T2T-2018.1071 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0
upi.205735::1 CUNI-T2T-2018.1071 Online-G.1555 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1
upi.205735::1 CUNI-Transformer.1080 Online-G.1555 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1
upi.205735::1 CUNI-Transformer.1080 CUNI-T2T-2018.1071 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 1
upi.205735::1 CUNI-DocTransformer.1450 Online-G.1555 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1
upi.205735::1 OPPO.1121 Online-G.1555 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1
upi.205735::1 Online-Z.1630 Online-G.1555 1 1 1 1 1 1 0 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1
upi.205735::1 Online-Z.1630 CUNI-T2T-2018.1071 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0
upi.205735::1 Online-Z.1630 OPPO.1121 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0
upi.205735::1 SRPOL.522 Online-G.1555 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1
upi.205735::1 SRPOL.522 CUNI-T2T-2018.1071 1 1 1 1 1 1 0 1 1 1 1 1 1 0 1 1 1 1 1 1 1 0 1 0 1
upi.205735::1 SRPOL.522 OPPO.1121 1 1 1 1 1 1 0 1 1 1 1 1 1 0 1 1 1 1 1 1 1 0 1 0 1
upi.205735::1 UEDIN-CUNI.1482 Online-G.1555 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1
upi.205735::1 UEDIN-CUNI.1482 CUNI-T2T-2018.1071 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
upi.205735::1 UEDIN-CUNI.1482 OPPO.1121 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0
upi.205735::1 zlabs-nlp.1151 Online-G.1555 1 1 1 1 1 0 0 1 1 0 1 1 1 0 1 1 1 1 1 1 1 1 0 1 0
upi.205735::1 eTranslation.1048 Online-G.1555 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1
upi.205735::1 eTranslation.1048 CUNI-T2T-2018.1071 0 1 1 1 1 1 0 1 1 1 0 1 1 0 1 1 1 1 1 1 1 0 1 0 1
upi.205735::11 Online-G.1555 Online-B.1589 1 1 1 1 0 1 1 0 1 0 1 0 1 1 1 1 1 1 1 1 1 1 1 0 1
upi.205735::11 Online-G.1555 CUNI-T2T-2018.1071 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
upi.205735::11 Online-Z.1630 CUNI-T2T-2018.1071 1 1 1 1 0 1 0 0 1 0 0 1 1 1 0 0 1 0 1 0 1 0 0 0 0
upi.205735::11 SRPOL.522 CUNI-T2T-2018.1071 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
upi.205735::11 Online-A.1573 CUNI-T2T-2018.1071 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
upi.205735::11 UEDIN-CUNI.1482 Online-B.1589 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 1 0 0 0 1 0 0 0
upi.205735::11 UEDIN-CUNI.1482 CUNI-T2T-2018.1071 1 1 1 0 0 1 1 1 1 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 1
upi.205735::11 CUNI-DocTransformer.1450 CUNI-T2T-2018.1071 1 1 1 1 0 1 1 0 1 1 0 1 1 1 1 1 1 1 1 0 1 1 1 0 1
upi.205735::11 CUNI-Transformer.1080 CUNI-T2T-2018.1071 1 1 0 0 1 1 1 1 1 0 0 0 1 1 0 1 0 1 0 1 1 1 1 1 1
upi.205735::11 zlabs-nlp.1151 CUNI-T2T-2018.1071 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 1
upi.205735::11 eTranslation.1048 Online-B.1589 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
upi.205735::11 eTranslation.1048 CUNI-T2T-2018.1071 1 1 1 1 0 0 0 0 1 0 0 1 1 0 0 0 1 0 1 1 0 0 0 0 0
upi.205735::11 OPPO.1121 CUNI-T2T-2018.1071 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
upi.205735::9 Online-A.1573 Online-B.1589 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
upi.205735::9 Online-A.1573 SRPOL.522 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
upi.205735::9 Online-A.1573 CUNI-T2T-2018.1071 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
upi.205735::9 Online-A.1573 zlabs-nlp.1151 1 1 1 1 1 1 0 0 0 1 1 1 0 1 1 0 1 1 1 1 1 0 0 0 1
upi.205735::9 CUNI-Transformer.1080 Online-B.1589 0 1 1 1 1 1 1 1 1 1 1 0 1 0 1 1 1 1 0 1 1 1 1 1 1
upi.205735::9 CUNI-Transformer.1080 Online-G.1555 1 1 1 1 1 1 1 1 0 1 1 1 0 0 1 1 1 1 1 1 1 0 1 1 1
upi.205735::9 CUNI-Transformer.1080 SRPOL.522 1 1 1 1 1 1 1 1 0 0 1 1 0 1 1 1 1 1 1 1 1 0 1 1 1
upi.205735::9 CUNI-Transformer.1080 UEDIN-CUNI.1482 1 1 1 1 1 1 1 1 0 1 1 1 0 0 1 1 1 1 1 1 1 0 1 1 1
upi.205735::9 CUNI-Transformer.1080 CUNI-T2T-2018.1071 1 1 1 1 1 1 1 1 0 0 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1
upi.205735::9 CUNI-Transformer.1080 zlabs-nlp.1151 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1
upi.205735::9 CUNI-DocTransformer.1450 Online-B.1589 0 1 1 1 1 1 1 1 1 1 1 0 1 0 1 1 1 1 0 1 1 1 1 1 1
upi.205735::9 CUNI-DocTransformer.1450 SRPOL.522 1 1 1 1 1 1 1 1 0 0 1 1 0 1 1 1 1 1 1 1 1 0 1 1 1
upi.205735::9 CUNI-DocTransformer.1450 CUNI-T2T-2018.1071 1 1 1 1 1 1 1 1 0 0 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1
upi.205735::9 CUNI-DocTransformer.1450 zlabs-nlp.1151 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1
upi.205735::9 OPPO.1121 Online-B.1589 0 0 0 0 0 0 1 1 1 1 0 0 1 1 1 1 0 1 0 0 1 1 1 1 1
upi.205735::9 OPPO.1121 SRPOL.522 0 1 1 1 1 0 0 1 0 1 1 1 0 1 1 1 1 1 1 1 1 0 1 1 1
upi.205735::9 OPPO.1121 zlabs-nlp.1151 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1
upi.205735::9 OPPO.1121 CUNI-T2T-2018.1071 0 1 1 0 0 1 1 1 0 1 0 1 0 1 1 1 1 1 0 0 0 0 1 1 1
upi.205735::9 Online-Z.1630 Online-B.1589 0 0 0 0 0 0 1 1 1 1 0 0 1 0 1 1 0 1 0 0 0 1 0 1 1
upi.205735::9 Online-Z.1630 Online-G.1555 1 0 1 1 1 1 1 1 0 1 1 1 0 0 1 0 1 1 1 1 0 0 1 1 1
upi.205735::9 Online-Z.1630 CUNI-T2T-2018.1071 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
upi.205735::9 Online-Z.1630 SRPOL.522 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
upi.205735::9 Online-Z.1630 UEDIN-CUNI.1482 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
upi.205735::9 Online-Z.1630 zlabs-nlp.1151 1 0 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1
upi.205735::9 eTranslation.1048 Online-B.1589 0 0 0 0 1 0 1 1 1 1 0 0 1 1 1 1 0 1 0 0 1 1 1 1 1
upi.205735::9 eTranslation.1048 SRPOL.522 1 1 1 1 1 0 1 0 1 0 1 1 0 1 0 0 0 1 1 1 1 1 0 0 0
upi.205735::9 eTranslation.1048 CUNI-T2T-2018.1071 0 0 0 0 1 0 1 0 1 0 0 1 1 1 0 0 0 1 1 0 1 0 1 1 0
medicaldaily.com.20065::1 CUNI-T2T-2018.1071 Online-B.1589 1 1 1 1 1 1 1 0 1 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1
medicaldaily.com.20065::1 CUNI-T2T-2018.1071 SRPOL.522 1 1 1 1 1 1 0 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 0 1
medicaldaily.com.20065::1 CUNI-T2T-2018.1071 Online-A.1573 1 1 1 1 1 1 0 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 0 1
medicaldaily.com.20065::1 CUNI-T2T-2018.1071 eTranslation.1048 1 1 1 1 1 1 0 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 0 1
medicaldaily.com.20065::1 Online-G.1555 Online-A.1573 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
medicaldaily.com.20065::1 Online-G.1555 SRPOL.522 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
medicaldaily.com.20065::1 Online-G.1555 eTranslation.1048 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
medicaldaily.com.20065::1 Online-Z.1630 eTranslation.1048 1 1 1 1 1 1 0 1 1 1 1 1 1 0 1 1 1 1 1 1 1 0 1 0 1
medicaldaily.com.20065::1 CUNI-Transformer.1080 eTranslation.1048 1 1 1 1 0 1 0 1 0 1 1 1 0 1 0 1 1 1 1 1 1 0 0 0 0
huffingtonpost.com.19390::2 CUNI-T2T-2018.1071 Online-Z.1630 1 1 1 1 1 1 1 1 1 1 1 0 1 0 1 1 1 1 1 1 1 1 1 1 1
huffingtonpost.com.19390::2 CUNI-T2T-2018.1071 Online-A.1573 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1
huffingtonpost.com.19390::2 CUNI-T2T-2018.1071 zlabs-nlp.1151 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1
huffingtonpost.com.19390::2 CUNI-T2T-2018.1071 eTranslation.1048 1 1 0 1 1 1 1 0 0 1 1 1 0 1 1 1 1 1 1 0 1 1 1 1 1
huffingtonpost.com.19390::2 CUNI-Transformer.1080 Online-Z.1630 1 1 1 1 1 1 1 1 1 1 1 0 1 0 1 1 1 1 1 1 1 1 1 1 1
huffingtonpost.com.19390::2 CUNI-Transformer.1080 Online-A.1573 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1
huffingtonpost.com.19390::2 CUNI-Transformer.1080 zlabs-nlp.1151 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1
huffingtonpost.com.19390::2 CUNI-Transformer.1080 eTranslation.1048 1 1 1 1 1 1 1 0 0 0 1 0 0 0 1 1 1 1 1 0 1 1 1 1 1
huffingtonpost.com.19390::2 UEDIN-CUNI.1482 Online-Z.1630 1 1 1 1 1 1 1 1 1 1 1 0 1 0 0 1 1 1 1 1 1 1 1 1 1
huffingtonpost.com.19390::2 UEDIN-CUNI.1482 Online-A.1573 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1
huffingtonpost.com.19390::2 UEDIN-CUNI.1482 zlabs-nlp.1151 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1
huffingtonpost.com.19390::2 UEDIN-CUNI.1482 eTranslation.1048 1 0 0 0 1 0 1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0
huffingtonpost.com.19390::5 UEDIN-CUNI.1482 Online-Z.1630 1 1 1 1 1 1 1 0 1 0 1 1 1 1 1 1 1 0 1 1 1 0 1 1 1
huffingtonpost.com.19390::5 UEDIN-CUNI.1482 CUNI-DocTransformer.1450 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0
huffingtonpost.com.19390::5 UEDIN-CUNI.1482 zlabs-nlp.1151 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1
huffingtonpost.com.19390::5 UEDIN-CUNI.1482 eTranslation.1048 0 0 1 1 1 1 0 0 0 0 1 1 0 1 1 0 1 0 1 1 0 0 1 0 1
huffingtonpost.com.19390::5 CUNI-T2T-2018.1071 zlabs-nlp.1151 0 0 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 1 1 1
huffingtonpost.com.19390::5 CUNI-T2T-2018.1071 eTranslation.1048 0 0 1 1 1 1 1 0 1 0 0 1 1 1 1 1 1 1 1 1 0 0 1 1 1
huffingtonpost.com.19390::5 CUNI-Transformer.1080 zlabs-nlp.1151 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1
huffingtonpost.com.19390::5 CUNI-Transformer.1080 eTranslation.1048 1 1 1 1 1 1 0 0 1 0 1 1 1 1 1 1 1 0 1 1 1 0 1 0 1
huffingtonpost.com.19390::5 Online-G.1555 eTranslation.1048 0 0 1 1 0 1 0 0 0 0 0 1 0 1 0 0 1 0 1 0 0 0 0 0 0
en.ndtv.com.13152::2 Online-B.1589 zlabs-nlp.1151 1 1 1 1 1 1 0 1 1 1 1 1 1 0 1 1 1 1 1 1 0 0 1 1 1
en.ndtv.com.13152::2 Online-G.1555 zlabs-nlp.1151 0 0 0 0 1 0 0 0 0 1 0 0 0 1 1 0 0 0 0 0 0 0 0 1 1
en.ndtv.com.13152::2 Online-Z.1630 zlabs-nlp.1151 1 1 1 1 1 1 0 1 1 1 1 1 1 0 1 1 1 1 1 1 0 0 1 1 1
en.ndtv.com.13152::2 SRPOL.522 zlabs-nlp.1151 1 1 1 1 1 1 0 1 1 1 1 1 1 0 1 1 1 1 1 1 0 0 1 1 1
en.ndtv.com.13152::2 UEDIN-CUNI.1482 zlabs-nlp.1151 1 1 1 1 1 1 0 1 1 1 1 1 1 0 1 1 1 1 1 1 0 0 1 1 1
en.ndtv.com.13152::2 CUNI-T2T-2018.1071 zlabs-nlp.1151 1 1 1 1 1 1 0 1 1 1 1 1 1 0 1 1 1 1 1 1 0 0 1 1 1
en.ndtv.com.13152::2 CUNI-Transformer.1080 zlabs-nlp.1151 1 1 1 1 1 1 0 1 1 1 1 1 1 0 1 1 1 1 1 1 0 0 1 1 1
en.ndtv.com.13152::2 CUNI-DocTransformer.1450 zlabs-nlp.1151 1 1 1 1 1 1 0 1 1 1 1 1 1 0 1 1 1 1 1 1 0 0 1 1 1
en.ndtv.com.13152::2 eTranslation.1048 zlabs-nlp.1151 1 1 1 1 1 1 0 1 1 1 1 1 1 0 1 1 1 1 1 1 0 0 1 1 1
en.ndtv.com.13152::2 OPPO.1121 zlabs-nlp.1151 1 1 1 1 1 1 0 1 1 1 1 1 1 0 1 1 1 1 1 1 0 0 1 1 1
en.ndtv.com.12997::8 CUNI-Transformer.1080 Online-G.1555 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1
en.ndtv.com.12997::8 CUNI-Transformer.1080 Online-Z.1630 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1
en.ndtv.com.12997::8 CUNI-Transformer.1080 CUNI-T2T-2018.1071 0 0 0 0 1 0 0 1 0 0 0 0 1 0 1 0 0 0 1 1 0 1 0 0 1
en.ndtv.com.12997::8 CUNI-DocTransformer.1450 Online-G.1555 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1
en.ndtv.com.12997::8 CUNI-DocTransformer.1450 CUNI-T2T-2018.1071 0 0 0 0 0 0 1 0 1 0 0 0 1 1 1 0 0 0 0 0 0 1 0 0 1
en.ndtv.com.12997::8 SRPOL.522 Online-B.1589 0 0 0 0 0 0 1 0 0 1 0 0 0 0 1 1 0 1 0 0 0 0 1 1 1
en.ndtv.com.12997::8 SRPOL.522 Online-G.1555 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1
en.ndtv.com.12997::8 SRPOL.522 Online-Z.1630 1 1 1 1 1 1 1 1 1 1 0 1 0 0 1 1 1 1 1 0 1 0 1 1 1
en.ndtv.com.12997::8 SRPOL.522 CUNI-T2T-2018.1071 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
en.ndtv.com.12997::8 UEDIN-CUNI.1482 Online-B.1589 1 1 1 1 0 1 0 0 1 1 0 0 0 0 1 1 1 1 1 1 1 0 0 1 1
en.ndtv.com.12997::8 UEDIN-CUNI.1482 Online-G.1555 1 1 1 1 1 1 0 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1
en.ndtv.com.12997::8 UEDIN-CUNI.1482 Online-Z.1630 1 1 1 1 1 1 0 1 1 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1
en.ndtv.com.12997::8 UEDIN-CUNI.1482 CUNI-T2T-2018.1071 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 0 0
en.ndtv.com.12997::8 eTranslation.1048 Online-G.1555 0 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 1 0 1 1 1 0 1 0 1
