SID BETTER WORSE BERT_DASH_base_DASH_L2 BERT_DASH_large_DASH_L2 BLEURT BLEURT_DASH_extended COMET COMET_DASH_2R COMET_DASH_HTER COMET_DASH_MQM COMET_DASH_QE COMET_DASH_Rank CharacTER EED MEE OpenKiwi_DASH_Bert OpenKiwi_DASH_XLMR TER YiSi_DASH_0 YiSi_DASH_1 YiSi_DASH_2 chrF chrF_PLUS__PLUS_ esim mBERT_DASH_L2 parbleu parchrf_PLUS__PLUS_ paresim_DASH_1 prism sentBLEU
denik.cz.201552::1 zlabs-nlp.1149 CUNI-T2T-2018.1072 1 1 1 1 0 1 1 0 0 0 0 0 0 0 0 0 1 1 0 1 1 0 0 1 0 1 1 1
denik.cz.201552::1 zlabs-nlp.1149 PROMT_NMT.76 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 1 1 1 0 1 1 0 0 1 0 0 1 1
denik.cz.201552::1 zlabs-nlp.1149 CUNI-Transformer.1081 1 1 1 1 1 1 0 0 1 0 0 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1
denik.cz.201552::1 zlabs-nlp.1149 SRPOL.1365 1 1 1 1 1 1 1 0 0 0 0 0 1 0 1 1 1 1 0 1 1 0 0 1 1 1 1 1
denik.cz.201552::1 zlabs-nlp.1149 Online-G.1552 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 0 1
denik.cz.201552::1 zlabs-nlp.1149 UEDIN-CUNI.1359 1 1 1 1 1 1 1 0 0 0 0 0 1 0 1 1 1 1 0 1 1 0 0 1 1 1 1 1
denik.cz.201552::1 PROMT_NMT.76 CUNI-T2T-2018.1072 0 0 1 1 0 0 0 1 1 1 0 1 0 1 1 0 0 0 0 1 1 0 0 0 0 1 0 0
denik.cz.201552::1 PROMT_NMT.76 CUNI-Transformer.1081 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 0 0 1 1 1 1
denik.cz.201552::1 PROMT_NMT.76 SRPOL.1365 1 1 1 1 1 1 0 0 0 1 1 1 1 0 1 1 1 1 0 1 1 1 0 1 1 1 1 1
denik.cz.201552::1 CUNI-Transformer.1081 CUNI-T2T-2018.1072 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 1 0 0 0 0 0 1 1 0 0 0 0
denik.cz.201552::1 SRPOL.1365 CUNI-T2T-2018.1072 0 0 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0
denik.cz.201552::1 Online-G.1552 CUNI-T2T-2018.1072 1 1 1 1 1 1 1 1 1 1 0 1 1 1 0 1 1 0 0 1 1 1 0 1 1 1 1 1
denik.cz.201552::1 Online-G.1552 CUNI-Transformer.1081 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 0 1 1 1 1 1
denik.cz.201552::1 UEDIN-CUNI.1359 CUNI-T2T-2018.1072 0 0 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0
denik.cz.201552::1 UEDIN-CUNI.1359 CUNI-Transformer.1081 0 1 0 0 1 0 0 1 1 0 1 1 1 1 1 1 0 1 1 0 0 1 0 0 1 1 1 1
denik.cz.201552::2 Online-A.1570 OPPO.1481 0 0 0 0 0 1 0 1 1 0 0 0 1 1 0 1 1 0 1 0 0 0 0 0 1 0 1 1
denik.cz.201552::2 Online-A.1570 CUNI-DocTransformer.1457 0 0 0 0 0 1 1 1 1 0 0 0 1 1 0 1 1 0 1 0 0 0 0 1 1 1 1 1
denik.cz.201552::2 Online-A.1570 CUNI-Transformer.1081 1 0 0 0 0 1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1
denik.cz.201552::2 Online-A.1570 zlabs-nlp.1149 0 0 0 0 1 1 1 1 1 1 0 0 1 1 0 1 1 0 1 0 1 1 1 1 1 1 1 1
denik.cz.201552::2 Online-A.1570 PROMT_NMT.76 0 1 1 1 1 1 1 1 1 0 0 0 1 1 0 1 1 0 1 0 1 1 0 1 1 1 1 1
denik.cz.201552::2 Online-A.1570 SRPOL.1365 0 0 0 0 1 1 1 1 1 0 0 0 1 1 0 1 1 0 1 0 1 1 1 1 1 1 1 1
denik.cz.201552::2 Online-A.1570 Online-G.1552 1 0 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
denik.cz.201552::2 Online-A.1570 UEDIN-CUNI.1359 0 0 0 0 1 1 1 1 0 0 0 0 1 1 0 0 1 0 1 0 0 0 1 1 1 1 1 1
denik.cz.201552::2 OPPO.1481 CUNI-DocTransformer.1457 0 0 0 0 0 1 1 1 1 0 0 0 1 1 0 1 1 0 1 0 0 0 0 1 1 1 0 1
denik.cz.201552::2 Online-Z.1628 CUNI-DocTransformer.1457 1 0 0 0 0 1 0 1 1 0 1 0 0 1 0 0 0 1 0 0 0 0 1 0 0 0 0 0
denik.cz.201552::2 Online-Z.1628 CUNI-Transformer.1081 1 1 1 1 0 0 0 0 0 0 1 1 0 0 1 0 0 1 0 1 1 0 1 0 0 0 0 0
denik.cz.201552::2 Online-Z.1628 Online-G.1552 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 0 1 1 1 1
denik.cz.201552::2 Online-Z.1628 zlabs-nlp.1149 1 1 1 1 0 1 1 1 1 1 1 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1
denik.cz.201552::2 Online-Z.1628 PROMT_NMT.76 1 1 1 1 0 1 0 1 1 0 1 1 0 1 0 0 0 1 0 1 1 1 1 0 0 0 0 0
denik.cz.201552::2 Online-Z.1628 SRPOL.1365 1 1 1 1 0 1 1 1 1 0 1 0 0 1 0 1 1 1 1 1 1 1 1 0 1 1 0 0
denik.cz.201552::2 Online-Z.1628 UEDIN-CUNI.1359 1 1 1 1 0 1 1 0 0 0 1 1 0 0 0 0 0 1 0 1 0 0 1 0 0 1 0 0
denik.cz.201552::2 CUNI-T2T-2018.1072 CUNI-DocTransformer.1457 0 0 0 0 0 1 1 1 1 0 0 0 1 1 0 1 1 0 1 0 0 0 0 1 1 1 1 1
denik.cz.201552::2 CUNI-T2T-2018.1072 UEDIN-CUNI.1359 1 0 0 0 1 1 1 1 1 0 0 1 1 1 0 0 1 0 1 0 0 0 0 1 1 1 1 1
denik.cz.201552::3 OPPO.1481 Online-A.1570 1 1 1 1 1 1 0 1 0 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 0 1 1
denik.cz.201552::3 OPPO.1481 CUNI-DocTransformer.1457 1 1 1 1 1 1 0 1 0 1 1 1 1 0 1 1 1 1 1 1 1 1 0 1 1 1 1 1
denik.cz.201552::3 OPPO.1481 SRPOL.1365 1 1 1 1 1 1 0 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 0 0 1 0 1 0
denik.cz.201552::3 CUNI-T2T-2018.1072 Online-A.1570 1 1 1 1 1 1 0 1 0 1 1 1 1 0 0 1 1 1 1 1 1 1 0 1 0 0 1 0
denik.cz.201552::3 CUNI-T2T-2018.1072 CUNI-DocTransformer.1457 0 1 1 1 1 1 0 0 1 0 0 1 0 0 0 0 1 1 0 1 1 1 0 1 0 1 1 0
denik.cz.201552::3 CUNI-T2T-2018.1072 SRPOL.1365 0 1 1 1 0 0 0 0 1 0 1 1 0 0 0 0 1 1 0 1 1 1 0 0 0 0 1 0
denik.cz.201552::3 CUNI-DocTransformer.1457 Online-A.1570 1 1 1 1 1 1 0 1 0 1 1 1 1 0 0 1 1 1 1 1 1 1 1 1 1 0 0 1
denik.cz.201552::3 CUNI-DocTransformer.1457 SRPOL.1365 1 1 1 1 0 0 0 0 1 1 1 1 0 0 0 1 1 1 0 1 1 1 0 0 1 0 0 0
denik.cz.201552::3 CUNI-Transformer.1081 Online-A.1570 1 1 0 0 1 1 1 1 0 1 1 0 1 0 0 1 0 1 1 1 0 1 1 1 1 1 0 1
denik.cz.201552::3 CUNI-Transformer.1081 CUNI-DocTransformer.1457 0 0 0 0 0 0 1 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 1 0 0 1 0 1
denik.cz.201552::3 CUNI-Transformer.1081 SRPOL.1365 0 0 0 0 0 0 0 0 1 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
denik.cz.201552::3 Online-Z.1628 Online-A.1570 1 1 1 1 0 0 0 1 0 1 1 0 0 0 0 0 0 1 1 0 1 0 1 0 1 0 0 1
denik.cz.201552::3 Online-Z.1628 CUNI-DocTransformer.1457 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1
denik.cz.201552::3 Online-Z.1628 SRPOL.1365 0 0 1 1 0 0 0 1 0 0 1 0 0 0 0 0 0 1 0 0 1 0 1 0 0 0 0 0
denik.cz.201552::3 zlabs-nlp.1149 Online-A.1570 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
denik.cz.201552::3 zlabs-nlp.1149 CUNI-DocTransformer.1457 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
denik.cz.201552::3 zlabs-nlp.1149 SRPOL.1365 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
denik.cz.201552::3 PROMT_NMT.76 Online-A.1570 0 0 0 0 0 0 0 1 1 1 0 0 1 1 0 0 0 0 1 0 0 0 0 1 0 1 0 0
denik.cz.201552::3 PROMT_NMT.76 CUNI-DocTransformer.1457 0 0 0 0 0 0 1 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0
denik.cz.201552::3 PROMT_NMT.76 SRPOL.1365 0 0 0 0 0 0 0 0 1 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
denik.cz.201552::3 Online-G.1552 SRPOL.1365 0 0 1 0 0 0 0 0 1 0 0 1 0 1 0 0 1 1 0 1 1 0 0 1 0 0 1 0
denik.cz.201552::3 Online-G.1552 Online-A.1570 0 1 1 1 1 1 1 1 1 0 1 1 1 1 0 1 1 1 1 1 1 1 0 1 0 0 1 0
denik.cz.201552::3 UEDIN-CUNI.1359 Online-A.1570 1 1 1 1 1 1 0 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 0 1 1 0 1 1
denik.cz.201552::3 UEDIN-CUNI.1359 SRPOL.1365 0 1 1 1 1 1 0 0 1 1 1 1 0 1 1 1 1 1 0 1 1 1 0 1 1 0 1 0
denik.cz.201552::4 Online-A.1570 CUNI-DocTransformer.1457 0 0 0 0 0 0 1 1 1 0 0 0 0 1 1 1 1 0 0 0 0 0 1 1 0 0 0 1
denik.cz.201552::4 Online-A.1570 CUNI-Transformer.1081 0 0 0 0 0 0 1 1 0 0 0 1 0 0 1 1 1 0 0 0 0 0 1 1 0 1 1 1
denik.cz.201552::4 Online-A.1570 PROMT_NMT.76 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
denik.cz.201552::4 Online-A.1570 SRPOL.1365 0 0 0 0 0 0 1 0 1 0 0 0 0 1 0 1 0 0 0 0 0 0 1 0 0 0 0 0
denik.cz.201552::4 Online-Z.1628 OPPO.1481 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
denik.cz.201552::4 Online-Z.1628 CUNI-T2T-2018.1072 0 0 0 0 1 1 1 1 1 0 1 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0
denik.cz.201552::4 Online-Z.1628 CUNI-DocTransformer.1457 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
denik.cz.201552::4 Online-Z.1628 CUNI-Transformer.1081 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0
denik.cz.201552::4 Online-Z.1628 Online-G.1552 1 1 1 1 1 1 1 0 0 1 1 0 1 0 1 1 1 0 0 1 1 1 0 1 1 1 1 1
denik.cz.201552::4 Online-Z.1628 PROMT_NMT.76 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 0 1 1 1 0 1
denik.cz.201552::4 Online-Z.1628 SRPOL.1365 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
denik.cz.201552::4 Online-Z.1628 UEDIN-CUNI.1359 0 0 0 0 0 0 1 0 1 0 1 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0
denik.cz.201552::4 zlabs-nlp.1149 CUNI-DocTransformer.1457 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
denik.cz.201552::4 zlabs-nlp.1149 PROMT_NMT.76 1 1 1 1 1 1 1 0 1 0 1 1 0 1 1 0 0 1 1 1 1 1 0 0 0 1 0 1
denik.cz.201552::4 zlabs-nlp.1149 CUNI-Transformer.1081 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
denik.cz.201552::4 zlabs-nlp.1149 SRPOL.1365 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
denik.cz.201552::4 zlabs-nlp.1149 UEDIN-CUNI.1359 1 1 0 1 0 0 0 0 1 0 1 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0
denik.cz.201552::4 CUNI-T2T-2018.1072 CUNI-Transformer.1081 0 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 1 1 0
denik.cz.201552::4 CUNI-T2T-2018.1072 SRPOL.1365 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
denik.cz.201552::4 OPPO.1481 SRPOL.1365 0 0 0 0 1 0 0 0 0 1 1 1 0 0 1 1 1 0 0 0 1 0 0 1 0 1 1 0
denik.cz.201552::4 CUNI-DocTransformer.1457 SRPOL.1365 1 1 1 1 1 0 0 0 0 1 1 1 0 0 0 1 0 1 0 1 1 1 0 0 0 0 0 0
denik.cz.201552::4 PROMT_NMT.76 SRPOL.1365 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
denik.cz.201552::4 Online-G.1552 SRPOL.1365 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
denik.cz.201552::4 UEDIN-CUNI.1359 SRPOL.1365 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
denik.cz.201552::5 OPPO.1481 Online-A.1570 0 0 1 0 1 1 1 1 0 1 0 1 0 0 1 1 1 1 1 1 1 0 0 0 0 0 0 0
denik.cz.201552::5 OPPO.1481 CUNI-T2T-2018.1072 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
denik.cz.201552::5 OPPO.1481 CUNI-DocTransformer.1457 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 1
denik.cz.201552::5 OPPO.1481 SRPOL.1365 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0
denik.cz.201552::5 OPPO.1481 UEDIN-CUNI.1359 1 1 1 1 1 1 1 0 1 0 1 1 1 1 1 1 0 1 1 1 1 1 0 1 1 0 0 1
denik.cz.201552::5 CUNI-T2T-2018.1072 Online-A.1570 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
denik.cz.201552::5 CUNI-DocTransformer.1457 Online-A.1570 1 1 1 1 1 1 1 1 0 1 1 1 0 0 1 1 1 1 1 1 1 1 0 0 0 0 0 0
denik.cz.201552::5 CUNI-Transformer.1081 Online-A.1570 1 1 1 1 1 1 1 1 0 1 1 1 0 0 1 1 1 1 1 1 1 1 1 1 0 0 1 0
denik.cz.201552::5 CUNI-Transformer.1081 SRPOL.1365 0 0 0 0 0 0 1 0 0 1 1 0 0 0 0 0 1 0 0 0 0 0 1 1 1 1 1 0
denik.cz.201552::5 Online-Z.1628 Online-A.1570 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0
denik.cz.201552::5 Online-Z.1628 CUNI-T2T-2018.1072 1 0 0 0 0 0 0 1 0 1 1 1 1 1 1 0 0 1 0 1 0 1 0 1 0 0 0 0
denik.cz.201552::5 Online-Z.1628 CUNI-DocTransformer.1457 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
denik.cz.201552::5 Online-Z.1628 SRPOL.1365 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
denik.cz.201552::5 zlabs-nlp.1149 Online-A.1570 1 1 1 1 1 1 0 1 0 0 1 1 0 0 1 0 0 1 1 1 1 1 0 0 0 0 0 0
denik.cz.201552::5 zlabs-nlp.1149 CUNI-T2T-2018.1072 1 1 1 1 1 1 0 1 1 0 1 1 0 1 1 1 0 1 1 1 1 1 0 1 0 1 0 0
denik.cz.201552::5 zlabs-nlp.1149 CUNI-DocTransformer.1457 1 1 1 1 0 0 0 1 0 0 1 0 0 0 0 0 0 1 1 0 1 1 0 0 0 1 0 0
denik.cz.201552::5 zlabs-nlp.1149 CUNI-Transformer.1081 1 1 1 1 0 0 0 1 1 0 0 1 0 1 1 0 0 1 1 1 1 1 0 0 0 1 0 0
denik.cz.201552::5 zlabs-nlp.1149 SRPOL.1365 1 1 1 1 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 1 1 0 0 0 0 1 0 0
denik.cz.201552::5 zlabs-nlp.1149 Online-G.1552 1 1 1 1 1 1 0 1 1 0 1 1 1 1 1 0 0 1 1 1 1 1 0 0 1 1 0 1
denik.cz.201552::5 zlabs-nlp.1149 UEDIN-CUNI.1359 1 1 1 1 1 1 0 1 1 0 1 1 1 1 1 0 0 1 1 1 1 1 0 0 1 0 0 1
denik.cz.201552::5 PROMT_NMT.76 Online-A.1570 0 1 1 1 1 1 1 1 0 1 1 1 0 0 0 1 1 1 1 1 1 1 0 0 0 0 0 0
denik.cz.201552::5 PROMT_NMT.76 CUNI-T2T-2018.1072 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1
denik.cz.201552::5 PROMT_NMT.76 CUNI-DocTransformer.1457 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 1 0 0 0 0 0 0 0 1 0 0 1
denik.cz.201552::5 PROMT_NMT.76 SRPOL.1365 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0
denik.cz.201552::5 SRPOL.1365 Online-A.1570 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 0 0 0 0 1 0
denik.cz.201552::5 Online-G.1552 SRPOL.1365 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
denik.cz.201552::5 Online-G.1552 Online-A.1570 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
denik.cz.201552::5 UEDIN-CUNI.1359 Online-A.1570 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 1 1 1 1 1 0 0 0 0 0 1 1 0
denik.cz.201552::6 zlabs-nlp.1149 Online-A.1570 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
denik.cz.201552::6 zlabs-nlp.1149 PROMT_NMT.76 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
denik.cz.201552::6 zlabs-nlp.1149 SRPOL.1365 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
denik.cz.201552::6 zlabs-nlp.1149 UEDIN-CUNI.1359 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
denik.cz.201552::6 OPPO.1481 PROMT_NMT.76 1 0 0 0 0 0 0 0 1 1 0 1 0 1 0 1 0 0 1 0 0 0 1 0 0 1 0 0
denik.cz.201552::6 OPPO.1481 SRPOL.1365 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
denik.cz.201552::6 OPPO.1481 UEDIN-CUNI.1359 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 1 0 0 0 0 0 0 1 0 1 1 0 0
denik.cz.201552::6 Online-Z.1628 PROMT_NMT.76 1 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
denik.cz.201552::6 Online-Z.1628 SRPOL.1365 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
denik.cz.201552::6 Online-Z.1628 UEDIN-CUNI.1359 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
denik.cz.201552::6 CUNI-DocTransformer.1457 PROMT_NMT.76 1 0 1 1 1 1 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1 0 0 0 0 0 0 0
denik.cz.201552::6 CUNI-DocTransformer.1457 SRPOL.1365 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
denik.cz.201552::6 CUNI-DocTransformer.1457 UEDIN-CUNI.1359 0 0 1 1 0 0 0 1 0 0 0 1 0 0 1 1 1 1 0 1 1 0 0 0 0 1 0 0
denik.cz.201552::6 Online-A.1570 SRPOL.1365 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
denik.cz.201552::6 CUNI-T2T-2018.1072 SRPOL.1365 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
denik.cz.201552::6 PROMT_NMT.76 SRPOL.1365 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0
denik.cz.201552::6 CUNI-Transformer.1081 SRPOL.1365 1 1 1 1 1 1 1 1 0 0 1 1 1 0 0 1 1 1 1 1 1 1 1 1 1 0 0 1
denik.cz.201552::6 Online-G.1552 SRPOL.1365 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
denik.cz.201552::6 UEDIN-CUNI.1359 SRPOL.1365 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
blesk.cz.189703::1 Online-A.1570 Online-Z.1628 1 1 1 1 1 1 1 1 1 0 1 1 1 1 0 1 1 1 0 1 1 1 0 0 0 0 1 1
blesk.cz.189703::1 Online-A.1570 Online-B.1586 1 1 1 1 0 1 1 0 1 1 1 1 1 1 0 1 1 1 0 1 1 1 1 0 0 0 0 1
blesk.cz.189703::1 Online-A.1570 PROMT_NMT.76 1 1 1 1 0 0 1 0 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 0 0 0 0 1
blesk.cz.189703::1 Online-A.1570 Online-G.1552 0 1 1 1 0 1 1 0 1 1 1 1 0 1 0 1 0 1 0 1 1 1 0 0 0 0 0 1
blesk.cz.189703::1 CUNI-T2T-2018.1072 Online-Z.1628 0 0 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 0 1 1 0 1 1 0 0 1 1
