SID BETTER WORSE BLEURT_DASH_extended COMET COMET_DASH_2R COMET_DASH_HTER COMET_DASH_MQM COMET_DASH_QE COMET_DASH_Rank CharacTER EED MEE OpenKiwi_DASH_Bert OpenKiwi_DASH_XLMR TER YiSi_DASH_0 YiSi_DASH_1 YiSi_DASH_2 chrF chrF_PLUS__PLUS_ esim mBERT_DASH_L2 parbleu parchrf_PLUS__PLUS_ paresim_DASH_1 prism sentBLEU
thesun.co.uk.27296::5 Online-G.1559 SJTU-NICT.899 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1
thesun.co.uk.27296::5 Online-G.1559 Huoshan_Translate.1137 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 1 0 0 0 0
thesun.co.uk.27296::5 Online-G.1559 Online-A.1576 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1
thesun.co.uk.27296::5 Online-G.1559 OPPO.1076 1 1 1 1 1 1 0 0 1 0 1 1 1 0 1 0 1 1 1 1 1 0 0 0 0
thesun.co.uk.27296::5 Online-G.1559 eTranslation.926 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0
thesun.co.uk.27296::5 Online-G.1559 zlabs-nlp.180 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
thesun.co.uk.27296::5 Online-G.1559 Online-Z.1634 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1
thesun.co.uk.27296::5 Online-B.1593 SJTU-NICT.899 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1
thesun.co.uk.27296::5 Online-B.1593 Online-A.1576 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1
thesun.co.uk.27296::5 Online-B.1593 OPPO.1076 1 1 1 1 1 1 0 1 1 0 1 1 1 0 1 0 1 1 1 1 1 1 1 1 1
thesun.co.uk.27296::5 Online-B.1593 zlabs-nlp.180 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
thesun.co.uk.27296::5 Online-B.1593 Online-Z.1634 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1
thesun.co.uk.27296::5 SRPOL.1325 Online-A.1576 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1
thesun.co.uk.27296::5 SRPOL.1325 SJTU-NICT.899 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
thesun.co.uk.27296::5 SRPOL.1325 OPPO.1076 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
cnbc.com.33996::8 Tilde.1430 NICT_Kyoto.1233 0 1 0 0 0 0 0 1 1 0 0 0 1 0 1 0 0 1 0 0 1 0 1 1 1
cnbc.com.33996::8 Tilde.1430 Huoshan_Translate.1137 0 0 1 1 0 0 0 0 0 1 0 0 0 1 0 1 0 0 1 1 0 0 0 0 0
cnbc.com.33996::8 Tilde.1430 SJTU-NICT.899 0 1 1 1 0 1 0 1 1 1 0 1 1 0 1 1 1 0 1 1 0 0 1 0 0
cnbc.com.33996::8 Tilde.1425 Tilde.1430 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 1 0 0 0 0 0 0 0 1 0
cnbc.com.33996::8 Tilde.1425 CUNI-Transformer.978 0 0 0 0 1 1 1 1 0 1 0 0 1 1 0 1 0 1 1 0 1 1 1 1 1
cnbc.com.33996::8 Tilde.1425 NICT_Kyoto.1233 0 1 0 0 0 0 0 1 1 0 0 0 1 0 1 0 0 1 0 0 1 0 1 1 1
cnbc.com.33996::8 Tilde.1425 Huoshan_Translate.1137 0 0 1 1 0 0 0 0 0 1 0 0 0 1 0 1 0 0 1 1 0 0 0 0 0
cnbc.com.33996::8 Tilde.1425 Online-A.1576 0 1 0 0 0 0 0 1 0 1 0 0 0 0 1 0 0 1 0 0 0 0 0 1 0
cnbc.com.33996::8 Tilde.1425 SJTU-NICT.899 0 1 1 1 0 1 0 1 1 1 0 1 1 0 1 1 1 0 1 1 0 0 1 0 0
cnbc.com.33996::8 Tilde.1425 OPPO.1076 0 0 0 0 1 0 0 0 0 1 0 0 0 1 0 1 0 0 1 0 0 0 0 0 0
cnbc.com.33996::8 Tilde.1425 Online-G.1559 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 0 1 1 1
cnbc.com.33996::8 Tilde.1425 eTranslation.926 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0
cnbc.com.33996::8 Tilde.1425 zlabs-nlp.180 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
cnbc.com.33996::8 Online-A.1576 CUNI-Transformer.978 1 0 1 1 1 1 1 1 0 0 0 1 1 1 0 1 1 1 1 1 1 1 1 0 1
cnbc.com.33996::8 Online-A.1576 NICT_Kyoto.1233 1 1 1 1 1 1 0 1 1 0 1 1 1 0 1 1 1 1 1 1 1 0 1 0 1
cnbc.com.33996::8 Online-A.1576 Huoshan_Translate.1137 1 0 1 1 1 1 0 0 0 0 1 1 0 1 0 1 1 0 1 1 0 1 1 0 0
cnbc.com.33996::8 Online-A.1576 SJTU-NICT.899 1 1 1 1 1 1 1 1 1 0 1 1 1 0 1 1 1 0 1 1 0 0 1 0 0
cnbc.com.33996::8 OPPO.1076 SJTU-NICT.899 0 1 1 1 0 1 1 1 1 1 1 1 1 0 1 0 1 1 1 1 0 0 1 1 0
cnbc.com.33996::8 OPPO.1076 CUNI-Transformer.978 0 1 0 1 0 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1
cnbc.com.33996::8 OPPO.1076 NICT_Kyoto.1233 0 1 0 0 0 0 1 1 1 0 1 1 1 0 1 0 1 1 0 1 1 1 1 1 1
cnbc.com.33996::8 OPPO.1076 Huoshan_Translate.1137 0 1 1 1 0 1 1 1 1 0 1 1 1 0 1 0 1 1 0 1 1 1 1 1 0
cnbc.com.33996::8 OPPO.1076 zlabs-nlp.180 1 1 1 1 0 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1
cnbc.com.33996::8 Online-G.1559 SJTU-NICT.899 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
cnbc.com.33996::8 Online-G.1559 NICT_Kyoto.1233 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0
cnbc.com.33996::8 Online-G.1559 Huoshan_Translate.1137 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
cnbc.com.33996::8 Online-B.1593 SJTU-NICT.899 0 0 0 0 1 1 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
cnbc.com.33996::8 Online-B.1593 CUNI-Transformer.978 0 0 0 0 1 1 1 0 1 0 0 0 1 0 0 1 0 0 0 0 1 1 0 0 0
cnbc.com.33996::8 Online-B.1593 NICT_Kyoto.1233 0 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0
cnbc.com.33996::8 Online-B.1593 Huoshan_Translate.1137 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
cnbc.com.33996::8 Online-B.1593 zlabs-nlp.180 0 0 0 0 1 1 1 0 1 1 0 0 1 0 0 0 0 0 0 0 1 1 0 1 0
cnbc.com.33996::8 Online-Z.1634 SJTU-NICT.899 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0
cnbc.com.33996::8 Online-Z.1634 zlabs-nlp.180 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
cnbc.com.33996::8 Online-Z.1634 CUNI-Transformer.978 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0
cnbc.com.33996::8 Online-Z.1634 NICT_Kyoto.1233 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
cnbc.com.33996::8 Online-Z.1634 Huoshan_Translate.1137 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
cnbc.com.33996::8 SRPOL.1325 CUNI-Transformer.978 1 0 0 0 1 1 1 0 0 1 1 0 0 1 0 1 0 1 0 1 1 1 1 0 1
cnbc.com.33996::8 SRPOL.1325 NICT_Kyoto.1233 1 0 0 0 1 0 1 0 1 0 1 0 0 0 1 1 0 1 0 1 1 1 1 0 1
cnbc.com.33996::8 SRPOL.1325 Huoshan_Translate.1137 1 0 0 0 1 0 1 0 0 1 1 0 0 0 0 1 1 1 0 1 1 1 1 0 0
cnbc.com.33996::8 SRPOL.1325 SJTU-NICT.899 1 0 1 1 1 1 1 0 1 1 1 1 1 0 1 1 1 1 0 1 0 0 1 0 0
cnbc.com.33996::8 SRPOL.1325 zlabs-nlp.180 1 0 0 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 0 1 1 1 1 1 1
cnbc.com.33996::8 eTranslation.926 NICT_Kyoto.1233 0 1 0 0 0 0 0 1 1 0 0 0 1 0 1 0 0 1 0 0 1 0 1 1 1
cnbc.com.33996::8 eTranslation.926 Huoshan_Translate.1137 0 0 1 1 0 0 0 0 0 1 0 0 0 1 0 1 0 0 1 1 0 0 0 0 0
cnbc.com.33996::8 eTranslation.926 SJTU-NICT.899 0 1 1 1 0 1 0 1 1 1 0 1 1 0 1 1 1 0 1 1 0 0 1 0 0
en.ndtv.com.13009::11 Tilde.1430 Tilde.1425 0 0 1 0 0 1 1 1 1 1 0 0 1 1 0 1 0 0 1 1 0 1 1 1 1
en.ndtv.com.13009::11 Tilde.1430 SRPOL.1325 0 0 0 0 1 0 1 1 1 1 0 0 1 1 0 1 0 0 0 0 0 1 1 1 1
en.ndtv.com.13009::11 NICT_Kyoto.1233 Tilde.1425 1 1 1 1 0 1 0 0 0 1 1 1 1 1 1 0 1 0 1 1 1 0 0 1 0
en.ndtv.com.13009::11 NICT_Kyoto.1233 SRPOL.1325 1 0 1 1 1 1 0 0 0 1 1 1 0 1 0 1 1 0 1 1 0 1 0 1 1
en.ndtv.com.13009::11 Online-A.1576 Tilde.1425 0 0 0 0 0 1 0 0 0 0 0 1 0 1 0 0 1 0 1 0 0 0 0 0 0
en.ndtv.com.13009::11 Online-A.1576 SRPOL.1325 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
en.ndtv.com.13009::11 SJTU-NICT.899 Tilde.1425 1 1 1 1 0 1 0 0 1 0 1 1 1 1 1 0 1 0 1 1 1 0 0 1 1
en.ndtv.com.13009::11 SJTU-NICT.899 SRPOL.1325 1 0 1 1 1 0 0 0 1 0 1 1 0 1 1 0 1 0 0 1 1 1 0 1 1
en.ndtv.com.13009::11 Online-G.1559 Tilde.1425 1 1 1 1 0 1 1 0 0 1 1 1 0 1 1 1 1 0 1 1 1 0 0 1 1
en.ndtv.com.13009::11 Online-G.1559 SRPOL.1325 1 1 1 1 0 1 1 0 0 1 1 1 0 1 1 1 1 0 0 1 1 1 1 1 1
en.ndtv.com.13009::11 Online-B.1593 Tilde.1425 0 0 0 0 0 1 0 1 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 1 1
en.ndtv.com.13009::11 Online-B.1593 SRPOL.1325 0 0 0 0 1 0 0 1 0 0 0 0 0 1 0 1 0 0 0 0 0 1 0 1 1
en.ndtv.com.13009::11 Huoshan_Translate.1137 SRPOL.1325 1 1 1 1 0 1 0 0 0 0 1 1 0 0 1 1 1 0 0 1 1 1 1 1 1
en.ndtv.com.13009::11 eTranslation.926 Tilde.1425 0 0 1 1 0 1 0 0 1 1 1 1 1 0 0 1 1 0 0 1 0 0 0 1 1
en.ndtv.com.13009::11 eTranslation.926 SRPOL.1325 0 0 1 0 1 1 1 0 1 1 1 1 1 0 0 1 1 0 0 1 0 1 0 1 1
thesun.co.uk.27296::8 Tilde.1430 Huoshan_Translate.1137 0 0 0 0 0 0 1 0 0 0 0 0 0 1 1 0 0 1 0 0 0 1 1 1 1
thesun.co.uk.27296::8 Tilde.1430 Online-A.1576 0 0 0 0 1 1 1 1 0 1 0 0 0 0 1 1 0 1 0 0 0 1 1 1 1
thesun.co.uk.27296::8 Tilde.1430 SJTU-NICT.899 1 1 1 1 1 1 1 1 0 1 1 0 1 0 1 1 1 1 1 1 1 1 1 1 1
thesun.co.uk.27296::8 Tilde.1430 Online-Z.1634 1 1 1 1 1 1 1 1 0 1 1 0 0 1 1 1 0 1 1 1 1 1 1 1 1
thesun.co.uk.27296::8 Tilde.1430 zlabs-nlp.180 1 0 0 0 1 1 1 1 1 1 1 0 1 1 1 1 0 1 1 0 1 1 1 1 1
thesun.co.uk.27296::8 NICT_Kyoto.1233 Huoshan_Translate.1137 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
thesun.co.uk.27296::8 NICT_Kyoto.1233 Online-A.1576 0 0 0 0 1 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
thesun.co.uk.27296::8 NICT_Kyoto.1233 SJTU-NICT.899 0 0 0 0 1 0 1 0 1 1 0 1 1 1 0 0 0 0 0 0 0 1 0 0 0
thesun.co.uk.27296::8 NICT_Kyoto.1233 zlabs-nlp.180 0 0 0 0 1 1 0 1 1 1 0 0 1 1 1 1 0 1 0 0 0 0 1 1 1
thesun.co.uk.27296::8 Tilde.1425 Huoshan_Translate.1137 0 0 0 0 1 0 0 0 1 0 0 0 0 1 1 0 0 1 0 0 0 1 1 0 1
thesun.co.uk.27296::8 Tilde.1425 Online-A.1576 0 0 0 0 1 1 1 1 1 1 0 0 0 0 1 1 0 1 0 0 0 1 1 1 1
thesun.co.uk.27296::8 Tilde.1425 SJTU-NICT.899 1 1 1 1 1 1 1 1 1 1 1 0 1 0 1 1 1 1 1 1 1 1 1 1 1
thesun.co.uk.27296::8 Tilde.1425 OPPO.1076 1 1 1 1 1 1 0 0 1 0 1 1 1 1 1 1 1 0 1 1 1 0 0 1 0
thesun.co.uk.27296::8 Tilde.1425 Online-G.1559 1 1 1 1 1 1 0 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 0 0 0
thesun.co.uk.27296::8 Tilde.1425 Online-Z.1634 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1
thesun.co.uk.27296::8 Tilde.1425 zlabs-nlp.180 1 0 0 0 1 1 1 1 1 1 1 0 1 1 1 1 0 1 1 0 1 1 1 1 1
thesun.co.uk.27296::8 CUNI-Transformer.978 Huoshan_Translate.1137 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 0 1 1 1 1 0 1 1 0 1
thesun.co.uk.27296::8 CUNI-Transformer.978 Online-A.1576 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1
thesun.co.uk.27296::8 CUNI-Transformer.978 SJTU-NICT.899 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1
thesun.co.uk.27296::8 CUNI-Transformer.978 OPPO.1076 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0
thesun.co.uk.27296::8 CUNI-Transformer.978 zlabs-nlp.180 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
thesun.co.uk.27296::8 CUNI-Transformer.978 Online-Z.1634 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
thesun.co.uk.27296::8 OPPO.1076 SJTU-NICT.899 1 0 0 0 1 1 1 1 1 1 0 0 1 0 1 1 0 1 0 0 0 1 1 1 1
thesun.co.uk.27296::8 OPPO.1076 zlabs-nlp.180 0 0 0 0 1 1 1 1 1 1 0 0 1 1 1 1 0 1 0 0 0 1 1 1 1
thesun.co.uk.27296::8 Online-G.1559 SJTU-NICT.899 1 0 0 0 1 1 1 0 1 1 0 0 1 1 1 1 0 1 1 0 0 1 1 1 1
thesun.co.uk.27296::8 Online-G.1559 zlabs-nlp.180 0 0 0 0 1 1 1 1 1 1 0 0 1 1 1 1 0 1 0 0 0 0 1 1 1
thesun.co.uk.27296::8 Online-B.1593 SJTU-NICT.899 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1
thesun.co.uk.27296::8 Online-B.1593 Huoshan_Translate.1137 0 0 0 0 1 0 1 0 0 0 0 1 0 0 1 0 1 1 1 0 0 1 1 0 1
thesun.co.uk.27296::8 Online-B.1593 Online-A.1576 0 0 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 0 1 1 1 1
thesun.co.uk.27296::8 Online-B.1593 OPPO.1076 1 1 1 1 1 1 0 0 1 0 1 1 1 1 1 1 1 0 1 1 1 0 0 1 0
thesun.co.uk.27296::8 Online-B.1593 zlabs-nlp.180 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1
thesun.co.uk.27296::8 Online-B.1593 Online-Z.1634 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
thesun.co.uk.27296::8 Online-Z.1634 SJTU-NICT.899 0 0 0 0 1 0 1 0 1 0 0 1 1 0 1 1 1 1 0 0 0 1 0 0 1
thesun.co.uk.27296::8 SRPOL.1325 Huoshan_Translate.1137 0 0 0 0 0 0 0 0 0 1 0 0 0 1 1 0 0 1 0 0 0 1 1 0 1
thesun.co.uk.27296::8 SRPOL.1325 Online-A.1576 0 0 0 0 1 1 1 0 0 1 0 0 0 0 1 1 0 1 0 0 0 1 1 1 1
thesun.co.uk.27296::8 SRPOL.1325 SJTU-NICT.899 1 0 0 0 1 1 1 1 1 1 0 0 1 0 1 1 0 1 0 0 0 1 1 1 1
thesun.co.uk.27296::8 SRPOL.1325 Online-Z.1634 1 0 0 0 1 1 1 1 1 1 1 0 1 1 1 1 0 1 1 0 1 1 1 1 1
thesun.co.uk.27296::8 SRPOL.1325 zlabs-nlp.180 0 0 0 0 1 1 1 1 1 1 0 0 1 1 1 1 0 1 0 0 0 0 1 1 1
thesun.co.uk.27296::8 eTranslation.926 Huoshan_Translate.1137 0 0 0 0 1 0 1 0 0 0 0 0 0 1 1 0 0 1 0 0 0 1 1 0 1
thesun.co.uk.27296::8 eTranslation.926 Online-A.1576 0 0 0 0 1 1 1 1 1 1 0 0 0 0 1 1 0 1 0 0 0 1 1 1 1
thesun.co.uk.27296::8 eTranslation.926 SJTU-NICT.899 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
thesun.co.uk.27296::8 eTranslation.926 zlabs-nlp.180 1 1 0 0 1 1 1 1 1 1 1 0 1 1 1 1 0 1 1 0 1 1 1 1 1
en.ndtv.com.13155::9 CUNI-Transformer.978 Tilde.1430 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 0 0 1 1 1 1 1 1
en.ndtv.com.13155::9 CUNI-Transformer.978 NICT_Kyoto.1233 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
en.ndtv.com.13155::9 CUNI-Transformer.978 Huoshan_Translate.1137 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1
en.ndtv.com.13155::9 CUNI-Transformer.978 SJTU-NICT.899 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
en.ndtv.com.13155::9 CUNI-Transformer.978 OPPO.1076 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
en.ndtv.com.13155::9 CUNI-Transformer.978 eTranslation.926 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
en.ndtv.com.13155::9 CUNI-Transformer.978 Online-B.1593 1 1 0 1 1 0 0 1 0 0 1 1 0 1 0 1 0 1 0 1 1 1 1 0 0
en.ndtv.com.13155::9 CUNI-Transformer.978 zlabs-nlp.180 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
en.ndtv.com.13155::9 CUNI-Transformer.978 Online-Z.1634 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
en.ndtv.com.13155::9 Tilde.1430 NICT_Kyoto.1233 1 1 1 1 1 1 1 1 1 0 1 0 1 1 1 1 1 1 1 1 1 0 1 1 1
en.ndtv.com.13155::9 Tilde.1430 Online-Z.1634 0 1 1 1 1 1 1 1 1 0 1 1 1 0 1 1 1 1 1 1 1 1 1 0 1
en.ndtv.com.13155::9 Tilde.1430 zlabs-nlp.180 0 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 0 1
en.ndtv.com.13155::9 Online-G.1559 Tilde.1430 1 0 0 0 0 1 1 1 1 1 0 1 0 1 1 1 0 0 0 0 0 0 1 1 1
en.ndtv.com.13155::9 Online-G.1559 SJTU-NICT.899 0 1 1 1 1 0 0 1 1 1 0 1 1 0 1 1 1 1 0 1 1 1 1 1 1
en.ndtv.com.13155::9 Online-G.1559 NICT_Kyoto.1233 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1
en.ndtv.com.13155::9 Online-G.1559 Huoshan_Translate.1137 0 0 0 0 1 0 0 0 1 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0
en.ndtv.com.13155::9 Online-G.1559 OPPO.1076 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1
en.ndtv.com.13155::9 Online-G.1559 Online-B.1593 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 1 0 0 0 0
en.ndtv.com.13155::9 Online-G.1559 eTranslation.926 0 0 0 0 1 0 1 1 1 1 0 1 1 0 1 0 0 1 0 0 0 1 1 1 1
en.ndtv.com.13155::9 Online-G.1559 zlabs-nlp.180 0 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 0 1 0 1 1 1 1
en.ndtv.com.13155::9 Online-G.1559 Online-Z.1634 0 0 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 1 1 1
en.ndtv.com.13155::9 Huoshan_Translate.1137 NICT_Kyoto.1233 1 1 1 1 1 1 1 1 1 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1
en.ndtv.com.13155::9 Huoshan_Translate.1137 zlabs-nlp.180 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
en.ndtv.com.13155::9 Huoshan_Translate.1137 Online-Z.1634 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
en.ndtv.com.13155::9 Online-A.1576 NICT_Kyoto.1233 1 1 1 1 1 1 0 1 0 0 1 0 0 1 1 1 1 0 1 1 1 0 1 1 1
en.ndtv.com.13155::9 Online-A.1576 OPPO.1076 1 1 1 1 1 1 0 0 1 0 1 1 0 1 1 1 1 0 1 1 1 0 1 1 1
en.ndtv.com.13155::9 Online-A.1576 SJTU-NICT.899 0 1 1 1 1 1 0 0 0 0 0 0 0 1 0 1 1 0 1 1 1 1 1 0 1
