SID BETTER WORSE BERT_DASH_base_DASH_L2 BERT_DASH_large_DASH_L2 BLEURT BLEURT_DASH_extended COMET COMET_DASH_2R COMET_DASH_HTER COMET_DASH_MQM COMET_DASH_QE COMET_DASH_Rank CharacTER EED MEE OpenKiwi_DASH_Bert OpenKiwi_DASH_XLMR SWSS_PLUS_METEOR TER YiSi_DASH_0 YiSi_DASH_1 YiSi_DASH_2 chrF chrF_PLUS__PLUS_ esim mBERT_DASH_L2 parbleu parchrf_PLUS__PLUS_ paresim_DASH_1 prism sentBLEU
hokkaido_shimbun-ja.872 Tohoku-AIP-NTT.1429 NICT_Kyoto.1230 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
hokkaido_shimbun-ja.872 eTranslation.269 NICT_Kyoto.1230 1 1 1 1 1 1 0 0 1 0 1 0 0 0 1 1 1 0 1 0 0 0 1 1 1 0 0 0 1
iwaki_minpo-ja.125 NICT_Kyoto.1230 Online-A.1581 0 0 1 0 1 0 0 1 0 1 1 1 0 1 0 1 0 0 0 0 1 1 1 0 0 1 1 1 0
iwaki_minpo-ja.125 NICT_Kyoto.1230 eTranslation.269 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 1 0
iwaki_minpo-ja.125 NiuTrans.1352 Online-A.1581 0 1 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1
iwaki_minpo-ja.125 OPPO.1529 Online-A.1581 0 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1
iwaki_minpo-ja.125 Online-B.1599 Online-A.1581 0 1 1 1 1 1 1 1 1 1 1 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1
iwaki_minpo-ja.125 Tohoku-AIP-NTT.1429 NiuTrans.1352 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1
iwaki_minpo-ja.125 Tohoku-AIP-NTT.1429 Online-A.1581 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
iwaki_minpo-ja.125 Tohoku-AIP-NTT.1429 eTranslation.269 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
iwaki_minpo-ja.125 eTranslation.269 Online-A.1581 0 0 1 0 1 1 0 1 1 1 1 1 1 1 0 1 1 1 1 0 1 1 1 1 1 1 1 1 0
iwaki_minpo-ja.140 NiuTrans.1352 NICT_Kyoto.1230 1 0 0 0 1 0 1 1 0 1 1 0 0 0 0 0 1 1 0 1 1 0 1 1 0 1 1 1 1
iwaki_minpo-ja.140 OPPO.1529 NICT_Kyoto.1230 1 0 0 0 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 0 1 1 1
iwaki_minpo-ja.140 Online-A.1581 NICT_Kyoto.1230 0 0 0 0 0 0 1 1 0 0 1 0 0 0 0 0 1 1 0 0 1 0 1 1 1 0 0 0 1
iwaki_minpo-ja.140 Online-B.1599 NICT_Kyoto.1230 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
saga_shimbun-ja.168 NICT_Kyoto.1230 Online-B.1599 0 0 1 0 0 1 1 1 0 1 1 0 1 0 1 0 1 1 0 1 1 0 0 0 0 1 1 1 0
saga_shimbun-ja.168 NiuTrans.1352 Online-B.1599 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
saga_shimbun-ja.168 NiuTrans.1352 eTranslation.269 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 0 1 1 1
saga_shimbun-ja.168 OPPO.1529 Online-B.1599 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1
saga_shimbun-ja.168 OPPO.1529 eTranslation.269 1 1 1 1 0 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1
saga_shimbun-ja.168 Tohoku-AIP-NTT.1429 Online-B.1599 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
saga_shimbun-ja.214 NICT_Kyoto.1230 OPPO.1529 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0
saga_shimbun-ja.214 NiuTrans.1352 OPPO.1529 0 1 0 1 0 0 0 0 1 1 0 0 1 0 0 0 0 0 1 0 0 0 0 0 1 1 1 0 0
saga_shimbun-ja.214 Online-A.1581 OPPO.1529 1 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
saga_shimbun-ja.214 Tohoku-AIP-NTT.1429 OPPO.1529 0 1 0 1 1 0 0 1 1 1 0 1 1 1 0 0 1 1 1 1 1 0 1 1 1 1 1 1 0
saga_shimbun-ja.214 eTranslation.269 OPPO.1529 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
sanyo_shimbun-ja.152 NICT_Kyoto.1230 eTranslation.269 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
sanyo_shimbun-ja.152 NiuTrans.1352 eTranslation.269 0 1 1 1 1 1 1 1 0 0 0 0 0 0 1 1 0 1 0 1 1 1 0 0 0 0 0 1 1
sanyo_shimbun-ja.152 OPPO.1529 eTranslation.269 1 1 0 1 0 1 1 1 0 1 0 0 0 0 0 1 0 1 0 1 1 1 1 0 0 0 1 1 1
sanyo_shimbun-ja.152 Online-B.1599 eTranslation.269 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
sanyo_shimbun-ja.165 Tohoku-AIP-NTT.1429 Online-A.1581 0 1 1 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 1 0 0 1 1 1 1 1 1 0
sanyo_shimbun-ja.167 Tohoku-AIP-NTT.1429 eTranslation.269 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 1 0 0 0
sanyo_shimbun-ja.186 NICT_Kyoto.1230 Tohoku-AIP-NTT.1429 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 1 0 0
sanyo_shimbun-ja.186 OPPO.1529 Tohoku-AIP-NTT.1429 0 1 1 1 1 1 1 0 0 0 1 1 0 1 0 1 0 1 1 1 1 1 1 1 1 0 0 1 0
sanyo_shimbun-ja.186 Online-A.1581 Tohoku-AIP-NTT.1429 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
shizuoka_shimbun-ja.1364 NICT_Kyoto.1230 Online-A.1581 1 1 1 1 1 0 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 0 1 1 0 1 1 1 0
shizuoka_shimbun-ja.1364 NiuTrans.1352 Online-A.1581 1 1 1 1 1 0 1 1 1 1 1 0 1 1 1 0 1 1 1 1 1 0 1 1 1 1 1 1 0
shizuoka_shimbun-ja.1364 OPPO.1529 Online-A.1581 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 1 0 0 0 0 0 1 1 0 0 1 0 0 0
shizuoka_shimbun-ja.1364 Online-B.1599 Online-A.1581 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 1 0 1 1 0 1 1 1 1 1 1 0 1
shizuoka_shimbun-ja.1364 eTranslation.269 Online-A.1581 1 1 1 0 1 0 1 0 0 1 0 0 0 0 0 0 1 1 0 1 0 1 1 0 0 1 1 0 0
shizuoka_shimbun-ja.1398 NiuTrans.1352 NICT_Kyoto.1230 1 1 1 1 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 1 0 1 1 0 0 0 1
shizuoka_shimbun-ja.1398 NiuTrans.1352 Tohoku-AIP-NTT.1429 0 1 1 1 0 1 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 1 0 1 1 0 0 0 0
shizuoka_shimbun-ja.1398 NiuTrans.1352 eTranslation.269 1 1 1 1 0 1 0 0 1 0 1 0 1 0 1 0 1 0 1 0 0 1 0 1 1 0 0 1 1
shizuoka_shimbun-ja.1398 Online-B.1599 NICT_Kyoto.1230 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1
shizuoka_shimbun-ja.1398 Online-B.1599 Tohoku-AIP-NTT.1429 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1
shizuoka_shimbun-ja.1398 Online-B.1599 eTranslation.269 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1
shizuoka_shimbun-ja.1421 Online-B.1599 OPPO.1529 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
shizuoka_shimbun-ja.1421 eTranslation.269 OPPO.1529 1 1 1 1 1 1 0 0 1 1 0 0 1 0 1 0 0 0 1 0 0 0 1 1 1 0 0 0 0
shizuoka_shimbun-ja.1462 NICT_Kyoto.1230 NiuTrans.1352 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0
shizuoka_shimbun-ja.1462 OPPO.1529 NiuTrans.1352 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 1 1 0 0 0 1 0 0 0
shizuoka_shimbun-ja.1462 Online-A.1581 NiuTrans.1352 1 0 1 0 1 0 0 0 0 1 1 0 0 0 0 0 0 1 0 0 1 1 0 0 1 0 1 0 0
shizuoka_shimbun-ja.1462 eTranslation.269 NiuTrans.1352 1 0 1 0 1 0 1 1 0 1 1 1 0 1 0 1 0 1 0 1 1 1 1 0 0 1 1 1 0
shizuoka_shimbun-ja.1462 eTranslation.269 Tohoku-AIP-NTT.1429 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 0
shizuoka_shimbun-ja.1470 NICT_Kyoto.1230 OPPO.1529 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0 0 0
shizuoka_shimbun-ja.1476 NICT_Kyoto.1230 OPPO.1529 1 1 1 1 1 1 0 1 1 0 0 1 0 0 0 1 0 0 1 0 0 1 0 0 1 1 0 0 0
shizuoka_shimbun-ja.1476 NiuTrans.1352 OPPO.1529 1 0 1 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0
shizuoka_shimbun-ja.1476 Online-A.1581 OPPO.1529 1 1 1 1 1 1 0 0 1 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
shizuoka_shimbun-ja.1476 Online-B.1599 OPPO.1529 1 1 1 1 1 1 0 0 1 0 0 0 1 0 1 0 0 0 1 0 0 0 0 0 1 0 0 0 0
shizuoka_shimbun-ja.1476 Tohoku-AIP-NTT.1429 OPPO.1529 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1
shizuoka_shimbun-ja.1476 eTranslation.269 OPPO.1529 1 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
shizuoka_shimbun-ja.1480 NICT_Kyoto.1230 OPPO.1529 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
shizuoka_shimbun-ja.1480 NICT_Kyoto.1230 Online-B.1599 1 1 0 1 1 1 1 1 1 0 1 1 1 1 0 1 1 1 1 1 1 0 0 1 1 1 0 1 0
shizuoka_shimbun-ja.1480 NiuTrans.1352 OPPO.1529 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 1
shizuoka_shimbun-ja.1480 NiuTrans.1352 Online-B.1599 1 1 1 1 1 1 1 0 1 1 1 1 1 0 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1
shizuoka_shimbun-ja.1480 Tohoku-AIP-NTT.1429 OPPO.1529 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 1 0 0 1
shizuoka_shimbun-ja.1480 Tohoku-AIP-NTT.1429 Online-B.1599 1 1 0 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1
shizuoka_shimbun-ja.1480 eTranslation.269 Online-B.1599 0 1 0 1 0 0 1 1 1 1 1 1 1 0 0 1 1 1 1 0 1 0 0 1 1 1 1 1 0
shizuoka_shimbun-ja.1502 OPPO.1529 Tohoku-AIP-NTT.1429 1 1 1 1 1 1 0 0 1 0 0 0 1 0 1 0 0 0 1 0 1 1 1 0 1 1 0 0 1
shizuoka_shimbun-ja.1502 OPPO.1529 eTranslation.269 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0 1
shizuoka_shimbun-ja.1502 NICT_Kyoto.1230 eTranslation.269 0 1 1 1 1 1 0 0 1 0 0 1 0 0 0 1 0 0 1 0 0 1 1 1 1 0 0 0 0
shizuoka_shimbun-ja.1502 Online-A.1581 eTranslation.269 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 0 1 1 1 0 0 1 1 1 0 1 0 1
shizuoka_shimbun-ja.1502 Online-B.1599 eTranslation.269 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1 0 1 0 1
shizuoka_shimbun-ja.1527 NICT_Kyoto.1230 eTranslation.269 0 1 1 1 1 1 1 1 0 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 0 1 1 1 0
shizuoka_shimbun-ja.1539 OPPO.1529 Online-B.1599 0 0 1 0 1 0 1 0 0 0 0 0 0 1 0 0 0 0 0 1 1 1 0 0 0 0 0 1 0
shizuoka_shimbun-ja.1539 Online-A.1581 Online-B.1599 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
shizuoka_shimbun-ja.1601 NICT_Kyoto.1230 OPPO.1529 0 1 0 1 0 1 1 1 1 1 1 1 0 1 1 1 1 0 1 1 1 0 1 1 1 1 1 1 0
shizuoka_shimbun-ja.1601 NiuTrans.1352 OPPO.1529 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1
shizuoka_shimbun-ja.1601 Online-A.1581 OPPO.1529 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
shizuoka_shimbun-ja.1601 Online-B.1599 OPPO.1529 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
shizuoka_shimbun-ja.1601 Tohoku-AIP-NTT.1429 OPPO.1529 1 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 1
shizuoka_shimbun-ja.1601 eTranslation.269 NiuTrans.1352 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 1 0 0 0 1 0 0 0
shizuoka_shimbun-ja.1601 eTranslation.269 OPPO.1529 0 1 1 1 1 0 0 1 1 1 0 0 0 1 1 1 0 0 1 0 1 1 1 1 1 1 1 0 1
shizuoka_shimbun-ja.1601 eTranslation.269 Online-A.1581 1 1 1 1 1 1 1 0 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
shizuoka_shimbun-ja.1626 OPPO.1529 NICT_Kyoto.1230 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 0 1 1 1
shizuoka_shimbun-ja.1626 OPPO.1529 NiuTrans.1352 0 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1
shizuoka_shimbun-ja.1626 OPPO.1529 Tohoku-AIP-NTT.1429 1 1 1 1 1 1 0 1 1 0 0 0 1 0 1 0 1 1 1 0 1 0 1 1 1 0 0 0 1
shizuoka_shimbun-ja.1626 Online-B.1599 NICT_Kyoto.1230 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 0 1 1 1
shizuoka_shimbun-ja.1626 Online-B.1599 NiuTrans.1352 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
shizuoka_shimbun-ja.1626 Online-B.1599 Tohoku-AIP-NTT.1429 0 1 1 1 1 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0
shizuoka_shimbun-ja.1626 eTranslation.269 NICT_Kyoto.1230 0 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1
shizuoka_shimbun-ja.1626 eTranslation.269 NiuTrans.1352 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
shizuoka_shimbun-ja.1626 eTranslation.269 Tohoku-AIP-NTT.1429 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
shizuoka_shimbun-ja.1646 NICT_Kyoto.1230 eTranslation.269 0 1 1 1 0 1 1 1 0 1 0 1 1 1 0 0 0 1 1 0 0 1 0 0 0 0 1 1 0
shizuoka_shimbun-ja.1646 NiuTrans.1352 eTranslation.269 0 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1
shizuoka_shimbun-ja.1646 OPPO.1529 eTranslation.269 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 0 1 1 0
shizuoka_shimbun-ja.1646 Online-A.1581 eTranslation.269 0 0 0 0 0 0 1 0 0 1 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 1 1 0 0
shizuoka_shimbun-ja.1646 Online-B.1599 eTranslation.269 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ube_nippo_shimbun-ja.81 NICT_Kyoto.1230 Tohoku-AIP-NTT.1429 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ube_nippo_shimbun-ja.81 NiuTrans.1352 Tohoku-AIP-NTT.1429 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1
ube_nippo_shimbun-ja.81 OPPO.1529 Tohoku-AIP-NTT.1429 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
ube_nippo_shimbun-ja.81 Online-A.1581 Tohoku-AIP-NTT.1429 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ube_nippo_shimbun-ja.81 Online-B.1599 Tohoku-AIP-NTT.1429 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
ube_nippo_shimbun-ja.81 eTranslation.269 Tohoku-AIP-NTT.1429 1 0 0 0 1 1 0 0 0 0 0 0 1 0 1 1 0 0 1 0 0 0 0 0 1 0 0 0 0
yahoo-ja.15776 NICT_Kyoto.1230 Online-B.1599 0 0 0 0 1 0 1 1 0 1 1 1 0 1 0 1 1 1 0 1 1 1 1 1 0 1 1 1 0
yahoo-ja.15776 NICT_Kyoto.1230 Tohoku-AIP-NTT.1429 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
yahoo-ja.15776 NiuTrans.1352 Online-B.1599 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
yahoo-ja.15776 OPPO.1529 Online-B.1599 0 1 0 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
yahoo-ja.15776 Online-A.1581 Online-B.1599 0 1 1 1 1 1 1 1 1 1 1 0 1 0 1 0 1 1 1 1 1 0 0 1 1 1 1 1 0
yahoo-ja.15776 Tohoku-AIP-NTT.1429 Online-B.1599 1 1 1 1 0 1 1 1 0 1 1 1 0 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 0
yahoo-ja.15776 eTranslation.269 Online-B.1599 0 0 0 0 0 0 1 1 0 1 1 1 0 0 0 0 1 1 0 1 1 1 0 1 0 1 1 1 0
yahoo-ja.15952 OPPO.1529 NICT_Kyoto.1230 0 1 0 1 0 0 1 1 0 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
yahoo-ja.15952 OPPO.1529 eTranslation.269 0 1 0 0 0 0 1 1 1 1 1 1 0 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1
yahoo-ja.15952 Online-A.1581 eTranslation.269 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 1
