SID BETTER WORSE BAQ_dyn BAQ_static BLEURT_DASH_extended COMET COMET_DASH_2R COMET_DASH_HTER COMET_DASH_MQM COMET_DASH_QE COMET_DASH_Rank CharacTER EED EQ_dyn EQ_static OpenKiwi_DASH_Bert OpenKiwi_DASH_XLMR TER YiSi_DASH_0 YiSi_DASH_1 YiSi_DASH_2 chrF chrF_PLUS__PLUS_ esim mBERT_DASH_L2 parbleu parchrf_PLUS__PLUS_ paresim_DASH_1 prism sentBLEU
abcnews.363994 Huawei_TSC.618 SJTU-NICT.706 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 0 1 1 1 1 1 1 0
abcnews.364001 Online-Z.1638 Huoshan_Translate.716 0 0 0 0 0 0 0 1 0 0 0 1 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 1
abcnews.364001 Online-Z.1638 Online-A.1579 0 0 0 0 1 1 0 1 0 0 0 1 1 0 1 0 1 1 0 1 0 1 0 0 1 1 0 0
abcnews.364001 Online-Z.1638 Online-G.1562 0 0 0 0 1 1 0 1 1 1 0 1 1 1 0 0 1 1 0 1 1 0 0 0 1 1 0 1
abcnews.364001 Online-Z.1638 dong-nmt.768 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 0 1
abcnews.364001 Online-Z.1638 zlabs-nlp.322 0 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1
abcnews.364001 Tencent_Translation.1332 Huoshan_Translate.716 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1
abcnews.364001 Tencent_Translation.1332 Online-G.1562 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
abcnews.364001 Tencent_Translation.1332 zlabs-nlp.322 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
abcnews.364001 Huawei_TSC.618 zlabs-nlp.322 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
abcnews.364001 NiuTrans.1511 zlabs-nlp.322 0 1 1 1 1 0 1 1 0 0 1 0 1 0 0 1 1 1 1 0 1 1 0 0 1 1 1 0
abcnews.364021 OPPO.1147 Online-B.1597 0 0 0 0 0 1 0 0 1 1 0 1 0 1 1 0 1 0 0 1 0 0 0 1 0 0 1 0
abcnews.364021 OPPO.1147 dong-nmt.768 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 0
abcnews.364021 Tencent_Translation.1332 Huoshan_Translate.716 0 1 1 1 1 1 1 0 0 1 0 0 0 1 1 1 0 0 1 1 0 0 1 1 1 0 1 1
abcnews.364021 Tencent_Translation.1332 Online-B.1597 0 0 0 0 0 1 0 0 1 1 0 1 0 1 1 0 1 0 0 1 0 0 0 1 0 0 1 0
abcnews.364021 Tencent_Translation.1332 Online-Z.1638 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
abcnews.364021 Tencent_Translation.1332 dong-nmt.768 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1
aj-english.8642 NiuTrans.1511 Online-Z.1638 0 1 1 1 1 0 1 1 0 0 1 0 1 0 0 1 1 1 1 0 1 1 0 0 1 1 1 0
aj-english.8642 OPPO.1147 Online-Z.1638 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
aj-english.8642 OPPO.1147 zlabs-nlp.322 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
aj-english.8642 Online-B.1597 Online-Z.1638 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0
aj-english.8643 Huoshan_Translate.716 Huawei_TSC.618 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 0 1 1 1 1 0 0 1
aj-english.8643 NiuTrans.1511 Huawei_TSC.618 0 1 1 1 0 0 1 1 0 0 1 0 1 0 0 1 1 1 1 0 0 1 0 0 1 1 1 0
aj-english.8643 NiuTrans.1511 Online-A.1579 0 0 0 0 0 0 1 1 0 0 1 0 1 0 0 1 1 1 1 0 0 0 0 0 1 1 1 0
aj-english.8643 OPPO.1147 Huawei_TSC.618 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 0 1 1 1 1 1 1 1
aj-english.8643 OPPO.1147 Online-A.1579 0 0 0 0 1 1 0 1 1 1 1 1 1 1 0 1 1 1 1 1 1 0 1 1 1 1 1 1
aj-english.8643 zlabs-nlp.322 Huawei_TSC.618 0 0 0 0 0 1 0 1 0 0 0 1 0 1 1 0 1 1 0 1 0 0 1 1 1 0 0 1
aj-english.8643 zlabs-nlp.322 Online-A.1579 0 0 0 0 1 1 0 1 0 0 0 1 0 1 1 0 1 1 0 1 1 0 0 1 1 1 0 1
allafrica.15342 NiuTrans.1511 Huawei_TSC.618 0 0 0 0 1 0 0 1 0 0 0 0 1 0 0 1 1 0 1 0 0 1 0 0 1 0 1 0
brisbanetimes.com.au.225989 OPPO.1147 Huawei_TSC.618 1 0 1 0 1 0 1 0 1 1 1 1 1 1 1 1 1 0 0 1 1 1 0 1 0 1 1 0
brisbanetimes.com.au.225989 OPPO.1147 Huoshan_Translate.716 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 0 0 0 1 0 1 1 1 0 1 0 1
brisbanetimes.com.au.225989 OPPO.1147 NiuTrans.1511 1 0 0 0 1 1 0 0 1 1 0 1 1 1 1 0 0 0 0 1 1 0 1 1 0 1 1 1
brisbanetimes.com.au.225989 OPPO.1147 Online-A.1579 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0
brisbanetimes.com.au.225989 OPPO.1147 Online-B.1597 0 0 0 0 1 1 0 0 1 1 0 1 1 1 1 0 0 0 1 1 0 1 0 1 0 1 1 0
brisbanetimes.com.au.225989 OPPO.1147 Online-G.1562 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 0
brisbanetimes.com.au.225989 OPPO.1147 Online-Z.1638 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0
brisbanetimes.com.au.225989 OPPO.1147 SJTU-NICT.706 0 0 1 0 1 1 1 1 1 1 1 1 1 1 1 0 0 0 1 1 1 1 0 1 1 1 1 0
brisbanetimes.com.au.225989 OPPO.1147 dong-nmt.768 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 1
brisbanetimes.com.au.225989 OPPO.1147 zlabs-nlp.322 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
brisbanetimes.com.au.225989 Huawei_TSC.618 Online-Z.1638 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
brisbanetimes.com.au.225989 Online-B.1597 Online-Z.1638 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0
brisbanetimes.com.au.225989 Tencent_Translation.1332 Online-A.1579 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
brisbanetimes.com.au.225989 Tencent_Translation.1332 Online-G.1562 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 1
brisbanetimes.com.au.225989 Tencent_Translation.1332 Online-Z.1638 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
brisbanetimes.com.au.225989 Tencent_Translation.1332 SJTU-NICT.706 1 0 0 0 1 0 0 1 0 0 1 1 0 0 1 0 0 1 1 0 1 0 0 1 1 0 0 1
brisbanetimes.com.au.225989 dong-nmt.768 Online-Z.1638 0 1 1 1 1 1 1 1 1 0 1 1 1 0 1 1 1 1 1 1 1 1 1 0 1 1 1 0
brisbanetimes.com.au.225989 zlabs-nlp.322 Online-Z.1638 1 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0
cbsnews.302172 Huawei_TSC.618 Online-G.1562 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1
cbsnews.302172 Huawei_TSC.618 dong-nmt.768 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
cbsnews.302172 Huawei_TSC.618 zlabs-nlp.322 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
cbsnews.302172 OPPO.1147 Online-G.1562 0 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 0
cbsnews.302172 OPPO.1147 dong-nmt.768 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1
cbsnews.302172 OPPO.1147 zlabs-nlp.322 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 0
cbsnews.302172 Online-Z.1638 Huoshan_Translate.716 1 0 1 0 1 0 0 1 0 0 1 0 1 0 0 1 0 1 0 0 1 1 1 0 1 1 0 1
cbsnews.302172 Online-Z.1638 Online-A.1579 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
cbsnews.302172 Online-Z.1638 Online-B.1597 0 0 0 0 1 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 1
cbsnews.302172 Online-Z.1638 Online-G.1562 0 0 1 0 1 0 1 1 0 0 1 0 1 0 0 1 0 1 0 1 1 1 1 0 1 0 0 1
cbsnews.302172 Online-Z.1638 dong-nmt.768 1 1 1 0 1 1 1 1 0 1 1 1 1 1 1 1 0 1 0 1 1 1 1 0 1 1 0 1
cbsnews.302172 Online-Z.1638 zlabs-nlp.322 0 1 1 1 1 1 1 1 0 0 1 1 1 1 0 1 1 1 0 1 1 1 1 0 1 1 1 1
cbsnews.302172 SJTU-NICT.706 Online-G.1562 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0
cbsnews.302172 SJTU-NICT.706 dong-nmt.768 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
cbsnews.302172 SJTU-NICT.706 zlabs-nlp.322 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0
cbsnews.302172 Tencent_Translation.1332 Online-G.1562 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
cbsnews.302172 Tencent_Translation.1332 dong-nmt.768 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
cbsnews.302172 Tencent_Translation.1332 zlabs-nlp.322 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
cbsnews.302172 Online-A.1579 dong-nmt.768 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
cbsnews.302172 Online-B.1597 dong-nmt.768 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
cbsnews.302258 Huoshan_Translate.716 Online-Z.1638 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
cbsnews.302258 Huoshan_Translate.716 dong-nmt.768 1 1 1 0 0 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 1 1 1 1 1 1 1 1
cbsnews.302258 Huoshan_Translate.716 zlabs-nlp.322 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
cbsnews.302258 NiuTrans.1511 Online-Z.1638 0 1 1 1 0 0 1 1 0 0 1 0 1 0 0 1 1 1 1 0 1 1 0 0 1 1 1 0
cbsnews.302258 OPPO.1147 Online-Z.1638 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0
cbsnews.302258 Online-A.1579 Online-Z.1638 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 0
cbsnews.302258 Online-B.1597 Online-Z.1638 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0
cbsnews.302258 Online-G.1562 Online-Z.1638 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1
cbsnews.302258 SJTU-NICT.706 Online-Z.1638 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0
cbsnews.302258 Tencent_Translation.1332 Online-Z.1638 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
cbsnews.302258 Tencent_Translation.1332 zlabs-nlp.322 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
chicago_defender.80 NiuTrans.1511 Huawei_TSC.618 0 1 1 1 1 0 1 1 0 0 1 0 1 0 0 1 1 1 1 0 1 1 0 0 1 1 1 0
chicago_defender.80 NiuTrans.1511 Huoshan_Translate.716 0 1 1 1 1 0 1 1 0 0 1 0 1 0 0 1 1 1 1 0 1 1 0 0 1 1 1 0
chicago_defender.80 NiuTrans.1511 OPPO.1147 0 1 1 1 1 0 1 1 0 0 1 0 1 0 0 1 1 1 1 0 1 1 0 0 1 1 1 0
chicago_defender.80 NiuTrans.1511 Online-G.1562 0 1 1 1 1 0 1 1 0 0 1 0 1 0 0 1 1 1 1 0 0 1 0 0 1 1 1 0
chicago_defender.80 NiuTrans.1511 zlabs-nlp.322 0 1 1 1 1 0 1 1 0 0 1 0 1 0 0 1 1 1 1 0 1 1 0 0 1 1 1 0
chicago_defender.80 SJTU-NICT.706 Huoshan_Translate.716 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1
cnbc.com.33901 Online-A.1579 Huawei_TSC.618 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1
cnbc.com.33901 Online-A.1579 Online-B.1597 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1
cnbc.com.33901 Online-A.1579 Online-G.1562 1 1 1 1 0 1 0 0 1 1 1 1 0 0 0 1 1 0 1 1 0 0 1 0 0 0 1 1
cnbc.com.33901 Online-A.1579 Online-Z.1638 1 1 1 1 1 1 1 0 1 1 1 1 0 1 1 1 1 0 1 1 1 1 1 1 0 1 1 1
cnbc.com.33901 Online-A.1579 dong-nmt.768 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1
cnbc.com.33901 NiuTrans.1511 dong-nmt.768 0 1 1 1 1 0 1 1 0 0 1 0 1 0 0 1 1 1 1 0 1 1 0 0 1 1 1 0
cnbc.com.33901 OPPO.1147 dong-nmt.768 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1
cnbc.com.33901 SJTU-NICT.706 dong-nmt.768 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 0
cnbc.com.33953 Online-B.1597 Online-Z.1638 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0
cnbc.com.33999 OPPO.1147 Online-A.1579 0 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
cnbc.com.33999 OPPO.1147 SJTU-NICT.706 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0
cnbc.com.33999 Online-B.1597 SJTU-NICT.706 0 1 1 1 0 0 1 1 0 0 1 0 1 0 0 1 0 1 1 0 1 1 1 0 1 0 1 0
cnn.385555 Online-A.1579 Online-Z.1638 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
cnn.385556 Huawei_TSC.618 Online-B.1597 1 0 0 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1
cnn.385556 Huawei_TSC.618 Online-Z.1638 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
cnn.385556 Huoshan_Translate.716 Online-B.1597 0 0 0 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1
cnn.385556 Huoshan_Translate.716 Online-Z.1638 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
cnn.385556 Tencent_Translation.1332 Online-B.1597 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
cnn.385556 Tencent_Translation.1332 Online-Z.1638 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
cnn.385556 dong-nmt.768 Online-B.1597 0 0 0 0 0 1 0 0 1 0 0 1 0 0 0 0 1 0 1 1 0 0 0 0 1 0 1 1
cnn.385556 dong-nmt.768 Online-Z.1638 0 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0
cnn.385672 Huawei_TSC.618 Online-Z.1638 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
cnn.385672 OPPO.1147 Online-Z.1638 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0
cnn.385672 Online-A.1579 Online-Z.1638 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
cnn.385672 Online-B.1597 Online-Z.1638 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
cnn.385672 SJTU-NICT.706 Online-Z.1638 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0
cnn.385672 Tencent_Translation.1332 Online-Z.1638 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
cnn.385674 Huawei_TSC.618 Online-Z.1638 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
cnn.385674 Huoshan_Translate.716 Online-Z.1638 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
cnn.385674 NiuTrans.1511 Online-Z.1638 0 1 1 1 1 0 1 1 0 0 1 0 1 0 0 1 1 1 1 0 1 1 0 0 1 1 1 0
cnn.385674 OPPO.1147 Online-Z.1638 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
cnn.385674 Online-A.1579 Online-Z.1638 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
cnn.385674 Online-B.1597 Online-Z.1638 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 0
cnn.385674 Online-G.1562 Online-Z.1638 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1
cnn.385674 SJTU-NICT.706 Online-Z.1638 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
cnn.385674 SJTU-NICT.706 zlabs-nlp.322 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
cnn.385674 Tencent_Translation.1332 Online-Z.1638 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
cnn.385674 zlabs-nlp.322 Online-Z.1638 1 0 0 0 0 1 1 0 1 1 0 1 1 1 1 0 1 0 1 1 1 1 0 1 1 1 1 0
cnn.385761 OPPO.1147 Online-A.1579 0 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1
cnn.385803 Huawei_TSC.618 Online-B.1597 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 0 1 1 1 1
cnn.385803 Huawei_TSC.618 Online-G.1562 0 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 0 1 1 0
cnn.385803 Huawei_TSC.618 zlabs-nlp.322 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
cnn.385803 Huoshan_Translate.716 Online-B.1597 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
cnn.385803 Huoshan_Translate.716 Online-G.1562 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0
cnn.385803 Huoshan_Translate.716 Online-Z.1638 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
cnn.385803 Huoshan_Translate.716 zlabs-nlp.322 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
cnn.385803 NiuTrans.1511 Online-B.1597 0 1 1 1 1 0 1 1 0 0 1 0 1 0 0 1 1 1 1 0 1 1 0 0 1 1 1 0
cnn.385803 NiuTrans.1511 Online-G.1562 0 1 1 1 1 0 1 1 0 0 1 0 1 0 0 1 1 1 1 0 1 1 0 0 1 1 1 0
cnn.385803 NiuTrans.1511 Online-Z.1638 0 1 1 1 1 0 1 1 0 0 1 0 1 0 0 1 1 1 1 0 1 1 0 0 1 1 1 0
cnn.385803 NiuTrans.1511 zlabs-nlp.322 0 1 1 1 1 0 1 1 0 0 1 0 1 0 0 1 1 1 1 0 1 1 0 0 1 1 1 0
cnn.385803 OPPO.1147 Online-B.1597 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1
cnn.385803 OPPO.1147 Online-G.1562 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 0
cnn.385803 OPPO.1147 Online-Z.1638 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0
cnn.385803 OPPO.1147 zlabs-nlp.322 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
cnn.385803 Online-A.1579 Online-B.1597 1 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 1
cnn.385803 Online-A.1579 Online-G.1562 1 0 0 0 0 1 0 0 1 1 0 0 1 1 0 0 0 0 1 0 0 0 0 0 0 0 0 1
cnn.385803 Online-A.1579 zlabs-nlp.322 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
cnn.385803 Online-Z.1638 Online-B.1597 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 1 0 0 0 0 0 0 0 0 1
cnn.385803 SJTU-NICT.706 Online-B.1597 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1
cnn.385803 SJTU-NICT.706 zlabs-nlp.322 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1
cnn.385803 Tencent_Translation.1332 Online-B.1597 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
cnn.385803 Tencent_Translation.1332 Online-G.1562 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0
cnn.385803 Tencent_Translation.1332 zlabs-nlp.322 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
cnn.385803 dong-nmt.768 Online-B.1597 0 0 0 0 0 1 0 0 0 0 1 0 1 0 0 0 0 1 1 0 0 0 0 0 0 0 0 1
cnn.385803 dong-nmt.768 Online-G.1562 0 0 0 0 0 1 0 0 1 0 0 0 1 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0
