SID BETTER WORSE BLEURT_DASH_extended COMET COMET_DASH_2R COMET_DASH_HTER COMET_DASH_MQM COMET_DASH_QE COMET_DASH_Rank CharacTER EED MEE OpenKiwi_DASH_Bert OpenKiwi_DASH_XLMR TER YiSi_DASH_0 YiSi_DASH_1 YiSi_DASH_2 chrF chrF_PLUS__PLUS_ esim parbleu paresim_DASH_1 prism sentBLEU
nunatsiaq-20191009 Groningen.1392 UQAM_TanLe.521 1 1 1 1 1 1 0 1 0 1 1 1 1 1 1 1 1 1 1 0 0 1 0
nunatsiaq-20191009 MultiLingual_Engine_Ubiqus.525 UQAM_TanLe.521 1 1 1 1 1 1 0 1 1 1 0 1 0 0 1 0 0 1 1 0 1 1 0
nunatsiaq-20191009 NRC.715 UQAM_TanLe.521 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 0 1 1 1 0 1 1 0
nunatsiaq-20191010 CUNI-Transfer.1009 NRC.715 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 1 0 0 0 1 0 0 0
nunatsiaq-20191010 CUNI-Transfer.1009 UEDIN.1281 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1
nunatsiaq-20191010 Facebook_AI.1465 NRC.715 0 0 0 0 0 0 1 0 1 0 0 0 0 0 1 0 0 0 1 1 1 1 1
nunatsiaq-20191010 Facebook_AI.1465 UEDIN.1281 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1
nunatsiaq-20191010 Groningen.1392 NRC.715 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0
nunatsiaq-20191010 Groningen.1392 UEDIN.1281 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1
nunatsiaq-20191010 MultiLingual_Engine_Ubiqus.525 NRC.715 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 1
nunatsiaq-20191010 MultiLingual_Engine_Ubiqus.525 UEDIN.1281 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1
nunatsiaq-20191010 OPPO.722 NRC.715 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
nunatsiaq-20191010 OPPO.722 UEDIN.1281 0 0 0 0 0 0 1 0 1 0 1 0 1 1 0 0 0 1 0 0 1 0 1
nunatsiaq-20191010-2 CUNI-Transfer.1009 NRC.715 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1
nunatsiaq-20191010-2 CUNI-Transfer.1009 UQAM_TanLe.521 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 0 1 0 1 1 0 1 0
nunatsiaq-20191010-2 UEDIN.1281 NRC.715 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
nunatsiaq-20191011 CUNI-Transfer.1009 OPPO.722 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
nunatsiaq-20191011 Groningen.1392 OPPO.722 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
nunatsiaq-20191011 Helsinki.992 OPPO.722 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
nunatsiaq-20191011 MultiLingual_Engine_Ubiqus.525 OPPO.722 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
nunatsiaq-20191011 NICT_Kyoto.1219 OPPO.722 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
nunatsiaq-20191011 NRC.715 OPPO.722 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
nunatsiaq-20191011 SRPOL.383 OPPO.722 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
nunatsiaq-20191018 CUNI-Transfer.1009 OPPO.722 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0
nunatsiaq-20191018 CUNI-Transfer.1009 UQAM_TanLe.521 1 1 1 1 1 1 0 1 0 1 0 1 0 1 1 1 1 1 1 1 0 1 0
nunatsiaq-20191018 Groningen.1392 OPPO.722 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0
nunatsiaq-20191018 Groningen.1392 UQAM_TanLe.521 1 1 1 1 1 1 0 1 0 1 1 1 1 1 1 0 1 1 1 1 0 1 0
nunatsiaq-20191018 Helsinki.992 OPPO.722 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 0
nunatsiaq-20191018 Helsinki.992 UQAM_TanLe.521 1 1 1 1 0 1 0 1 0 1 0 1 0 1 1 1 1 1 1 0 0 1 0
nunatsiaq-20191018 MultiLingual_Engine_Ubiqus.525 OPPO.722 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
nunatsiaq-20191018 MultiLingual_Engine_Ubiqus.525 UQAM_TanLe.521 1 1 1 1 1 1 0 1 0 1 0 1 0 0 1 1 1 1 1 1 0 1 1
nunatsiaq-20191018 NRC.715 OPPO.722 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
nunatsiaq-20191018 NRC.715 UQAM_TanLe.521 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
nunatsiaq-20191018 SRPOL.383 OPPO.722 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
nunatsiaq-20191018 SRPOL.383 UQAM_TanLe.521 1 1 1 1 1 1 0 1 0 1 0 1 0 0 1 1 1 1 1 1 0 1 0
nunatsiaq-20191018 UEDIN.1281 OPPO.722 1 0 1 0 1 1 0 0 1 1 1 0 1 0 1 1 1 0 1 1 1 1 0
nunatsiaq-20191018 UEDIN.1281 UQAM_TanLe.521 0 0 1 0 0 1 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0 0 0
nunatsiaq-20191022 CUNI-Transfer.1009 OPPO.722 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
nunatsiaq-20191022 Groningen.1392 OPPO.722 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
nunatsiaq-20191022 NRC.715 OPPO.722 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
nunatsiaq-20191022 SRPOL.383 OPPO.722 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
nunatsiaq-20191025-2 Facebook_AI.1465 Groningen.1392 0 1 1 1 1 0 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 0
nunatsiaq-20191025-2 Facebook_AI.1465 OPPO.722 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
nunatsiaq-20191025-2 MultiLingual_Engine_Ubiqus.525 Groningen.1392 0 0 0 0 0 0 0 0 1 1 1 0 0 0 1 1 0 0 0 0 1 0 0
nunatsiaq-20191025-2 MultiLingual_Engine_Ubiqus.525 OPPO.722 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 0
nunatsiaq-20191025-2 SRPOL.383 Groningen.1392 0 0 0 0 0 0 1 0 1 0 1 0 1 1 0 1 1 0 0 1 1 0 0
nunatsiaq-20191025-2 SRPOL.383 OPPO.722 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
nunatsiaq-20191025-2 UEDIN.1281 Groningen.1392 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0
nunatsiaq-20191025-2 UQAM_TanLe.521 Groningen.1392 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0
nunatsiaq-20191030 Groningen.1392 MultiLingual_Engine_Ubiqus.525 1 1 1 1 1 1 1 1 0 0 0 1 0 0 0 0 0 1 1 0 0 0 1
nunatsiaq-20191030 Groningen.1392 OPPO.722 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
nunatsiaq-20191030 CUNI-Transfer.1009 OPPO.722 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
nunatsiaq-20191030 Facebook_AI.1465 OPPO.722 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
nunatsiaq-20191030 Helsinki.992 OPPO.722 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0
nunatsiaq-20191030 MultiLingual_Engine_Ubiqus.525 OPPO.722 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
nunatsiaq-20191030 SRPOL.383 MultiLingual_Engine_Ubiqus.525 0 0 1 0 1 0 1 0 1 0 1 0 1 1 0 1 1 1 0 1 1 0 0
nunatsiaq-20191030 SRPOL.383 OPPO.722 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
nunatsiaq-20191031 CUNI-Transfer.1009 Facebook_AI.1465 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1
nunatsiaq-20191031 CUNI-Transfer.1009 Groningen.1392 1 0 0 0 0 0 1 0 0 0 1 0 1 1 1 1 0 0 0 1 0 0 1
nunatsiaq-20191031 CUNI-Transfer.1009 Helsinki.992 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1
nunatsiaq-20191031 CUNI-Transfer.1009 NRC.715 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 1 0 0 0 1 0 0 1
nunatsiaq-20191031 CUNI-Transfer.1009 OPPO.722 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
nunatsiaq-20191031 CUNI-Transfer.1009 UQAM_TanLe.521 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1
nunatsiaq-20191031 Groningen.1392 Helsinki.992 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1 0 1 1 1
nunatsiaq-20191031 Groningen.1392 OPPO.722 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1
nunatsiaq-20191031 NICT_Kyoto.1219 Facebook_AI.1465 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
nunatsiaq-20191031 NICT_Kyoto.1219 Helsinki.992 0 1 1 0 1 0 0 0 0 1 0 0 0 1 0 0 1 0 1 1 0 0 1
nunatsiaq-20191031 NICT_Kyoto.1219 OPPO.722 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 0 1 1 1 1 0 1 1
nunatsiaq-20191031 NICT_Kyoto.1219 UQAM_TanLe.521 0 1 1 1 1 1 0 1 0 1 0 1 0 0 1 0 1 1 1 0 0 1 1
nunatsiaq-20191031 NRC.715 Helsinki.992 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 0 1 1 1
nunatsiaq-20191031 NRC.715 OPPO.722 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
nunatsiaq-20191031 SRPOL.383 Facebook_AI.1465 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
nunatsiaq-20191031 SRPOL.383 Helsinki.992 1 1 1 1 1 1 1 1 1 1 0 1 0 1 1 1 1 1 1 1 1 0 1
nunatsiaq-20191031 SRPOL.383 OPPO.722 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
nunatsiaq-20191031 SRPOL.383 UQAM_TanLe.521 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 0 1 1 1
nunatsiaq-20191104 CUNI-Transfer.1009 OPPO.722 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
nunatsiaq-20191104 CUNI-Transfer.1009 SRPOL.383 1 0 1 0 1 0 1 1 1 0 1 0 1 1 0 1 1 1 1 1 1 1 1
nunatsiaq-20191104 Facebook_AI.1465 OPPO.722 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
nunatsiaq-20191104 Facebook_AI.1465 SRPOL.383 1 1 1 1 1 1 0 1 0 0 1 1 1 1 1 1 1 1 1 0 0 1 1
nunatsiaq-20191104 Helsinki.992 OPPO.722 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
nunatsiaq-20191104 Helsinki.992 SRPOL.383 1 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 0 0 0 0 0 0 0
nunatsiaq-20191104 NICT_Kyoto.1219 OPPO.722 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
nunatsiaq-20191104 NICT_Kyoto.1219 SRPOL.383 0 0 0 0 0 0 0 0 1 0 1 1 1 1 0 1 0 1 0 0 1 1 1
nunatsiaq-20191104 NRC.715 OPPO.722 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
nunatsiaq-20191104 NRC.715 SRPOL.383 1 1 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 1 0 1 1 1
nunatsiaq-20191104 UEDIN.1281 OPPO.722 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 0 1 1 1 1 1
nunatsiaq-20191104 UEDIN.1281 SRPOL.383 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
nunatsiaq-20191114 CUNI-Transfer.1009 NRC.715 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 1 0 0 0 1 0 0 1
nunatsiaq-20191114 CUNI-Transfer.1009 OPPO.722 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
nunatsiaq-20191114 CUNI-Transfer.1009 UEDIN.1281 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1
nunatsiaq-20191114 CUNI-Transfer.1009 UQAM_TanLe.521 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
nunatsiaq-20191114 Facebook_AI.1465 OPPO.722 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
nunatsiaq-20191114 Groningen.1392 OPPO.722 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
nunatsiaq-20191114 Helsinki.992 OPPO.722 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
nunatsiaq-20191114 Helsinki.992 UEDIN.1281 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1
nunatsiaq-20191114 Helsinki.992 UQAM_TanLe.521 1 1 1 1 1 1 1 1 0 1 0 1 0 1 1 1 1 1 1 0 0 1 1
nunatsiaq-20191114 MultiLingual_Engine_Ubiqus.525 OPPO.722 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
nunatsiaq-20191114-2 CUNI-Transfer.1009 OPPO.722 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
nunatsiaq-20191114-2 Groningen.1392 OPPO.722 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1
nunatsiaq-20191114-2 MultiLingual_Engine_Ubiqus.525 OPPO.722 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1
nunatsiaq-20191114-2 NRC.715 OPPO.722 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1
nunatsiaq-20191114-2 SRPOL.383 OPPO.722 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
nunatsiaq-20191114-2 UEDIN.1281 OPPO.722 1 1 1 1 1 1 0 1 1 0 1 1 1 1 1 1 1 1 1 0 1 1 1
nunatsiaq-20191114-2 UQAM_TanLe.521 OPPO.722 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1
nunatsiaq-20191127 Facebook_AI.1465 Helsinki.992 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1
nunatsiaq-20191127 Facebook_AI.1465 OPPO.722 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1
nunatsiaq-20191127 Facebook_AI.1465 SRPOL.383 1 1 1 1 1 1 1 1 0 1 0 1 0 1 0 1 1 1 1 0 0 1 1
nunatsiaq-20191127 Facebook_AI.1465 UQAM_TanLe.521 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1
nunatsiaq-20191127 NRC.715 Helsinki.992 1 1 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 1 0 1 1 1
nunatsiaq-20191127 NRC.715 OPPO.722 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1
nunatsiaq-20191127 NRC.715 SRPOL.383 1 1 1 1 1 1 0 1 1 1 0 1 1 1 0 1 1 1 1 0 1 1 0
nunatsiaq-20191127 NRC.715 UQAM_TanLe.521 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1
nunatsiaq-20191127 CUNI-Transfer.1009 OPPO.722 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1
nunatsiaq-20191128 Groningen.1392 OPPO.722 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
nunatsiaq-20191128 Groningen.1392 UEDIN.1281 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 0 1 1 1
nunatsiaq-20191128 Helsinki.992 OPPO.722 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
nunatsiaq-20191128 Helsinki.992 UEDIN.1281 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1
nunatsiaq-20191128 NRC.715 OPPO.722 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
nunatsiaq-20191128 NRC.715 UEDIN.1281 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1
nunatsiaq-20191128 NICT_Kyoto.1219 UEDIN.1281 0 1 0 1 1 1 0 1 1 1 1 1 1 1 1 1 1 0 1 0 1 1 1
nunatsiaq-20191128-2 CUNI-Transfer.1009 Facebook_AI.1465 0 0 0 0 0 0 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 1
nunatsiaq-20191128-2 CUNI-Transfer.1009 NICT_Kyoto.1219 1 0 1 0 1 0 1 1 0 1 0 1 0 0 1 0 0 0 0 0 0 0 1
nunatsiaq-20191128-2 CUNI-Transfer.1009 OPPO.722 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
nunatsiaq-20191128-2 CUNI-Transfer.1009 UEDIN.1281 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 0 1 1 0
nunatsiaq-20191128-2 Helsinki.992 Facebook_AI.1465 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1
nunatsiaq-20191128-2 Helsinki.992 NICT_Kyoto.1219 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 1 0 1 0 0 1
nunatsiaq-20191128-2 Helsinki.992 OPPO.722 1 1 0 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
nunatsiaq-20191128-2 Helsinki.992 UEDIN.1281 1 1 0 1 0 0 1 1 0 1 1 0 1 1 1 0 1 1 1 1 0 1 1
nunatsiaq-20191128-2 Groningen.1392 NICT_Kyoto.1219 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 0 1 1 1 0 0 1 1
nunatsiaq-20191128-2 Groningen.1392 OPPO.722 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
nunatsiaq-20191128-2 MultiLingual_Engine_Ubiqus.525 NICT_Kyoto.1219 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
nunatsiaq-20191128-2 MultiLingual_Engine_Ubiqus.525 OPPO.722 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0
nunatsiaq-20191128-2 UQAM_TanLe.521 NICT_Kyoto.1219 0 0 0 0 0 0 1 0 1 0 1 0 1 0 0 0 0 1 0 0 1 0 1
nunatsiaq-20191128-2 UQAM_TanLe.521 OPPO.722 1 0 1 0 0 0 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 0
nunatsiaq-20191002 MultiLingual_Engine_Ubiqus.525 UQAM_TanLe.521 1 1 1 1 1 1 1 1 0 1 1 1 0 1 1 1 1 1 1 0 0 1 1
nunatsiaq-20191017 Facebook_AI.1465 OPPO.722 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
nunatsiaq-20191017 MultiLingual_Engine_Ubiqus.525 OPPO.722 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
nunatsiaq-20191017 NICT_Kyoto.1219 OPPO.722 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0
nunatsiaq-20191017 SRPOL.383 OPPO.722 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
nunatsiaq-20191025 NICT_Kyoto.1219 MultiLingual_Engine_Ubiqus.525 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 1 1 0 0 1
nunatsiaq-20191025 NICT_Kyoto.1219 OPPO.722 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
nunatsiaq-20191025 NICT_Kyoto.1219 SRPOL.383 0 0 0 0 0 0 1 0 1 0 1 0 1 1 0 1 0 0 1 0 1 1 1
nunatsiaq-20191025 NRC.715 OPPO.722 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
nunatsiaq-20191106 Facebook_AI.1465 Groningen.1392 0 1 0 0 1 0 0 1 0 0 1 1 1 1 1 1 1 1 1 1 0 1 1
nunatsiaq-20191106 UEDIN.1281 Groningen.1392 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
